qid,remove_index,remove_rank,positive_add_index,positive_add_rank,positive_add_title,negative_add_index,negative_add_rank,negative_add_title,negative_type,positive_after_objective,negative_after_objective
104c34700bde11eba7f7acde48001122,1,2,5,6,Carl Schultz,6,7,Triumphs of a Man Called Horse,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
104c34700bde11eba7f7acde48001122,2,3,5,6,Carl Schultz,6,7,Triumphs of a Man Called Horse,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
104c34700bde11eba7f7acde48001122,3,4,5,6,Carl Schultz,6,7,Triumphs of a Man Called Horse,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
104c34700bde11eba7f7acde48001122,4,5,5,6,Carl Schultz,6,7,Triumphs of a Man Called Horse,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
f1145dc6084f11ebbd56ac1f6bf848b6,0,1,5,6,Pasquale Festa Campanile,8,9,A Monster and a Half,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
f1145dc6084f11ebbd56ac1f6bf848b6,1,2,5,6,Pasquale Festa Campanile,8,9,A Monster and a Half,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
f1145dc6084f11ebbd56ac1f6bf848b6,2,3,5,6,Pasquale Festa Campanile,8,9,A Monster and a Half,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
f1145dc6084f11ebbd56ac1f6bf848b6,3,4,5,6,Pasquale Festa Campanile,8,9,A Monster and a Half,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
f1145dc6084f11ebbd56ac1f6bf848b6,4,5,5,6,Pasquale Festa Campanile,8,9,A Monster and a Half,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
b3a00ba508bb11ebbd88ac1f6bf848b6,3,4,10,11,J. Lee Thompson,5,6,Peter Glenville,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
b3a00ba508bb11ebbd88ac1f6bf848b6,4,5,10,11,J. Lee Thompson,5,6,Peter Glenville,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
87f1c0da08e611ebbda5ac1f6bf848b6,3,4,11,12,Lawson Harris,5,6,Next of Kin (1982 film),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
87f1c0da08e611ebbda5ac1f6bf848b6,4,5,11,12,Lawson Harris,5,6,Next of Kin (1982 film),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
364458b20baf11ebab90acde48001122,1,2,5,6,Prince Karl of Leiningen,6,7,Christine of Mecklenburg-Güstrow,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
364458b20baf11ebab90acde48001122,2,3,5,6,Prince Karl of Leiningen,6,7,Christine of Mecklenburg-Güstrow,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
364458b20baf11ebab90acde48001122,3,4,5,6,Prince Karl of Leiningen,6,7,Christine of Mecklenburg-Güstrow,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
364458b20baf11ebab90acde48001122,4,5,5,6,Prince Karl of Leiningen,6,7,Christine of Mecklenburg-Güstrow,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
19041a7f08e111ebbda2ac1f6bf848b6,1,2,6,7,Pierre De Geyter,5,6,Peter Gravesen,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
19041a7f08e111ebbda2ac1f6bf848b6,2,3,6,7,Pierre De Geyter,5,6,Peter Gravesen,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
19041a7f08e111ebbda2ac1f6bf848b6,3,4,6,7,Pierre De Geyter,5,6,Peter Gravesen,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
19041a7f08e111ebbda2ac1f6bf848b6,4,5,6,7,Pierre De Geyter,5,6,Peter Gravesen,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,0,1,5,6,Gene Fowler Jr.,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,1,2,5,6,Gene Fowler Jr.,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.3333333333333333, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,2,3,5,6,Gene Fowler Jr.,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,2,3,7,8,Eddie Romero,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,3,4,5,6,Gene Fowler Jr.,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,3,4,7,8,Eddie Romero,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,4,5,5,6,Gene Fowler Jr.,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
433bcf3d08b711ebbd88ac1f6bf848b6,4,5,7,8,Eddie Romero,9,10,Showdown at Abilene,lexical_hard_negative,"[0.0, 0.75, 3.0, 0.6666666666666666, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
2536562e0baf11ebab90acde48001122,1,2,14,15,Frederick IV of Denmark,5,6,Alexander Ramsay of Mar,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2536562e0baf11ebab90acde48001122,2,3,14,15,Frederick IV of Denmark,5,6,Alexander Ramsay of Mar,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2536562e0baf11ebab90acde48001122,3,4,14,15,Frederick IV of Denmark,5,6,Alexander Ramsay of Mar,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
2536562e0baf11ebab90acde48001122,4,5,14,15,Frederick IV of Denmark,5,6,Alexander Ramsay of Mar,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ddd7f12c086911ebbd5fac1f6bf848b6,1,2,9,10,John Henry Caldwell,5,6,John Henry,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ddd7f12c086911ebbd5fac1f6bf848b6,2,3,9,10,John Henry Caldwell,5,6,John Henry,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ddd7f12c086911ebbd5fac1f6bf848b6,3,4,9,10,John Henry Caldwell,5,6,John Henry,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ddd7f12c086911ebbd5fac1f6bf848b6,4,5,9,10,John Henry Caldwell,5,6,John Henry,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
595209340bb011ebab90acde48001122,1,2,7,8,"Otto II, Count of Guelders",5,6,"Maria, Duchess of Guelders",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
595209340bb011ebab90acde48001122,2,3,7,8,"Otto II, Count of Guelders",5,6,"Maria, Duchess of Guelders",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
595209340bb011ebab90acde48001122,3,4,7,8,"Otto II, Count of Guelders",5,6,"Maria, Duchess of Guelders",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
595209340bb011ebab90acde48001122,4,5,7,8,"Otto II, Count of Guelders",5,6,"Maria, Duchess of Guelders",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8be3dafe08d511ebbd98ac1f6bf848b6,2,3,5,6,Harry S. Webb,7,8,Swamp Thing (film),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
8be3dafe08d511ebbd98ac1f6bf848b6,3,4,5,6,Harry S. Webb,7,8,Swamp Thing (film),lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
57e7c378087311ebbd66ac1f6bf848b6,0,1,6,7,Lazarus Fletcher,5,6,William Brereton (British Army officer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
57e7c378087311ebbd66ac1f6bf848b6,1,2,6,7,Lazarus Fletcher,5,6,William Brereton (British Army officer),lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
57e7c378087311ebbd66ac1f6bf848b6,2,3,6,7,Lazarus Fletcher,5,6,William Brereton (British Army officer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
57e7c378087311ebbd66ac1f6bf848b6,3,4,6,7,Lazarus Fletcher,5,6,William Brereton (British Army officer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
57e7c378087311ebbd66ac1f6bf848b6,4,5,6,7,Lazarus Fletcher,5,6,William Brereton (British Army officer),lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
701433f00baf11ebab90acde48001122,1,2,7,8,Adolph II of the Marck,5,6,"Adolph I, Duke of Cleves",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
701433f00baf11ebab90acde48001122,2,3,7,8,Adolph II of the Marck,5,6,"Adolph I, Duke of Cleves",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
701433f00baf11ebab90acde48001122,3,4,7,8,Adolph II of the Marck,5,6,"Adolph I, Duke of Cleves",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
701433f00baf11ebab90acde48001122,4,5,7,8,Adolph II of the Marck,5,6,"Adolph I, Duke of Cleves",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
53d6ad2a0bb011ebab90acde48001122,1,2,5,6,Jan I of Żagań,6,7,Rupert I of Legnica,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
53d6ad2a0bb011ebab90acde48001122,2,3,5,6,Jan I of Żagań,6,7,Rupert I of Legnica,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
53d6ad2a0bb011ebab90acde48001122,3,4,5,6,Jan I of Żagań,6,7,Rupert I of Legnica,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
53d6ad2a0bb011ebab90acde48001122,4,5,5,6,Jan I of Żagań,6,7,Rupert I of Legnica,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
676bf7000bb011ebab90acde48001122,1,2,18,19,Ida of Lorraine,5,6,"Baldwin II, Count of Boulogne",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
676bf7000bb011ebab90acde48001122,2,3,18,19,Ida of Lorraine,5,6,"Baldwin II, Count of Boulogne",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
676bf7000bb011ebab90acde48001122,3,4,18,19,Ida of Lorraine,5,6,"Baldwin II, Count of Boulogne",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
676bf7000bb011ebab90acde48001122,4,5,18,19,Ida of Lorraine,5,6,"Baldwin II, Count of Boulogne",lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
5760bd8208b311ebbd86ac1f6bf848b6,0,1,8,9,Sanal Kumar Sasidharan,5,6,Srijit Mukherji,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
5760bd8208b311ebbd86ac1f6bf848b6,1,2,8,9,Sanal Kumar Sasidharan,5,6,Srijit Mukherji,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
5760bd8208b311ebbd86ac1f6bf848b6,2,3,8,9,Sanal Kumar Sasidharan,5,6,Srijit Mukherji,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
5760bd8208b311ebbd86ac1f6bf848b6,3,4,8,9,Sanal Kumar Sasidharan,5,6,Srijit Mukherji,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
5760bd8208b311ebbd86ac1f6bf848b6,4,5,8,9,Sanal Kumar Sasidharan,5,6,Srijit Mukherji,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
a3ac1ca20bda11eba7f7acde48001122,0,1,7,8,Balian of Ibelin,5,6,Thierry d'Orca,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a3ac1ca20bda11eba7f7acde48001122,2,3,7,8,Balian of Ibelin,5,6,Thierry d'Orca,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a3ac1ca20bda11eba7f7acde48001122,3,4,7,8,Balian of Ibelin,5,6,Thierry d'Orca,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
a3ac1ca20bda11eba7f7acde48001122,4,5,7,8,Balian of Ibelin,5,6,Thierry d'Orca,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ecf5d7b60bdc11eba7f7acde48001122,0,1,9,10,Robert Enrico,7,8,Louis Mercanton,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ecf5d7b60bdc11eba7f7acde48001122,1,2,9,10,Robert Enrico,7,8,Louis Mercanton,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ecf5d7b60bdc11eba7f7acde48001122,2,3,9,10,Robert Enrico,7,8,Louis Mercanton,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
ecf5d7b60bdc11eba7f7acde48001122,4,5,9,10,Robert Enrico,7,8,Louis Mercanton,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
8715eeb808e411ebbda4ac1f6bf848b6,0,1,9,10,Umberto Lenzi,5,6,Tough to Handle,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
8715eeb808e411ebbda4ac1f6bf848b6,1,2,9,10,Umberto Lenzi,5,6,Tough to Handle,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
8715eeb808e411ebbda4ac1f6bf848b6,2,3,9,10,Umberto Lenzi,5,6,Tough to Handle,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
8715eeb808e411ebbda4ac1f6bf848b6,3,4,9,10,Umberto Lenzi,5,6,Tough to Handle,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
8715eeb808e411ebbda4ac1f6bf848b6,4,5,9,10,Umberto Lenzi,5,6,Tough to Handle,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
ec5882f008bb11ebbd88ac1f6bf848b6,3,4,5,6,Ralph Nelson,6,7,Kim Ki-young,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
ec5882f008bb11ebbd88ac1f6bf848b6,4,5,5,6,Ralph Nelson,6,7,Kim Ki-young,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
10b8d7940baf11ebab90acde48001122,0,1,5,6,Edward the Confessor,6,7,Catherine de' Medici,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
10b8d7940baf11ebab90acde48001122,1,2,5,6,Edward the Confessor,6,7,Catherine de' Medici,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
10b8d7940baf11ebab90acde48001122,2,3,5,6,Edward the Confessor,6,7,Catherine de' Medici,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
10b8d7940baf11ebab90acde48001122,4,5,5,6,Edward the Confessor,6,7,Catherine de' Medici,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
16e1006809ab11ebbdb0ac1f6bf848b6,1,2,18,19,Distant Lover,8,9,Where Are You Now,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
16e1006809ab11ebbdb0ac1f6bf848b6,2,3,18,19,Distant Lover,8,9,Where Are You Now,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
16e1006809ab11ebbdb0ac1f6bf848b6,3,4,18,19,Distant Lover,8,9,Where Are You Now,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
16e1006809ab11ebbdb0ac1f6bf848b6,4,5,18,19,Distant Lover,8,9,Where Are You Now,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
776002d4090a11ebbdadac1f6bf848b6,0,1,10,11,Jazz Boat,11,12,The World and His Wife,lexical_hard_negative,"[0.0, 0.5, 1.0, 1.0, -0.0]","[0.0, 0.0, 0.0, 0.0, -1.0]"
776002d4090a11ebbdadac1f6bf848b6,1,2,10,11,Jazz Boat,11,12,The World and His Wife,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
776002d4090a11ebbdadac1f6bf848b6,2,3,10,11,Jazz Boat,11,12,The World and His Wife,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
776002d4090a11ebbdadac1f6bf848b6,3,4,10,11,Jazz Boat,11,12,The World and His Wife,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
776002d4090a11ebbdadac1f6bf848b6,4,5,10,11,Jazz Boat,11,12,The World and His Wife,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 0.0, -1.0]"
cc3587140bdd11eba7f7acde48001122,1,2,10,11,Kaumualii,6,7,Obata Toramori,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cc3587140bdd11eba7f7acde48001122,2,3,10,11,Kaumualii,6,7,Obata Toramori,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cc3587140bdd11eba7f7acde48001122,3,4,10,11,Kaumualii,6,7,Obata Toramori,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
cc3587140bdd11eba7f7acde48001122,4,5,10,11,Kaumualii,6,7,Obata Toramori,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
f329c007089011ebbd72ac1f6bf848b6,3,4,6,7,Pedro Lazaga,5,6,Doris Wishman,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
f329c007089011ebbd72ac1f6bf848b6,4,5,6,7,Pedro Lazaga,5,6,Doris Wishman,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
ab622778089911ebbd77ac1f6bf848b6,1,2,5,6,Nabil Ayouch,6,7,Jean Grémillon,lexical_hard_negative,"[0.0, 0.5, 2.0, 1.0, -0.0]","[0.0, 0.25, 1.0, 0.3333333333333333, -1.0]"
ab622778089911ebbd77ac1f6bf848b6,2,3,5,6,Nabil Ayouch,6,7,Jean Grémillon,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
ab622778089911ebbd77ac1f6bf848b6,3,4,5,6,Nabil Ayouch,6,7,Jean Grémillon,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
ab622778089911ebbd77ac1f6bf848b6,4,5,5,6,Nabil Ayouch,6,7,Jean Grémillon,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
897bcb4a0bb011ebab90acde48001122,0,1,5,6,Jan II of Oświęcim,7,8,Władysław of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
897bcb4a0bb011ebab90acde48001122,2,3,5,6,Jan II of Oświęcim,7,8,Władysław of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
897bcb4a0bb011ebab90acde48001122,3,4,5,6,Jan II of Oświęcim,7,8,Władysław of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
897bcb4a0bb011ebab90acde48001122,4,5,5,6,Jan II of Oświęcim,7,8,Władysław of Oświęcim,lexical_hard_negative,"[1.0, 1.0, 2.0, 1.0, -0.0]","[0.0, 0.5, 1.0, 1.0, -1.0]"
5bdd3aec087d11ebbd6aac1f6bf848b6,1,2,16,17,Rohit Shetty,7,8,"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
5bdd3aec087d11ebbd6aac1f6bf848b6,4,5,16,17,Rohit Shetty,7,8,"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
858455fe087a11ebbd67ac1f6bf848b6,0,1,10,11,Ventura Pons,6,7,Satyajit Ray,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.3333333333333333, -1.0]"
858455fe087a11ebbd67ac1f6bf848b6,1,2,10,11,Ventura Pons,6,7,Satyajit Ray,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
858455fe087a11ebbd67ac1f6bf848b6,2,3,10,11,Ventura Pons,6,7,Satyajit Ray,lexical_hard_negative,"[0.0, 0.75, 3.0, 1.0, -0.0]","[0.0, 0.5, 2.0, 0.6666666666666666, -1.0]"
858455fe087a11ebbd67ac1f6bf848b6,3,4,10,11,Ventura Pons,6,7,Satyajit Ray,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
858455fe087a11ebbd67ac1f6bf848b6,4,5,10,11,Ventura Pons,6,7,Satyajit Ray,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 0.6666666666666666, -1.0]"
6ae33560087211ebbd65ac1f6bf848b6,3,4,11,12,Jason Michael Brescia,5,6,Romance on the Range,lexical_hard_negative,"[1.0, 1.0, 4.0, 1.0, -0.0]","[0.0, 0.75, 3.0, 1.0, -1.0]"
