dataset,subset_dataset,variant,query_index,question,repair_em,repair_f1,repair_empty_answer,setr_em,setr_f1,dbec_em,dbec_f1,rank_fill5_available,rank_fill5_em,rank_fill5_f1,delta_em_vs_setr,delta_f1_vs_setr,delta_em_vs_dbec,delta_f1_vs_dbec,delta_em_vs_rank_fill5,delta_f1_vs_rank_fill5,accepted_repair_count,accepted_repair_titles_json,offline_final_support_recall,offline_final_support_complete,offline_rank_support_recall,offline_rank_support_complete,offline_net_gold_delta_vs_rank,offline_harmful_replacement
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,819,"Which Republican Chairman was born June 1, 1956?",0.0,0.0,0,0.0,0.0,1.0,1.0,0,,,0.0,0.0,-1.0,-1.0,,,1,"[""Ron Marsico""]",0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,836,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",0.0,0.33333333333333337,0,0.0,0.33333333333333337,0.0,0.3333,0,,,0.0,0.0,0.0,3.333333333338517e-05,,,1,"[""John F. Fitzgerald""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,839,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Management consulting""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,853,What was the code name of The landing barge primarily used to provide hot meals to the landing crew?,1.0,1.0,0,0.0,0.0,1.0,1.0,0,,,1.0,1.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,916,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,919,In what year did Australian-born comedian Peter Helliar write I Love you Too?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,2,"[""I, Too (Langston Hughes poem)"", ""Yasir Hussain""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr2_g010_branchstrict,977,"Following The Simple Things a featurette directed by Burny Mattinson was produced, called what?",1.0,1.0,0,0.0,0.0,1.0,1.0,0,,,1.0,1.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,24,This Experts Network sports analysts was inducted into the Pro Football Hall of Fame in 2000 and played in the NFL for how many seasons?,0.0,0.6666666666666666,0,0.0,0.6666666666666666,0.0,0.6667,0,,,0.0,0.0,0.0,-3.333333333332966e-05,,,1,"[""The Experts Network""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,76,What music school did the singer of The Search for Everything: Wave One attend?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""The Search for Everything: Wave One""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,87,In which poetic form is Mad Girl's Love Song written and appears in the novel The Bell Jar by Sylvia Plath?,0.0,0.5,0,0.0,0.5,0.0,0.5,0,,,0.0,0.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,90,Kadeem Jack is a player in a league that started with how many teams?,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Kadeem Jack""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,139,What state was the dissenter in Kessler v. Treat from?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""John Marshall Harlan""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,145,Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,1.0,1.0,0,1.0,1.0,0.0,0.0,0,,,0.0,0.0,1.0,1.0,,,2,"[""Joseph McCarthy"", ""The Great Impostor""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,185,What key role did the stadium's snowplow operated play in the game following the Dolphins win against the Minnesota Vikings?,0.0,0.4761904761904762,0,0.0,0.0,0.0,0.4762,0,,,0.0,0.4761904761904762,0.0,-9.523809523792615e-06,,,1,"[""1997 Minnesota Vikings season""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,200,What is special about the wristwatches that Favre-Leuba manufactures?,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Swiss made""]",1.0,1,0.5,0,1,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,214,"Who won the 2007 Copa America Final, with help from Julio Baptista?",1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Júlio Baptista""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,223,Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,0.0,0.4,0,0.0,0.4,0.0,0.4,0,,,0.0,0.0,0.0,0.0,,,0,[],0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,230,Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""1996 AFC Asian Cup""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,237,How many times has the national team Joseph Raich Garriga played for in 1941 participated in FIFA World Cups?,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Argentina at the FIFA World Cup""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,374,Who was the director of 2004 American teen comedy adventure film in which Michelle Christine Trachtenberg appeared?,0.0,0.6666666666666666,0,0.0,0.6666666666666666,0.0,0.6667,0,,,0.0,0.0,0.0,-3.333333333332966e-05,,,1,"[""The Notorious Bettie Page""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,377,Falling Stars is a role-playing game published by the company based out of what country?,1.0,1.0,0,0.0,0.0,1.0,1.0,0,,,1.0,1.0,0.0,0.0,,,1,"[""Nordcurrent""]",1.0,1,0.5,0,1,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,411,What medieval fortress is believed to refer to a chapel at the bottom of a hill?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Bonkyll Castle""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,511,What position does Kyle York hold at the internet performance management company Dyn?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,547,What is the name of one the Italian Navy's new warship?,0.0,0.4,0,0.0,0.4,0.0,0.4,0,,,0.0,0.0,0.0,0.0,,,1,"[""Italian Navy""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,564,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Fountains of Wayne""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,617,What album starring Ed Sheeran was released on 3 March 2017?,0.0,0.15384615384615385,0,0.0,0.15384615384615385,0.0,0.1538,0,,,0.0,0.0,0.0,4.615384615386242e-05,,,1,"[""What About Us (Livin Out Loud album)""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,622,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,0.0,0.3333333333333333,0,0.0,0.3333333333333333,0.0,0.3333,0,,,0.0,0.0,0.0,3.333333333332966e-05,,,0,[],0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,659,"What festival is held every June in Bartlesville, Oklahoma?",0.0,0.8,0,1.0,1.0,0.0,0.8,0,,,-1.0,-0.19999999999999996,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,674,"In what capacity did the author of the book,  An Inconvenient Truth,  serve in the United States government ?",1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""An Inconvenient Truth (book)""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,697,"Why are many of the band, Hirsute Pursuit's songs considered controversial?",0.0,0.0,0,0.0,0.11764705882352942,0.0,0.0,0,,,0.0,-0.11764705882352942,0.0,0.0,,,1,"[""Sister Outsider""]",0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,790,In what ecclesiastical province is Stephen Conway currently part of?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Ecclesiastical province""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,811,What university did the winner of the 2014 CFL's Most Outstanding Defensive Player Award attend?,0.0,0.33333333333333337,0,0.0,0.0,0.0,0.3333,0,,,0.0,0.33333333333333337,0.0,3.333333333338517e-05,,,2,"[""Massachusetts Institute of Technology"", ""CFL's Most Outstanding Defensive Player Award""]",0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,819,"Which Republican Chairman was born June 1, 1956?",0.0,0.0,0,0.0,0.0,1.0,1.0,0,,,0.0,0.0,-1.0,-1.0,,,1,"[""Ron Marsico""]",0.5,0,0.5,0,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,836,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",0.0,0.33333333333333337,0,0.0,0.33333333333333337,0.0,0.3333,0,,,0.0,0.0,0.0,3.333333333338517e-05,,,1,"[""John F. Fitzgerald""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,839,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,1,"[""Management consulting""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,853,What was the code name of The landing barge primarily used to provide hot meals to the landing crew?,1.0,1.0,0,0.0,0.0,1.0,1.0,0,,,1.0,1.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,916,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,919,In what year did Australian-born comedian Peter Helliar write I Love you Too?,1.0,1.0,0,1.0,1.0,1.0,1.0,0,,,0.0,0.0,0.0,0.0,,,2,"[""I, Too (Langston Hughes poem)"", ""Yasir Hussain""]",1.0,1,1.0,1,0,0
HotpotQA,hotpotqa_repair_gated_underselect_20260507,rq1_mr3_g010_branchstrict,977,"Following The Simple Things a featurette directed by Burny Mattinson was produced, called what?",1.0,1.0,0,0.0,0.0,1.0,1.0,0,,,1.0,1.0,0.0,0.0,,,0,[],1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,1,"What month did the Tripartite discussions begin between Britain, France, and the country where, despite being headquartered in the nation called the nobilities commonwealth, the top-ranking Warsaw Pact operatives originated?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Warsaw Pact""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,7,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Kathmandu""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,8,When was the start of the battle of the birthplace of the performer of III?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""III (Stanton Moore album)""]",0.3333333333333333,0,0.0,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""César Gaytan""]",0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Major League Baseball draft""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""History of Saudi Arabia""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1,"[""Mary, mother of Jesus""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,69,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Oklahoma City""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,74,What is the direction of flow of the body of water by the city where Write This Down was formed?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,83,How long are the city council terms in the second largest city in the state where Yuma is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Arizona""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,87,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"[""John F. Thorson""]",0.25,0,0.5,0,-1,1
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,90,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Love Around""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,91,What county has a city that is adjacent to the capital city of Erskine College's state?,0.0,0.6666666666666666,0,1.0,1.0,0.0,0.5,1,0.0,0.6666666666666666,-1.0,-0.33333333333333337,0.0,0.16666666666666663,0.0,0.0,1,"[""Saint Paul, Minnesota""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,93,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Scion Fuse""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,117,Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,[],0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,118,What is the deepest part of the ocean by the state where Main Street Station is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.75,0,0.75,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,146,When was the most recent Bicycle Friendly Community Award given to the city where the company Study in Brown's record label is part of is headquartered?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Study in Brown""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,150,Normalization occurred in Country A that invaded Country B because the military branch was unprepared. Country B was the only communist country to have an embassy where?,0.0,0.5,0,0.0,0.5,0.0,0.5,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Declarations of war during World War II""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Our Lady of the Rosary""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,210,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,0.0,0.2857142857142857,0,0.0,0.2857142857142857,0.0,0.2857,1,0.0,0.2857142857142857,0.0,0.0,0.0,1.4285714285688922e-05,0.0,0.0,1,"[""Genesis Motor""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,213,When did the place where the author of Princeps Pastorum died become its own country?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Princeps pastorum""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Somalis""]",0.5,0,0.5,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,228,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,0.0,0.3333333333333333,0,0.0,0.3333333333333333,0.0,0.3333,1,0.0,0.3333333333333333,0.0,0.0,0.0,3.333333333332966e-05,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""1998 FIFA World Cup""]",0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""John Cabot""]",0.75,0,0.5,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""USS Chillicothe (1862)""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.25,0,0.25,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",0.0,0.15384615384615385,0,0.0,0.0,0.0,0.0,1,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,312,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,0.0,0.6666666666666666,0,0.0,0.15384615384615383,0.0,0.7368,1,0.0,0.5454545454545454,0.0,0.5128205128205128,0.0,-0.07013333333333338,0.0,0.12121212121212122,1,"[""Sino-Tibetan relations during the Ming dynasty""]",1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,314,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,0.0,0.6666666666666665,0,0.0,0.6666666666666665,0.0,0.6667,1,0.0,0.6666666666666665,0.0,0.0,0.0,-3.3333333333440684e-05,0.0,0.0,0,[],1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,330,In what region of the country containing Hạ Hòa is John Phan's birthplace found?,1.0,1.0,0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,[],1.0,1,1.0,1,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Party leaders of the United States Senate""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,366,What record label does the spouse of the performer of Somethin' Bad belong to?,0.0,0.0,0,0.0,0.4,0.0,0.0,1,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,1,"[""My Heart (Lorrie Morgan album)""]",0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,1.0,1.0,0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,"[""John Cabot""]",0.75,0,0.5,0,1,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Coinage of India""]",0.3333333333333333,0,0.3333333333333333,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],0.6666666666666666,0,0.6666666666666666,0,0,0
MuSiQue,musique_repair_gated_underselect_20260507,rq1_mr1_g010_branchstrict,400,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",1.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""Anti-aircraft warfare""]",0.75,0,0.75,0,0,0
