pilot_slice,policy,dataset,base_dataset,query_index,question,gold_title,source_has_gold,source_best_gold_rank,expanded_best_gold_rank,rank_improvement_vs_source,expanded_hit_at_5,expanded_hit_at_10,expanded_hit_at_20,expanded_hit_at_50,expanded_hit_at_100,final_new_at_5,pool_absent_recovered_at_100,retrieval_calls,slot_count,resolved_slot_count,slot_coverage,expanded_top5_titles_json
source_pool_absent,independent_demand,MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?","Santa Monica, California",0,,29,,0,0,0,1,1,0,1,3,3,3,1.0,"[""Study in Brown"", ""Brown and Roach Incorporated"", ""Brown Eyed Girl"", ""Graham Oberlin-Brown"", ""Father Brown, Detective""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?","Santa Monica, California",0,,,,0,0,0,0,0,0,0,4,0,0,,"[""Study in Brown"", ""Sony Music"", ""Brown and Roach Incorporated"", ""Brown Eyed Girl"", ""Café Coffee Day""]"
source_pool_absent,dbir_det,MuSiQue,musique,542,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?","Santa Monica, California",0,,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""Study in Brown"", ""Brown and Roach Incorporated"", ""Brown Eyed Girl"", ""Graham Oberlin-Brown"", ""Father Brown, Detective""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,1,7,7,0,0,1,1,1,1,0,0,0,2,0,0.0,"[""Detroit"", ""Kentucky Tavern"", ""Black people"", ""Blanton's"", ""Ten High""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,1,7,,,0,0,0,0,0,0,0,1,0,0,,"[""Kentucky Tavern"", ""The Black Tavern"", ""Black people"", ""Black people"", ""Green Door Tavern""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,1,7,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Kentucky Tavern"", ""Green Door Tavern"", ""The Black Tavern"", ""Potter's Tavern"", ""South Portsmouth, Kentucky""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,1,7,19,-12,0,0,1,1,1,0,0,4,0,0,,"[""Kentucky Tavern"", ""The Black Tavern"", ""Black people"", ""Black people"", ""Green Door Tavern""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,1,7,16,-9,0,0,1,1,1,0,0,2,2,2,1.0,"[""Kentucky Tavern"", ""Green Door Tavern"", ""The Black Tavern"", ""Potter's Tavern"", ""South Portsmouth, Kentucky""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,1,68,67,1,0,0,0,0,1,0,0,0,3,0,0.0,"[""We Sweat Blood"", ""Baynard's Castle"", ""Robert Fitz Richard"", ""Danko Jones"", ""Sound of Love""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,1,68,,,0,0,0,0,0,0,0,1,0,0,,"[""We Sweat Blood"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Blood Stain Child"", ""World Blood Donor Day"", ""Terringzean Castle, East Ayrshire""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,1,68,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""We Sweat Blood"", ""World Blood Donor Day"", ""Blood Stain Child"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Aldosterone""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,1,68,,,0,0,0,0,0,0,0,4,0,0,,"[""We Sweat Blood"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Blood Stain Child"", ""World Blood Donor Day"", ""Terringzean Castle, East Ayrshire""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,1,68,,,0,0,0,0,0,0,0,3,3,3,1.0,"[""We Sweat Blood"", ""World Blood Donor Day"", ""Blood Stain Child"", ""The Collection (1993 Blood, Sweat & Tears album)"", ""Aldosterone""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,1,23,8,15,0,1,1,1,1,0,0,0,2,0,0.0,"[""Imperialism"", ""Korean War"", ""Dwight D. Eisenhower"", ""Molotov–Ribbentrop Pact"", ""United States in the Korean War""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,1,23,0,23,1,1,1,1,1,1,0,1,0,0,,"[""Vladimir Rapoport"", ""Leader of the Official Opposition (Ontario)"", ""Leader of Opposition (Uganda)"", ""Korean War"", ""Imperialism""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,1,23,0,23,1,1,1,1,1,1,0,2,2,2,1.0,"[""Vladimir Rapoport"", ""Vladimir-Suzdal"", ""Alek Rapoport"", ""Vladimír Čech"", ""Vladimir Karalić""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,1,23,0,23,1,1,1,1,1,1,0,4,0,0,,"[""Vladimir Rapoport"", ""Leader of the Official Opposition (Ontario)"", ""Leader of Opposition (Uganda)"", ""Korean War"", ""Imperialism""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,1,23,0,23,1,1,1,1,1,1,0,2,2,2,1.0,"[""Vladimir Rapoport"", ""Vladimir-Suzdal"", ""Alek Rapoport"", ""Vladimír Čech"", ""Vladimir Karalić""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,Suga Mama,0,,,,0,0,0,0,0,0,0,0,4,0,0.0,"[""Beyoncé"", ""Live and Beyond"", ""History of Austin, Texas"", ""Destiny's Child"", ""Oklahoma""]"
source_pool_absent,rank_expansion,MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,Suga Mama,0,,5,,0,1,1,1,1,0,1,1,0,0,,"[""Beyond Warped Live Music Series"", ""Live and Beyond"", ""Cape Knowles"", ""Beyond the Beyond"", ""On and On and Beyond""]"
source_pool_absent,independent_demand,MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,Suga Mama,0,,12,,0,0,1,1,1,0,1,4,4,4,1.0,"[""Beyond Warped Live Music Series"", ""Live and Beyond"", ""Beyond the Beyond"", ""On and On and Beyond"", ""Live in the UK 2008""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,Suga Mama,0,,5,,0,1,1,1,1,0,1,4,0,0,,"[""Beyond Warped Live Music Series"", ""Live and Beyond"", ""Cape Knowles"", ""Beyond the Beyond"", ""On and On and Beyond""]"
source_pool_absent,dbir_det,MuSiQue,musique,608,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,Suga Mama,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Beyond Warped Live Music Series"", ""Live and Beyond"", ""Beyond the Beyond"", ""On and On and Beyond"", ""Live in the UK 2008""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Geography of Myanmar,0,,,,0,0,0,0,0,0,0,0,4,0,0.0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Geography of Pakistan""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,1,76,67,9,0,0,0,0,1,0,0,0,4,0,0.0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Geography of Pakistan""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,1,79,70,9,0,0,0,0,1,0,0,0,4,0,0.0,"[""2016 FIFA Club World Cup"", ""A Don"", ""A Lim"", ""A Kiom"", ""Geography of Pakistan""]"
source_pool_absent,rank_expansion,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Geography of Myanmar,0,,,,0,0,0,0,0,0,0,1,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,1,76,,,0,0,0,0,0,0,0,1,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,1,79,40,39,0,0,0,1,1,0,0,1,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_pool_absent,independent_demand,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Geography of Myanmar,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,1,76,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,1,79,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Geography of Myanmar,0,,,,0,0,0,0,0,0,0,4,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,1,76,,,0,0,0,0,0,0,0,4,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,1,79,,,0,0,0,0,0,0,0,4,0,0,,"[""2018 ACC Men's Basketball Tournament"", ""Natural satellite"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""2017 Major League Baseball All-Star Game""]"
source_pool_absent,dbir_det,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Geography of Myanmar,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,1,76,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,1,79,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""2018 ACC Men's Basketball Tournament"", ""2018 Big 12 Men's Basketball Tournament"", ""Ice hockey at the 2018 Winter Olympics – Men's tournament"", ""NCAA Division I Men's Basketball Tournament"", ""NCAA Division I Men's Basketball Tournament""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,1,10,7,3,0,1,1,1,1,0,0,0,2,0,0.0,"[""Space Race"", ""List of South American countries by population"", ""Saburro Peak"", ""Myanmar"", ""Sucha County""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,1,79,65,14,0,0,0,0,1,0,0,0,2,0,0.0,"[""Space Race"", ""List of South American countries by population"", ""Saburro Peak"", ""Myanmar"", ""Sucha County""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,1,10,92,-82,0,0,0,0,1,0,0,1,0,0,,"[""Space Race"", ""Space Race"", ""Slender Man (film)"", ""History of the Goddard Space Flight Center"", ""Black Death""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,1,79,,,0,0,0,0,0,0,0,1,0,0,,"[""Space Race"", ""Space Race"", ""Slender Man (film)"", ""History of the Goddard Space Flight Center"", ""Black Death""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,1,10,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Space Race"", ""Space Race"", ""History of the Goddard Space Flight Center"", ""Burning Man"", ""Vandenberg AFB Space Launch Complex 8""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,1,79,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Space Race"", ""Space Race"", ""History of the Goddard Space Flight Center"", ""Burning Man"", ""Vandenberg AFB Space Launch Complex 8""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,1,10,,,0,0,0,0,0,0,0,4,0,0,,"[""Space Race"", ""Space Race"", ""Slender Man (film)"", ""History of the Goddard Space Flight Center"", ""Black Death""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,1,79,,,0,0,0,0,0,0,0,4,0,0,,"[""Space Race"", ""Space Race"", ""Slender Man (film)"", ""History of the Goddard Space Flight Center"", ""Black Death""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,1,10,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Space Race"", ""Space Race"", ""History of the Goddard Space Flight Center"", ""Burning Man"", ""Vandenberg AFB Space Launch Complex 8""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,1,79,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Space Race"", ""Space Race"", ""History of the Goddard Space Flight Center"", ""Burning Man"", ""Vandenberg AFB Space Launch Complex 8""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Paula Santiago,0,,,,0,0,0,0,0,0,0,0,4,0,0.0,"[""Eduardo Cuervo"", ""Edward Furlong"", ""Christian Sánchez (Mexican footballer)"", ""John Cabot"", ""Sebastian Cabot (explorer)""]"
source_pool_absent,rank_expansion,MuSiQue,musique,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Paula Santiago,0,,,,0,0,0,0,0,0,0,1,0,0,,"[""Eduardo Cuervo"", ""Portugal"", ""Pennell Coast"", ""History of the west coast of North America"", ""British Empire""]"
source_pool_absent,independent_demand,MuSiQue,musique,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Paula Santiago,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Exploration of North America"", ""Italian Eritrea"", ""The New England Quarterly"", ""David Melgueiro"", ""Vicente Yáñez Pinzón""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Paula Santiago,0,,,,0,0,0,0,0,0,0,4,0,0,,"[""Eduardo Cuervo"", ""Portugal"", ""Pennell Coast"", ""History of the west coast of North America"", ""British Empire""]"
source_pool_absent,dbir_det,MuSiQue,musique,658,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",Paula Santiago,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Exploration of North America"", ""Italian Eritrea"", ""The New England Quarterly"", ""David Melgueiro"", ""Vicente Yáñez Pinzón""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",1,27,27,0,0,0,0,1,1,0,0,0,2,0,0.0,"[""WIZE"", ""Mississippi"", ""WEVJ"", ""Minneapolis"", ""Mount View High School (Maine)""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",1,24,24,0,0,0,0,1,1,0,0,0,2,0,0.0,"[""WIZE"", ""Mississippi"", ""WEVJ"", ""Minneapolis"", ""Mount View High School (Maine)""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",1,27,,,0,0,0,0,0,0,0,1,0,0,,"[""Jackson Township, Randolph County, Indiana"", ""WIZE"", ""Michael Jackson: The Life of an Icon"", ""WRBJ-FM"", ""Richmond Township, Marquette County, Michigan""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",1,24,,,0,0,0,0,0,0,0,1,0,0,,"[""Jackson Township, Randolph County, Indiana"", ""WIZE"", ""Michael Jackson: The Life of an Icon"", ""WRBJ-FM"", ""Richmond Township, Marquette County, Michigan""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",1,27,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Jackson Township, Randolph County, Indiana"", ""Michael Jackson: The Life of an Icon"", ""Richmond Township, Marquette County, Michigan"", ""Rockville Township, Stearns County, Minnesota"", ""Jackson Avery""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",1,24,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Jackson Township, Randolph County, Indiana"", ""Michael Jackson: The Life of an Icon"", ""Richmond Township, Marquette County, Michigan"", ""Rockville Township, Stearns County, Minnesota"", ""Jackson Avery""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",1,27,,,0,0,0,0,0,0,0,4,0,0,,"[""Jackson Township, Randolph County, Indiana"", ""WIZE"", ""Michael Jackson: The Life of an Icon"", ""WRBJ-FM"", ""Richmond Township, Marquette County, Michigan""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",1,24,,,0,0,0,0,0,0,0,4,0,0,,"[""Jackson Township, Randolph County, Indiana"", ""WIZE"", ""Michael Jackson: The Life of an Icon"", ""WRBJ-FM"", ""Richmond Township, Marquette County, Michigan""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",1,27,16,11,0,0,1,1,1,0,0,2,2,2,1.0,"[""Jackson Township, Randolph County, Indiana"", ""Michael Jackson: The Life of an Icon"", ""Richmond Township, Marquette County, Michigan"", ""Rockville Township, Stearns County, Minnesota"", ""Jackson Avery""]"
source_visible_not_rank_or_dbec,dbir_det,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",1,24,,,0,0,0,0,0,0,0,2,2,2,1.0,"[""Jackson Township, Randolph County, Indiana"", ""Michael Jackson: The Life of an Icon"", ""Richmond Township, Marquette County, Michigan"", ""Rockville Township, Stearns County, Minnesota"", ""Jackson Avery""]"
source_pool_absent,fixed_pool_top100,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,Rio Linda High School,0,,,,0,0,0,0,0,0,0,0,4,0,0.0,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Mill City, Butte County, California"", ""Klondike Gold Rush"", ""Pete Harman""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,1,10,10,0,0,0,1,1,1,0,0,0,4,0,0.0,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Mill City, Butte County, California"", ""Klondike Gold Rush"", ""Pete Harman""]"
source_visible_not_rank_or_dbec,fixed_pool_top100,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,"History of Sacramento, California",1,73,71,2,0,0,0,0,1,0,0,0,4,0,0.0,"[""Atwell Mill Grove"", ""Salt Lake City"", ""Mill City, Butte County, California"", ""Klondike Gold Rush"", ""Pete Harman""]"
source_pool_absent,rank_expansion,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,Rio Linda High School,0,,,,0,0,0,0,0,0,0,1,0,0,,"[""Atwell Mill Grove"", ""Klondike Gold Rush"", ""California Gold Rush"", ""Black Hills Gold Rush"", ""Someone Could Lose a Heart Tonight""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,1,10,2,8,1,1,1,1,1,1,0,1,0,0,,"[""Atwell Mill Grove"", ""Klondike Gold Rush"", ""California Gold Rush"", ""Black Hills Gold Rush"", ""Someone Could Lose a Heart Tonight""]"
source_visible_not_rank_or_dbec,rank_expansion,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,"History of Sacramento, California",1,73,,,0,0,0,0,0,0,0,1,0,0,,"[""Atwell Mill Grove"", ""Klondike Gold Rush"", ""California Gold Rush"", ""Black Hills Gold Rush"", ""Someone Could Lose a Heart Tonight""]"
source_pool_absent,independent_demand,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,Rio Linda High School,0,,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Atwell Mill Grove"", ""Mariposa Grove"", ""New Mill and Depot Building, Hawthorne Woolen Mill"", ""Old Gun Mill"", ""Spring Grove, Virginia""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,1,10,11,-1,0,0,1,1,1,0,0,4,4,4,1.0,"[""Atwell Mill Grove"", ""Mariposa Grove"", ""New Mill and Depot Building, Hawthorne Woolen Mill"", ""Old Gun Mill"", ""Spring Grove, Virginia""]"
source_visible_not_rank_or_dbec,independent_demand,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,"History of Sacramento, California",1,73,,,0,0,0,0,0,0,0,4,4,4,1.0,"[""Atwell Mill Grove"", ""Mariposa Grove"", ""New Mill and Depot Building, Hawthorne Woolen Mill"", ""Old Gun Mill"", ""Spring Grove, Virginia""]"
source_pool_absent,context_iterative_lite,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,Rio Linda High School,0,,,,0,0,0,0,0,0,0,4,0,0,,"[""Atwell Mill Grove"", ""Klondike Gold Rush"", ""California Gold Rush"", ""Black Hills Gold Rush"", ""Someone Could Lose a Heart Tonight""]"
source_visible_not_rank_or_dbec,context_iterative_lite,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,1,10,2,8,1,1,1,1,1,1,0,4,0,0,,"[""Atwell Mill Grove"", ""Klondike Gold Rush"", ""California Gold Rush"", ""Black Hills Gold Rush"", ""Someone Could Lose a Heart Tonight""]"
