dataset,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,count_under_selected,dbec_selected_count,setr_support_hit_count,dbec_support_hit_count,setr_support_missing_count,dbec_support_missing_count,setr_support_recall,dbec_support_recall,delta_support_recall_dbec_minus_setr,setr_support_complete,dbec_support_complete,support_transition,support_delta_label,dbec_recovered_missing_count,dbec_recovered_any_missing,dbec_recovered_all_missing,recovery_label,setr_missing_titles_json,dbec_missing_titles_json,dbec_recovered_titles_json,setr_titles_json,dbec_titles_json,setr_em,setr_f1,dbec_em,dbec_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,requirement_count,dependent_req_count,selective_binding_decision
HotpotQA,304,"The album ""The Best of LeAnn Rimes"" contained a song used as the theme song for a film. What is the name of the film?",2,"[""The Best of LeAnn Rimes"", ""Can't Fight the Moonlight""]",2,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""The Best of LeAnn Rimes""]",[],"[""The Best of LeAnn Rimes""]","[""Can't Fight the Moonlight"", ""Commitment (song)""]","[""Can't Fight the Moonlight"", ""The Best of LeAnn Rimes"", ""Commitment (song)"", ""Big Deal (LeAnn Rimes song)"", ""Anthem (The 2002 FIFA World Cup Official Anthem)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,305,What division of Mexican football is the team that Jesús Daniel García Esparza currently plays for?,2,"[""Jesús Daniel García"", ""Cruz Azul""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Jesús Daniel García"", ""Cruz Azul""]","[""Cruz Azul"", ""Jesús Daniel García"", ""Dorados de Sinaloa"", ""Jesús Gallardo"", ""José Daniel García""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,306,What is the are of the university at which Dick Biddle served as head football coach?,2,"[""Colgate University"", ""Dick Biddle""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dick Biddle"", ""Colgate University""]","[""Colgate University"", ""Dick Biddle"", ""2013 Colgate Raiders football team"", ""2011 Colgate Raiders football team"", ""2012 Colgate Raiders football team""]",0.0,0.6666666666666666,0.0,0.6667,0.0,3.333333333332966e-05,2,1,bind
HotpotQA,307,What is the seventh book of the Hebrew and Christina bible and also has Quran references to the river drinking experience?,2,"[""Book of Judges"", ""Talut""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Book of Judges"", ""Talut""]","[""Book of Nahum"", ""Talut"", ""Book of Judges"", ""Biblical and Quranic narratives"", ""Ezekiel 16""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,bind
HotpotQA,308,"What are the letters of the radio station serves the area comprising all of Belknap County, among others?",2,"[""WVNH"", ""Lakes Region (New Hampshire)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Lakes Region (New Hampshire)"", ""WVNH""]","[""WVNH"", ""Lakes Region (New Hampshire)"", ""WERZ"", ""WSYY-FM"", ""WPLJ""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
HotpotQA,309,"""This Ole House"" topped the UK chart in 1981 in a recording by a platinum-selling British rock and roll singer whose recording and performing career began when?",2,"[""Shakin' Stevens"", ""This Ole House""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""This Ole House"", ""Shakin' Stevens""]","[""Shakin' Stevens"", ""This Ole House (album)"", ""This Ole House"", ""Billie Anthony"", ""Johnny O'Keefe""]",0.0,0.8,0.0,0.8,0.0,0.0,2,1,bind
HotpotQA,310,Which Prince of Bismarcks EMS dispatch incited France to declare the Franco-Prussian War in July 1870,2,"[""Ems Dispatch"", ""Otto von Bismarck""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Ems Dispatch"", ""Franco-Prussian War"", ""Otto von Bismarck""]","[""Otto von Bismarck"", ""Ems Dispatch"", ""Franco-Prussian War"", ""French ironclad Marengo"", ""North German federal election, August 1867""]",0.0,0.3333333333333333,0.0,0.3333,0.0,-3.333333333332966e-05,2,1,bind
HotpotQA,311,What is the original name of the place where The 1st Minnesota Light Artillery Battery mustered?,2,"[""1st Minnesota Light Artillery Battery"", ""Fort Snelling""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""1st Minnesota Light Artillery Battery"", ""Fort Snelling""]","[""Fort Snelling"", ""1st Minnesota Light Artillery Battery"", ""2nd Minnesota Light Artillery Battery"", ""3rd Minnesota Light Artillery Battery"", ""1st Iowa Independent Battery Light Artillery""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,312,What man with a lazy left eye starred in Sacred Ground?,2,"[""Sacred Ground (film)"", ""Jack Elam""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Jack Elam"", ""Sacred Ground (film)""]","[""Jack Elam"", ""Sacred Ground (film)"", ""A Boy and His Dog (1975 film)"", ""Sacred Ground (McBride &amp; the Ride album)"", ""McBride &amp; the Ride""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,313,When was the magazine Sam Duckworth got his name Get Cape. Wear Cape. Fly from launched?,2,"[""Get Cape. Wear Cape. Fly"", ""Retro Gamer""]",2,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Retro Gamer""]",[],"[""Get Cape. Wear Cape. Fly"", ""Retro Gamer""]","[""PC Magazine"", ""Get Cape. Wear Cape. Fly"", ""The Chronicles of a Bohemian Teenager"", ""Get Cape. Wear Cape. Fly (EP)"", ""Searching for the Hows and Whys""]",0.0,0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666,2,1,abstain
HotpotQA,314,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,2,"[""2017–18 Wigan Athletic F.C. season"", ""EFL Cup""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""2017–18 Wigan Athletic F.C. season"", ""EFL Cup""]","[""2017–18 Wigan Athletic F.C. season"", ""EFL Cup"", ""List of Wigan Borough F.C. players"", ""2015–16 Manchester City F.C. season"", ""2006–07 Wigan Athletic F.C. season""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
HotpotQA,315,What 2003 Christmas-themed romantic comedy did Gregor Fisher have a role in?,2,"[""Gregor Fisher"", ""Love Actually""]",3,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Love Actually""]",[],"[""Love Actually""]","[""Gregor Fisher"", ""Andrew Lincoln"", ""Whisky Galore! (2016 film)""]","[""Gregor Fisher"", ""Love Actually"", ""The Magic Christmas Tree"", ""Letters to Santa (film)"", ""Andrew Lincoln""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
HotpotQA,316,In what year did a movie that starred both Nicholas Cage and Cher come out?,2,"[""Moonstruck"", ""Nicolas Cage""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Moonstruck"", ""Nicolas Cage""]","[""Moonstruck"", ""Sleepless in Seattle"", ""Nicolas Cage"", ""Cher filmography"", ""Diane Ladd""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
HotpotQA,317,"What is the original surname for the actor who sang ""It's a De-Lovely"" in the 1962 revival of ""Anything Goes""?",2,"[""It's De-Lovely"", ""Hal Linden""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""It's De-Lovely"", ""Hal Linden""]","[""Hal Linden"", ""It's De-Lovely"", ""Adam Pascal"", ""Anything Goes (1956 film)"", ""Anything Goes""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,318,"What is the year of the event that occured first, Making Today a Perfect Day was produced, or Frozen was produced?",2,"[""Frozen Fever"", ""Making Today a Perfect Day""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Making Today a Perfect Day"", ""Frozen Fever"", ""Frozen (soundtrack)""]","[""Frozen Fever"", ""Making Today a Perfect Day"", ""Frozen (soundtrack)"", ""Pinocchio (1940 film)"", ""List of The 7D episodes""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,bind
HotpotQA,319,A relative of the emu is native to which continent?,2,"[""Common ostrich"", ""Emu""]",5,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Emu"", ""Common ostrich"", ""King Island emu"", ""Black honeyeater"", ""Rhabdodontidae""]","[""Common ostrich"", ""Emu"", ""King Island emu"", ""Bush tucker"", ""Fauna of Australia""]",1.0,1.0,0.0,0.0,-1.0,-1.0,2,1,bind
HotpotQA,320,"Who directed the film that had ""The Distance"" in the soundtrack?",2,"[""Serendipity (film)"", ""Evan and Jaron (album)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Evan and Jaron (album)"", ""Serendipity (film)""]","[""Keep Safe Distance"", ""Radio Disney Music Award for Best Soundtrack Song"", ""Going the Distance (2004 film)"", ""Serendipity (film)"", ""Evan and Jaron (album)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,321,"Swiss music duo Double released their best known single ""The Captain of Her Heart"" in what year?",2,"[""Double (band)"", ""Blue (Double album)""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Captain of Her Heart"", ""Double (band)"", ""Blue (Double album)"", ""Kurt Maloo""]","[""Double (band)"", ""The Captain of Her Heart"", ""Blue (Double album)"", ""Devils Ball"", ""Kurt Maloo""]",0.0,0.0,0.0,0.0,0.0,0.0,1,0,abstain
HotpotQA,322,Did Lewis Allen or Danny DeVito play Louie De Palma?,2,"[""Lewis Allen (director)"", ""Danny DeVito""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Danny DeVito"", ""Wise Guys (1986 film)"", ""L.A. Confidential (soundtrack)"", ""Lewis Allen (director)""]","[""Danny DeVito"", ""Lewis Allen (director)"", ""Wise Guys (1986 film)"", ""L.A. Confidential (soundtrack)"", ""Wheelock Whitney""]",0.0,0.3333333333333333,0.0,0.3333,0.0,-3.333333333332966e-05,3,2,abstain
HotpotQA,323,The father of Manning Marius Kimmel retired from the Navy in what year?,2,"[""Manning Kimmel"", ""Husband E. Kimmel""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Manning Kimmel"", ""Manning M. Kimmel"", ""Husband E. Kimmel""]","[""Husband E. Kimmel"", ""Manning Kimmel"", ""Manning M. Kimmel"", ""Charles W. Bagnal"", ""Lawrence Haskell""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,324,What award did Flossie Bailey receive that was named after the first female self-made millionaire in America?,2,"[""Flossie Bailey"", ""Madam C. J. Walker""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Flossie Bailey"", ""Madam C. J. Walker""]","[""Madam C. J. Walker"", ""Flossie Bailey"", ""Villa Lewaro"", ""Nobel Prize in Physiology or Medicine"", ""List of Nobel laureates in Physiology or Medicine""]",0.0,0.888888888888889,0.0,0.8889,0.0,1.111111111107288e-05,2,1,bind
HotpotQA,325,Castle Hill is a plantation near what primary residence of Thomas Jefferson?,2,"[""Castle Hill (Virginia)"", ""Monticello""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Castle Hill (Virginia)"", ""Monticello"", ""Thomas Jefferson Foundation""]","[""Monticello"", ""Castle Hill (Virginia)"", ""Thomas Jefferson Foundation"", ""Faith Goldy"", ""University of Virginia""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,326,Toyota Innova is part of the IMV program along with which light commercial vehicle?,2,"[""Toyota Hilux"", ""Toyota Innova""]",2,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Toyota Hilux""]",[],"[""Toyota Hilux""]","[""Toyota Innova"", ""Toyota Fortuner""]","[""Toyota IMV platform"", ""Toyota Innova"", ""Toyota Hilux"", ""Toyota Fortuner"", ""Light commercial vehicle""]",0.0,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337,1,0,abstain
HotpotQA,327,Were Ilya Ehrenburg and Harold Robbins both translators?,2,"[""Ilya Ehrenburg"", ""Harold Robbins""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Ilya Ehrenburg"", ""Harold Robbins"", ""Joseph Fineberg"", ""Manya Harari""]","[""Harold Robbins"", ""Ilya Ehrenburg"", ""Joseph Fineberg"", ""Manya Harari"", ""The Thaw (Ehrenburg novel)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
HotpotQA,328,"What is unique about the forum an American poet, memoirist, and civil rights activist spoke at?",2,"[""Maya Angelou"", ""Ford Hall Forum""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Maya Angelou"", ""Ford Hall Forum""]","[""Maya Angelou"", ""Ford Hall Forum"", ""Roberta Allen"", ""Langston Hughes"", ""Alice Dunbar Nelson""]",0.0,0.7692307692307693,0.0,0.7692,0.0,-3.076923076927862e-05,3,2,bind
HotpotQA,329,Who graduated from The SC Bastia Reserves and Academy  and was born 9 September 1987?,2,"[""Alex Song"", ""SC Bastia Reserves and Academy""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""SC Bastia Reserves and Academy"", ""Alex Song""]","[""SC Bastia Reserves and Academy"", ""Alex Song"", ""2006–07 SC Bastia season"", ""Yannick Zambernardi"", ""Dante (footballer)""]",0.0,0.3333333333333333,0.0,0.3333,0.0,-3.333333333332966e-05,1,0,abstain
HotpotQA,330,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,2,"[""Hong Kong Museum of Coastal Defence"", ""Hong Kong Island""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Hong Kong Museum of Coastal Defence"", ""A Kung Ngam"", ""Hong Kong Island""]","[""Hong Kong Island"", ""Hong Kong Museum of Coastal Defence"", ""A Kung Ngam"", ""Law Uk Folk Museum"", ""Hong Kong Museum of History""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,331,Friedrich Ratzel coined the phrase Lebensraum; which political movement made it notorious by taking it to extremes?,2,"[""Friedrich Ratzel"", ""Lebensraum""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Friedrich Ratzel"", ""Lebensraum""]","[""Lebensraum"", ""Friedrich Ratzel"", ""Rudolf Kjellén"", ""History of Corsica"", ""Ludwig Beck""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
HotpotQA,332,Which How to Steal a Million actor attended the Royal Academy of Dramatic Art?,2,"[""How to Steal a Million"", ""Peter O'Toole""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""How to Steal a Million"", ""Peter O'Toole""]","[""Peter O'Toole"", ""How to Steal a Million"", ""Bernard Lloyd"", ""Hugh Sinclair (actor)"", ""Stephen Davies (actor)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,333,Which former mill town is near Rivington Hall Barn?,2,"[""Bolton"", ""Rivington Hall Barn""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Rivington Hall Barn"", ""Bolton"", ""PR postcode area""]","[""Bolton"", ""Rivington Hall Barn"", ""Rivington Hall"", ""PR postcode area"", ""Manor of Rivington""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,334,What 4-D film attraction at Walt Disney World is based off a 2004 computer-animated Christmas movie?,2,"[""Mickey's PhilharMagic"", ""Mickey's Twice Upon a Christmas""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Mickey's Twice Upon a Christmas"", ""Mickey's PhilharMagic""]","[""Mickey's Twice Upon a Christmas"", ""Mickey's PhilharMagic"", ""Stitch's Great Escape!"", ""Springtime with Roo"", ""Shrek 2""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
HotpotQA,335,Do Singapore Sling and Fish House Punch both contain alcohol?,2,"[""Singapore Sling"", ""Fish House Punch""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Fish House Punch"", ""Singapore Sling"", ""Hurricane glass"", ""Cocktail""]","[""Fish House Punch"", ""Singapore Sling"", ""Cocktail"", ""List of cocktails"", ""Singapore Sling (tax avoidance)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
HotpotQA,336,"What is the name of the range of characteristics pertaining to, and differentiating between, masculinity and femininity which Mary Karooro Okurut was appointed to in 2012 as Minister of?",2,"[""Gender"", ""Mary Karooro Okurut""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Mary Karooro Okurut"", ""Gender""]","[""Gender"", ""Mary Karooro Okurut"", ""Gender role"", ""Gender essentialism"", ""Gendered racism""]",0.0,0.4,0.0,0.4,0.0,0.0,3,1,bind
HotpotQA,337,What is the name of the number-one single featuring the winner of Celebrity Apprentice 3?,2,"[""Bret Michaels"", ""The Apprentice (U.S. season 9)""]",3,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Bret Michaels""]",[],"[""Bret Michaels""]","[""The Apprentice (U.S. season 9)"", ""Bret Michaels: Life as I Know It"", ""Curtis Stone""]","[""Bret Michaels: Life as I Know It"", ""Bret Michaels"", ""The Apprentice (U.S. season 9)"", ""The Apprentice (U.S. season 13)"", ""The Apprentice (U.S. season 8)""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,bind
HotpotQA,338,Four presidents including the 26th president Theodore Roosevelt were featured in the 60ft sculpture in the granite face of Mount Rushmore which was sculpted by what sculptor?,2,"[""Mount Rushmore"", ""Theodore Roosevelt""]",3,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Theodore Roosevelt""]",[],"[""Mount Rushmore"", ""Gutzon Borglum"", ""Theodore Roosevelt""]","[""Gutzon Borglum"", ""Theodore Roosevelt Cyclopedia"", ""Mount Rushmore"", ""Presidents Race"", ""General Philip Sheridan""]",0.0,0.8,0.0,0.8,0.0,0.0,4,2,bind
HotpotQA,339,The Northern Circuit dates from a year when a King of England married to whom sent his justices on circuit?,2,"[""Henry II of England"", ""Northern Circuit""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Northern Circuit"", ""Henry II of England""]","[""Northern Circuit"", ""Henry II of England"", ""Edward I of England"", ""Royal justice"", ""Joseph Kay""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,abstain
HotpotQA,340,"Which movie was released first, Return to Oz or Midnight Madness?",2,"[""Return to Oz"", ""Midnight Madness (film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Return to Oz"", ""Midnight Madness (film)""]","[""Midnight Madness (film)"", ""Return to Oz"", ""List of Walt Disney Pictures films"", ""Mathew Laibowitz"", ""Midnight Madness (album)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
HotpotQA,341,Which retired Argentine footballer who played as a forward was a main player for Valencia CF?,2,"[""Claudio López (footballer)"", ""1998–99 Valencia CF season""]",5,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""1998–99 Valencia CF season""]",[],"[""1998–99 Valencia CF season""]","[""Mario Kempes"", ""Claudio López (footballer)"", ""José Daniel Valencia"", ""José Aveiro"", ""Higinio Ortúzar""]","[""Claudio López (footballer)"", ""2002–03 Valencia CF season"", ""José Daniel Valencia"", ""Luis Artime"", ""1998–99 Valencia CF season""]",0.0,0.0,0.0,0.8,0.0,0.8,1,0,abstain
HotpotQA,342,What type of believer does Mir Jafar Baghirov and Joseph Stalin have in common?,2,"[""Mir Jafar Baghirov"", ""Joseph Stalin""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Mir Jafar Baghirov"", ""Joseph Stalin""]","[""Mir Jafar Dasni"", ""Mir Jafar Baghirov"", ""Joseph Stalin"", ""Flag of Azerbaijan"", ""Jafar Khan Jamali""]",0.0,0.0,1.0,1.0,1.0,1.0,3,1,bind
HotpotQA,343,Jared Has Aides was about the spokesperson for which company?,2,"[""Jared Fogle"", ""Jared Has Aides""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Jared Has Aides"", ""Jared Fogle""]","[""Jared Has Aides"", ""Jared Fogle"", ""McMillan Woods CCC camp"", ""Jared Taylor"", ""Verrit""]",1.0,1.0,1.0,1.0,0.0,0.0,1,0,abstain
HotpotQA,344,Are Anja Salomonowitz and Rod Lurie both directors?,2,"[""Anja Salomonowitz"", ""Rod Lurie""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Rod Lurie"", ""Anja Salomonowitz""]","[""Anja Salomonowitz"", ""Rod Lurie"", ""Leopold Lummerstorfer"", ""Nothing but the Truth (2008 American film)"", ""Deterrence (film)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
HotpotQA,345,Which date occurred first the end of Riley Hawk's amateur career or end of production of Skateboard Magazine ?,2,"[""Riley Hawk"", ""Skateboarder (magazine)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Skateboarder (magazine)"", ""Riley Hawk""]","[""Skateboarder (magazine)"", ""Riley Hawk"", ""Patti McGee"", ""Juxtapoz"", ""Chris Senn (skateboarder)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
HotpotQA,346,What public radio network in New York has allowed Eric Plakun to dis his psychiatric work?,2,"[""Eric Plakun"", ""WAMC""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Eric Plakun"", ""WAMC""]","[""WAMC"", ""Eric Plakun"", ""Theodore Shapiro (psychiatrist)"", ""Thomas Szasz"", ""Henry Zvi Lothane""]",1.0,1.0,1.0,1.0,0.0,0.0,3,2,bind
HotpotQA,347,Taylor Momsen and Craig Mabbitt from Escape the Fate have what in common?,2,"[""Taylor Momsen"", ""Escape the Fate""]",6,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Escape the Fate""]",[],"[""Escape the Fate""]","[""Craig Mabbitt"", ""List of Escape the Fate band members"", ""Taylor Momsen"", ""This War Is Ours"", ""His Last Walk"", ""Blessthefall""]","[""The Dead Rabbitts"", ""Craig Mabbitt"", ""List of Escape the Fate band members"", ""Escape the Fate"", ""Taylor Momsen""]",0.0,0.22222222222222224,0.0,0.2,0.0,-0.022222222222222227,2,1,bind
HotpotQA,348,"Les Ottolenghi was previously the Chief Information Officer at what casino in Paradise, Nevada?",2,"[""Les Ottolenghi"", ""Las Vegas Sands""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Les Ottolenghi"", ""Las Vegas Sands""]","[""Las Vegas Sands"", ""Les Ottolenghi"", ""MGM Grand Las Vegas"", ""Corey I. Sanders"", ""Masa Takayama""]",1.0,1.0,0.0,0.8571,-1.0,-0.14290000000000003,2,1,bind
HotpotQA,349,In what year was Shin Hyun-joon in the successful South Korean comey sequel?,2,"[""Shin Hyun-joon (actor)"", ""Marrying the Mafia II""]",8,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Marrying the Mafia II"", ""Shin Hyun-joon (actor)"", ""Guns &amp; Talks"", ""Ohlala Couple"", ""Dummy Mommy"", ""Cain and Abel (TV series)"", ""Seducing Mr. Perfect"", ""Dancing Queen (2012 film)""]","[""Marrying the Mafia II"", ""Shin Hyun-joon (actor)"", ""Bichunmoo"", ""Guns &amp; Talks"", ""Sin of a Family""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
HotpotQA,350,Which New Jersey-based manufacturer of suitcases and bags for travel is located in the Shops at Columbus Circle in New York City?,2,"[""Tumi Inc."", ""The Shops at Columbus Circle""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Tumi Inc."", ""The Shops at Columbus Circle""]","[""The Shops at Columbus Circle"", ""Tumi Inc."", ""W. Christopher Winter"", ""Time Warner Center"", ""Columbus Circle""]",0.0,0.8,0.0,0.5,0.0,-0.30000000000000004,1,0,abstain
