dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
MuSiQue,musique,74,What is the direction of flow of the body of water by the city where Write This Down was formed?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Mississippi River"", ""Write This Down (band)"", ""Minneapolis""]","[""Mississippi River""]","[""Write This Down (band)"", ""Minneapolis""]","[""Write This Down (band)"", ""Minneapolis"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]","[""Minneapolis"", ""Write This Down (band)"", ""J. David Irwin"", ""Missouri"", ""Astronautalis""]","[""Minneapolis"", ""Write This Down (band)""]","[""Minneapolis""]",0.0,0.0,0.0,0,0
MuSiQue,musique,83,How long are the city council terms in the second largest city in the state where Yuma is located?,all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Yuma, Colorado"", ""Yuma County Library District"", ""Tucson, Arizona"", ""Tucson, Arizona""]","[""Yuma, Colorado"", ""Yuma County Library District""]","[""Tucson, Arizona"", ""Tucson, Arizona""]","[""Tucson, Arizona"", ""Tucson, Arizona"", ""Yuma, Colorado"", ""Yuma County Library District"", ""Delta, Colorado""]","[""Arizona"", ""Tucson, Arizona"", ""Saint Paul, Minnesota"", ""Yuma, Colorado"", ""Yuma County Library District""]","[""Arizona"", ""Tucson, Arizona"", ""Saint Paul, Minnesota"", ""Yuma, Colorado""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,87,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,gold_source_only_not_rank_or_dbec,3,1,1,0,0,0,2,1,3,1,1,1,"[{""dbec_title"": ""Capital punishment in the United States"", ""missing_gold_title"": ""Capital punishment in New Zealand""}]","{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""The Book Thief (film)"", ""1952 Winter Olympics"", ""Capital punishment in New Zealand"", ""The Messenger (Zusak novel)""]","[""1952 Winter Olympics"", ""Capital punishment in New Zealand"", ""The Messenger (Zusak novel)""]","[""The Book Thief (film)"", ""Capital punishment in the United Kingdom""]","[""The Book Thief (film)"", ""Capital punishment in the United Kingdom"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Capital punishment in New Zealand""]","[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics"", ""The Book Thief (film)""]","[""John F. Thorson"", ""The Book Thief (film)"", ""Capital punishment in the United States"", ""Tour de France records and statistics""]",[],0.0,1.0,1.0,-1,1
MuSiQue,musique,90,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,gold_source_only_not_rank_or_dbec,2,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Serbian language"", ""Media in Pristina"", ""Olivera Marković""]","[""Media in Pristina"", ""Olivera Marković""]","[""Serbian language"", ""Belgrade (film)""]","[""Serbian language"", ""Belgrade (film)"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]","[""Serbian language"", ""Love Around"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]","[""Serbian language"", ""Love Around""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,91,What county has a city that is adjacent to the capital city of Erskine College's state?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""WWNQ"", ""Charleston, South Carolina"", ""Erskine College"", ""Forest Acres, South Carolina""]","[""WWNQ"", ""Charleston, South Carolina""]","[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina""]","[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]","[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]","[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia""]",[],1.0,0.5,-0.5,0,0
MuSiQue,musique,93,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend""]","[""Scion Fuse"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Scion Fuse""]","[""Toyota"", ""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend"", ""Acura RL""]","[""Toyota"", ""Scion Fuse""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,117,Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,gold_source_only_not_rank_or_dbec,3,1,2,1,0,2,2,2,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2, ""gold_source_only_not_rank_or_dbec"": 1}","[""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)"", ""Manuel Balbi""]","[""John Cabot"", ""Paula Santiago"", ""Manuel Balbi""]","[""Sebastian Cabot (explorer)"", ""Exploration of North America""]","[""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva""]","[""Sebastian Cabot (explorer)"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva"", ""Francisco H. Vázquez""]","[""Sebastian Cabot (explorer)""]","[""John Cabot"", ""Sebastian Cabot (explorer)""]",0.0,1.0,1.0,0,0
MuSiQue,musique,118,What is the deepest part of the ocean by the state where Main Street Station is located?,gold_source_only_not_rank_or_dbec,2,1,1,0,0,1,1,1,1,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Richmond, Virginia"", ""Virginia"", ""Newport News, Virginia"", ""Puerto Rico Trench""]","[""Newport News, Virginia"", ""Puerto Rico Trench""]","[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench""]","[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]","[""Virginia"", ""Richmond, Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]","[""Virginia"", ""Richmond, Virginia""]","[""Virginia""]",0.0,0.0,0.0,0,0
MuSiQue,musique,146,When was the most recent Bicycle Friendly Community Award given to the city where the company Study in Brown's record label is part of is headquartered?,all_missing_gold_recovered_by_dbec,2,1,2,0,1,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Santa Monica, California"", ""The Right Stuff Records"", ""EmArcy Records"", ""Study in Brown""]","[""EmArcy Records"", ""Study in Brown""]","[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music""]","[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music"", ""Study in Brown"", ""EmArcy Records""]","[""Santa Monica, California"", ""Study in Brown"", ""EmArcy Records"", ""United States at the 2018 Winter Olympics"", ""The Right Stuff Records""]","[""Santa Monica, California"", ""Study in Brown""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,150,Normalization occurred in Country A that invaded Country B because the military branch was unprepared. Country B was the only communist country to have an embassy where?,gold_absent_from_source_pool,2,0,0,0,0,0,0,0,4,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Josip Broz Tito"", ""Police"", ""Prague underground (culture)"", ""Josip Broz Tito""]","[""Police"", ""Prague underground (culture)""]","[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe""]","[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""John Kerry"", ""1937 South American Championship""]","[""Josip Broz Tito"", ""Declarations of war during World War II"", ""John Kerry"", ""1937 South American Championship"", ""Guarani alphabet""]","[""Josip Broz Tito"", ""Declarations of war during World War II""]",[],0.5,0.5,0.0,0,0
MuSiQue,musique,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?",gold_absent_from_source_pool,2,0,0,0,0,0,0,0,3,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Santa Monica, California"", ""The Right Stuff Records"", ""Vilaiyaadu Mankatha"", ""Sony Music""]","[""Santa Monica, California"", ""The Right Stuff Records""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami""]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,210,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Daihatsu Boon"", ""1973 oil crisis"", ""Lexus RX""]","[""1973 oil crisis""]","[""Lexus RX"", ""Daihatsu Boon""]","[""Lexus RX"", ""Daihatsu Boon"", ""1973 oil crisis"", ""Toyota Racing Development"", ""Toyota Matrix""]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX"", ""1973 oil crisis"", ""Toyota Racing Development""]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX""]",[],0.2857142857142857,0.2857,-1.4285714285688922e-05,0,0
MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,gold_source_only_not_rank_or_dbec,3,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""Princeps pastorum"", ""Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II""]","[""Princeps pastorum"", ""Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II""]","[""Pope John XXIII"", ""Kingdom of Bohemia""]","[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]","[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]","[""Princeps pastorum""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,gold_in_rank_fill_not_dbec,3,1,1,0,1,1,1,1,3,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Muang Kasi"", ""Ottoman Empire"", ""Myanmar"", ""Geography of Myanmar""]","[""Muang Kasi"", ""Myanmar"", ""Geography of Myanmar""]","[""Ottoman Empire"", ""Rajendra Chola I""]","[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,228,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Cleveland Indians"", ""Jim Wilson (first baseman)"", ""Home run""]","[""Cleveland Indians""]","[""Jim Wilson (first baseman)"", ""Home run""]","[""Jim Wilson (first baseman)"", ""Home run"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]","[""Home run"", ""Jim Wilson (first baseman)"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]","[""Home run"", ""Jim Wilson (first baseman)""]",[],0.3333333333333333,0.3333,-3.333333333332966e-05,0,0
MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,gold_source_only_not_rank_or_dbec,3,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 3}","[""Geography of Myanmar"", ""That Dam"", ""2020 AFC U-23 Championship qualification"", ""Myanmar""]","[""Geography of Myanmar"", ""2020 AFC U-23 Championship qualification"", ""Myanmar""]","[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries""]","[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,gold_absent_from_source_pool,2,0,0,1,1,1,0,1,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Christian Sánchez (Mexican footballer)"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]","[""John Cabot"", ""Paula Santiago""]","[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)""]","[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo"", ""Pedro Álvares Cabral""]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)""]","[""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia""]",1.0,1.0,0.0,1,0
MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,2,2,1,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Chillicothe (1862)""]","[""List of destroyer classes of the United States Navy"", ""USS Chillicothe (1862)""]","[""United States Navy SEALs"", ""Rudy Boesch""]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""USS Chanticleer (ASR-7)""]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps"", ""United States Navy SEALs"", ""Rudy Boesch""]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,1,1,2,0,1,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Bang Bon District"", ""Ercole Manfredi"", ""The Beach (film)""]","[""Bang Bon District""]","[""Ercole Manfredi"", ""The Beach (film)""]","[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]","[""The Beach (film)"", ""Ercole Manfredi"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]","[""The Beach (film)"", ""Ercole Manfredi""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",gold_source_only_not_rank_or_dbec,3,0,0,0,0,0,0,0,3,0,1,1,"[{""dbec_title"": ""Art theft and looting during World War II"", ""missing_gold_title"": ""Military history of New Zealand during World War II""}]","{""gold_absent_from_source_pool"": 1, ""gold_source_only_not_rank_or_dbec"": 2}","[""The Book Thief (film)"", ""1952 Winter Olympics"", ""Military history of New Zealand during World War II"", ""The Messenger (Zusak novel)""]","[""1952 Winter Olympics"", ""Military history of New Zealand during World War II"", ""The Messenger (Zusak novel)""]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal""]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]","[""The Book Thief (film)""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,1,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Star Cola"", ""Ottoman Empire"", ""Myanmar""]","[""Myanmar""]","[""Ottoman Empire"", ""Star Cola""]","[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Somalis""]","[""Star Cola"", ""Ottoman Empire"", ""Somalis"", ""East Timor"", ""Somalis""]","[""Star Cola"", ""Ottoman Empire""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,1,1,2,0,1,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Dour (AM-223)""]","[""List of destroyer classes of the United States Navy""]","[""United States Navy SEALs"", ""USS Dour (AM-223)""]","[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]","[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]","[""United States Navy SEALs"", ""USS Dour (AM-223)""]",[],1.0,1.0,0.0,0,0
MuSiQue,musique,312,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,all_missing_gold_recovered_by_dbec,2,1,2,0,2,2,2,3,1,0,2,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Nanjing"", ""Nanjing""]","[""Nanjing"", ""Nanjing"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]",[],0.15384615384615383,0.7368,0.5829538461538462,0,0
MuSiQue,musique,314,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,2,1,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Alessandro Zezzos"", ""Pope John XXIII"", ""Al gran sole carico d'amore""]","[""Alessandro Zezzos""]","[""Pope John XXIII"", ""Al gran sole carico d'amore""]","[""Pope John XXIII"", ""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]","[""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]","[""Al gran sole carico d'amore"", ""Pope John XXIII""]",[],0.6666666666666665,0.6667,3.3333333333440684e-05,0,0
MuSiQue,musique,330,In what region of the country containing Hạ Hòa is John Phan's birthplace found?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Hạ Hòa District"", ""South Central Coast"", ""John Phan""]","[""South Central Coast""]","[""John Phan"", ""Hạ Hòa District""]","[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]","[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]","[""John Phan"", ""Hạ Hòa District""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,3,0,1,6,"[{""dbec_title"": ""Party leaders of the United States Senate"", ""missing_gold_title"": ""2014 United States Senate elections""}, {""dbec_title"": ""Party leaders of the United States Senate"", ""missing_gold_title"": ""Standing Rules of the United States Senate""}, {""dbec_title"": ""Party leaders of the United States Senate"", ""missing_gold_title"": ""2014 United States Senate elections""}, {""dbec_title"": ""Party leaders of the United States Senate"", ""missing_gold_title"": ""Standing Rules of the United States Senate""}, {""dbec_title"": ""United States House of Representatives"", ""missing_gold_title"": ""2014 United States Senate elections""}, {""dbec_title"": ""United States House of Representatives"", ""missing_gold_title"": ""Standing Rules of the United States Senate""}]","{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""2014 United States Senate elections"", ""Oklahoma"", ""Standing Rules of the United States Senate""]","[""2014 United States Senate elections"", ""Standing Rules of the United States Senate""]","[""Oklahoma"", ""114th United States Congress""]","[""Oklahoma"", ""114th United States Congress"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,2,1,0,2,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Richmond, Virginia"", ""WGCK-FM"", ""North Carolina""]","[""North Carolina""]","[""WGCK-FM"", ""Richmond, Virginia""]","[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]","[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]","[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]","[""Virginia""]",0.0,0.0,0.0,0,0
MuSiQue,musique,366,What record label does the spouse of the performer of Somethin' Bad belong to?,gold_in_rank_fill_not_dbec,2,1,1,0,0,0,1,0,3,1,0,0,[],"{""gold_in_rank_fill_not_dbec"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Candy Coburn"", ""Somethin' Bad"", ""Pure BS""]","[""Candy Coburn"", ""Pure BS""]","[""Somethin' Bad"", ""Wherever You Are Tonight""]","[""Somethin' Bad"", ""Wherever You Are Tonight"", ""Jesus, Take the Wheel"", ""Candy Coburn"", ""Platinum""]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad""]","[""My Heart (Lorrie Morgan album)""]",0.4,0.0,-0.4,0,0
MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,gold_source_only_not_rank_or_dbec,2,1,0,1,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)"", ""Francisco H. Vázquez""]","[""John Cabot"", ""Paula Santiago""]","[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)""]","[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia""]","[""John Cabot"", ""Exploration of North America"", ""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral""]","[""John Cabot"", ""Exploration of North America""]","[""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)""]",1.0,0.0,-1.0,1,0
MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""Ottoman Empire"", ""Myanmar"", ""Phoe Pyonn Cho""]","[""Ottoman Empire"", ""Myanmar""]","[""Phoe Pyonn Cho"", ""Huguenots""]","[""Phoe Pyonn Cho"", ""Huguenots"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Coinage of India""]","[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]","[""Coinage of India"", ""Phoe Pyonn Cho""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Scion xD"", ""1973 oil crisis"", ""Acura Legend""]","[""Scion xD"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]",[],0.0,0.0,0.0,0,0
