dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
MuSiQue,musique,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?","Santa Monica, California",gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 2, 7, 1, 3]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]","[2, 74, 0, 14, 1]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]","[2, 74, 0, 14]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters""]",[],[]
MuSiQue,musique,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?",The Right Stuff Records,gold_source_only_not_rank_or_dbec,1,[17],17,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 2, 7, 1, 3]","[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]","[2, 74, 0, 14, 1]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]","[2, 74, 0, 14]","[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters""]",[],[]
MuSiQue,musique,210,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,1973 oil crisis,gold_recovered_by_dbec_final,1,[0],0,1,0,0,1,2,3,3,2,0.2857142857142857,0.2857,-1.4285714285688922e-05,"[7, 8, 0, 1, 2]","[""Lexus RX"", ""Daihatsu Boon"", ""1973 oil crisis"", ""Toyota Racing Development"", ""Toyota Matrix""]","[21, 8, 7, 0, 1]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX"", ""1973 oil crisis"", ""Toyota Racing Development""]","[21, 8, 7]","[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX""]",[],[]
MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,Princeps pastorum,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,3,2,0.0,0.0,0.0,"[5, 1, 0, 2, 3]","[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]","[0, 1, 2, 3, 4]","[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]",[0],"[""Princeps pastorum""]",[],[]
MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,Vatican City,gold_source_only_not_rank_or_dbec,1,[20],20,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[5, 1, 0, 2, 3]","[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]","[0, 1, 2, 3, 4]","[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]",[0],"[""Princeps pastorum""]",[],[]
MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,Canonization of Pope John XXIII and Pope John Paul II,gold_source_only_not_rank_or_dbec,1,[14],14,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[5, 1, 0, 2, 3]","[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]","[0, 1, 2, 3, 4]","[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]",[0],"[""Princeps pastorum""]",[],[]
MuSiQue,musique,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,Muang Kasi,gold_recovered_by_dbec_final,1,[78],78,0,0,1,1,2,4,3,2,0.0,0.0,0.0,"[0, 18, 1, 2, 3]","[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",[],[]
MuSiQue,musique,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,Myanmar,gold_in_rank_fill_not_dbec,1,"[1, 24, 57, 60]",1,1,0,0,0,2,4,3,2,0.0,0.0,0.0,"[0, 18, 1, 2, 3]","[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",[],[]
MuSiQue,musique,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,Geography of Myanmar,gold_source_only_not_rank_or_dbec,1,[23],23,0,0,0,0,2,4,3,2,0.0,0.0,0.0,"[0, 18, 1, 2, 3]","[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]","[3, 65, 89, 0, 78]","[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",[],[]
MuSiQue,musique,228,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,Cleveland Indians,gold_source_only_not_rank_or_dbec,1,[23],23,0,0,0,0,2,3,2,1,0.3333333333333333,0.3333,-3.333333333332966e-05,"[1, 0, 2, 3, 4]","[""Jim Wilson (first baseman)"", ""Home run"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]","[0, 1, 2, 3, 4]","[""Home run"", ""Jim Wilson (first baseman)"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]","[0, 1]","[""Home run"", ""Jim Wilson (first baseman)""]",[],[]
MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,gold_source_only_not_rank_or_dbec,1,[29],29,0,0,0,0,3,4,4,2,0.0,0.0,0.0,"[4, 17, 16, 0, 1]","[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]","[7, 4, 52, 1, 0]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]","[7, 4, 52, 1]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup""]",[],[]
MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,2020 AFC U-23 Championship qualification,gold_source_only_not_rank_or_dbec,1,[71],71,0,0,0,0,3,4,4,2,0.0,0.0,0.0,"[4, 17, 16, 0, 1]","[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]","[7, 4, 52, 1, 0]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]","[7, 4, 52, 1]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup""]",[],[]
MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,gold_source_only_not_rank_or_dbec,1,[77],77,0,0,0,0,3,4,4,2,0.0,0.0,0.0,"[4, 17, 16, 0, 1]","[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]","[7, 4, 52, 1, 0]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]","[7, 4, 52, 1]","[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup""]",[],[]
MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,John Cabot,gold_recovered_by_dbec_final,1,[6],6,0,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 4, 1, 2, 3]","[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo"", ""Pedro Álvares Cabral""]","[4, 6, 0, 1, 2]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]","[4, 6, 0]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)""]","[6, 4, 10]","[""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia""]"
MuSiQue,musique,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,Paula Santiago,gold_absent_from_source_pool,0,[],,0,0,0,0,2,4,4,2,1.0,1.0,0.0,"[0, 4, 1, 2, 3]","[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo"", ""Pedro Álvares Cabral""]","[4, 6, 0, 1, 2]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]","[4, 6, 0]","[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)""]","[6, 4, 10]","[""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia"", ""John Cabot"", ""Sebastian Cabot (explorer)"", ""Giovanni Battista Caviglia""]"
MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,gold_source_only_not_rank_or_dbec,1,[16],16,0,0,0,0,2,3,3,2,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""USS Chanticleer (ASR-7)""]","[1, 0, 14, 2, 3]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps"", ""United States Navy SEALs"", ""Rudy Boesch""]","[1, 0, 14]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps""]",[],[]
MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,USS Chillicothe (1862),gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,3,2,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""USS Chanticleer (ASR-7)""]","[1, 0, 14, 2, 3]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps"", ""United States Navy SEALs"", ""Rudy Boesch""]","[1, 0, 14]","[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps""]",[],[]
MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,gold_source_only_not_rank_or_dbec,1,[38],38,0,0,0,0,2,3,4,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]","[1, 0, 2, 3, 4]","[""The Beach (film)"", ""Ercole Manfredi"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]","[1, 0]","[""The Beach (film)"", ""Ercole Manfredi""]",[],[]
MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",1952 Winter Olympics,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 1, 14, 2, 3]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]","[1, 0, 2, 3, 4]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]",[1],"[""The Book Thief (film)""]",[],[]
MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,gold_source_only_not_rank_or_dbec,1,[9],9,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 1, 14, 2, 3]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]","[1, 0, 2, 3, 4]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]",[1],"[""The Book Thief (film)""]",[],[]
MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),gold_source_only_not_rank_or_dbec,1,[11],11,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 1, 14, 2, 3]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]","[1, 0, 2, 3, 4]","[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]",[1],"[""The Book Thief (film)""]",[],[]
MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,gold_source_only_not_rank_or_dbec,1,"[83, 86]",83,0,0,0,0,2,3,4,3,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Somalis""]","[1, 0, 2, 3, 4]","[""Star Cola"", ""Ottoman Empire"", ""Somalis"", ""East Timor"", ""Somalis""]","[1, 0]","[""Star Cola"", ""Ottoman Empire""]",[],[]
MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,gold_source_only_not_rank_or_dbec,1,[19],19,0,0,0,0,2,3,3,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]","[0, 1, 2, 3, 4]","[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]","[0, 1]","[""United States Navy SEALs"", ""USS Dour (AM-223)""]",[],[]
MuSiQue,musique,312,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,Sino-Tibetan relations during the Ming dynasty,gold_recovered_by_dbec_final,1,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 14, 18, 19, 20, 21, 26, 36, 40, 44, 45, 46, 47]",1,1,0,1,1,2,3,3,2,0.15384615384615383,0.7368,0.5829538461538462,"[5, 17, 0, 1, 2]","[""Nanjing"", ""Nanjing"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 5, 6, 0, 1]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 5, 6]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]",[],[]
MuSiQue,musique,312,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,Sino-Tibetan relations during the Ming dynasty,gold_recovered_by_dbec_final,1,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 14, 18, 19, 20, 21, 26, 36, 40, 44, 45, 46, 47]",1,1,0,1,1,2,3,3,2,0.15384615384615383,0.7368,0.5829538461538462,"[5, 17, 0, 1, 2]","[""Nanjing"", ""Nanjing"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 5, 6, 0, 1]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty""]","[3, 5, 6]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]",[],[]
MuSiQue,musique,314,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,Alessandro Zezzos,gold_recovered_by_dbec_final,1,[3],3,1,0,0,1,2,3,3,2,0.6666666666666665,0.6667,3.3333333333440684e-05,"[0, 1, 2, 3, 4]","[""Pope John XXIII"", ""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]","[1, 0, 2, 3, 4]","[""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]","[1, 0]","[""Al gran sole carico d'amore"", ""Pope John XXIII""]",[],[]
MuSiQue,musique,330,In what region of the country containing Hạ Hòa is John Phan's birthplace found?,South Central Coast,gold_recovered_by_dbec_final,1,[2],2,1,0,0,1,2,3,3,1,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]","[0, 1, 2, 3, 4]","[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]","[0, 1]","[""John Phan"", ""Hạ Hòa District""]",[],[]
MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,gold_source_only_not_rank_or_dbec,1,[20],20,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[3, 16, 0, 1, 2]","[""Oklahoma"", ""114th United States Congress"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[6, 3, 0, 1, 2]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[6, 3, 0]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate""]",[],[]
MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,Standing Rules of the United States Senate,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[3, 16, 0, 1, 2]","[""Oklahoma"", ""114th United States Congress"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[6, 3, 0, 1, 2]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]","[6, 3, 0]","[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate""]",[],[]
MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,gold_source_only_not_rank_or_dbec,1,[73],73,0,0,0,0,2,3,3,1,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""WGCK-FM"", ""Richmond, Virginia"", ""WKHK"", ""WFFG-FM"", ""WXBX""]","[1, 0, 10, 8, 16]","[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]","[1, 0, 10, 8, 16]","[""Richmond, Virginia"", ""WGCK-FM"", ""Richmond, Virginia"", ""Richmond, Virginia"", ""Virginia, Lempira""]",[20],"[""Virginia""]"
MuSiQue,musique,366,What record label does the spouse of the performer of Somethin' Bad belong to?,Candy Coburn,gold_in_rank_fill_not_dbec,1,[3],3,1,0,0,0,2,3,3,2,0.4,0.0,-0.4,"[0, 2, 1, 3, 4]","[""Somethin' Bad"", ""Wherever You Are Tonight"", ""Jesus, Take the Wheel"", ""Candy Coburn"", ""Platinum""]","[7, 82, 0, 1, 2]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]","[7, 82, 0]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad""]",[7],"[""My Heart (Lorrie Morgan album)""]"
MuSiQue,musique,366,What record label does the spouse of the performer of Somethin' Bad belong to?,Pure BS,gold_source_only_not_rank_or_dbec,1,[81],81,0,0,0,0,2,3,3,2,0.4,0.0,-0.4,"[0, 2, 1, 3, 4]","[""Somethin' Bad"", ""Wherever You Are Tonight"", ""Jesus, Take the Wheel"", ""Candy Coburn"", ""Platinum""]","[7, 82, 0, 1, 2]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad"", ""Jesus, Take the Wheel"", ""Wherever You Are Tonight""]","[7, 82, 0]","[""My Heart (Lorrie Morgan album)"", ""Sonny & Cher"", ""Somethin' Bad""]",[7],"[""My Heart (Lorrie Morgan album)""]"
MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,John Cabot,gold_recovered_by_dbec_final,1,[4],4,0,1,1,1,2,4,3,2,1.0,0.0,-1.0,"[0, 5, 1, 2, 3]","[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia""]","[4, 7, 0, 1, 2]","[""John Cabot"", ""Exploration of North America"", ""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral""]","[4, 7]","[""John Cabot"", ""Exploration of North America""]","[4, 7, 5]","[""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)""]"
MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,gold_source_only_not_rank_or_dbec,1,[24],24,0,0,0,0,2,4,3,2,1.0,0.0,-1.0,"[0, 5, 1, 2, 3]","[""Francisco H. Vázquez"", ""Sebastian Cabot (explorer)"", ""Francisco de Eliza"", ""Pedro Álvares Cabral"", ""Giovanni Battista Caviglia""]","[4, 7, 0, 1, 2]","[""John Cabot"", ""Exploration of North America"", ""Francisco H. Vázquez"", ""Francisco de Eliza"", ""Pedro Álvares Cabral""]","[4, 7]","[""John Cabot"", ""Exploration of North America""]","[4, 7, 5]","[""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Exploration of North America"", ""Sebastian Cabot (explorer)""]"
MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,gold_source_only_not_rank_or_dbec,1,[30],30,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[1, 12, 0, 2, 3]","[""Phoe Pyonn Cho"", ""Huguenots"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Coinage of India""]","[3, 1, 0, 2, 4]","[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]","[3, 1]","[""Coinage of India"", ""Phoe Pyonn Cho""]",[],[]
MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,gold_source_only_not_rank_or_dbec,1,"[14, 17, 19, 32, 94, 97]",14,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[1, 12, 0, 2, 3]","[""Phoe Pyonn Cho"", ""Huguenots"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Coinage of India""]","[3, 1, 0, 2, 4]","[""Coinage of India"", ""Phoe Pyonn Cho"", ""Franco-Prussian War"", ""Gamal Abdel Nasser"", ""Hellenistic period""]","[3, 1]","[""Coinage of India"", ""Phoe Pyonn Cho""]",[],[]
MuSiQue,musique,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",Scion xD,gold_source_only_not_rank_or_dbec,1,[6],6,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[0, 9, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[0, 9, 7, 28, 1]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]","[0, 9, 7, 28, 1]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]",[],[]
MuSiQue,musique,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",Acura Legend,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[0, 9, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[0, 9, 7, 28, 1]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]","[0, 9, 7, 28, 1]","[""1973 oil crisis"", ""Toyota"", ""Scion xB"", ""BMW"", ""Acura Legend""]",[],[]
MuSiQue,musique,400,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",United States Army,gold_source_only_not_rank_or_dbec,1,[32],32,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[1, 9, 0, 2, 3]","[""Josip Broz Tito"", ""Ivo Werner"", ""Slavs"", ""Czech Republic"", ""Slavs""]","[0, 15, 9, 19, 1]","[""Slavs"", ""Anti-aircraft warfare"", ""Ivo Werner"", ""Anti-aircraft warfare"", ""Josip Broz Tito""]","[0, 15, 9, 19]","[""Slavs"", ""Anti-aircraft warfare"", ""Ivo Werner"", ""Anti-aircraft warfare""]",[],[]
