dataset,query_index,split,strong_label,daec_f1,nobind_f1,daec_em,nobind_em,delta_f1_daec_minus_nobind,delta_em_daec_minus_nobind,alias_match_rate,avg_candidate_title_occurrences,bind_conf_candidate_coverage,bind_conf_candidate_simplicity,bind_conf_composite_primary,bind_conf_composite_with_margin_diagnostic,bind_conf_margin_diagnostic,bind_conf_match_quality,bind_conf_single_candidate_rate,bind_conf_title_unique,binding_count,binding_count_unpruned,candidate_count_max,candidate_count_mean,candidate_count_total,candidate_coverage,candidate_req_count,dep_margin_mean_diagnostic,dep_margin_min_diagnostic,dep_score_top1_mean_diagnostic,dependent_req_count,duplicate_entity_count,empty_entity_responses,empty_response_rate,exactish_match_rate,extraction_count,low_ambiguity,match_rate,matched_entity_count,max_dependency_depth,multi_candidate_rate,multi_candidate_req_count,raw_entity_count,requirement_count,single_candidate_rate,single_candidate_req_count,skipped_anchor_count,title_nonunique_rate,title_unique_rate,unmatched_entity_count,unmatched_rate,question
HotpotQA,516,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Are PC Magazine and Sculptural Pursuit both technology publications?
HotpotQA,517,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.2,1,1.0,0.25,0.615,0.5957563,0.5187815,0.325,0.5,1.0,4.0,4.0,4.0,2.5,5.0,1.0,2.0,0.5187815,0.03756300000000001,1.0,2.0,2.0,3.0,0.3,0.6,10.0,0.25,0.25,5.0,2.0,0.5,1.0,20.0,3.0,0.5,1.0,1.0,0.0,1.0,12.0,0.6,"What film, based on the book “Boston Strong”, featured the actress Alex McKenna?"
HotpotQA,518,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.8777777777777778,0.9022222222222223,1.0,0.38888888888888895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1111111111111111,1.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,5.0,0.0,1.0,3.0,0.3333333333333333,"George H. W. Bush,  a resident of West Oaks Subdivision in Houston Texas, became what number President in 1989?"
HotpotQA,519,test,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"what is the group called that Dianne Morgan and Joe Wilkinson a part of in the BBC comedy ""Two Episodes of Mash"""
HotpotQA,520,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"What singer-songwriter from Derry appeared on Paul van Dyk's 2012 album, Evolution?"
HotpotQA,521,test,ignore,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.020000000000000004,0.0,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.75,"Which airport is busier, Palm Springs International Airport or Trenton–Mercer Airport?"
HotpotQA,522,test,ignore,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.6,0.0,5.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,"The thid episode of the first season of The Simpsons, features which character voiced by Harry Shearer?"
HotpotQA,523,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04000000000000001,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.6,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.5,Which casino closed first The Atlantic Club Casino Hotel or Trump Plaza Hotel and Casino ?
HotpotQA,524,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,To what sport does the Atomweight class belong?
HotpotQA,525,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.8235294117647058,0.8588235294117648,1.0,0.11764705882352944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6884,1.0,2.0,3.0,0.3,0.0,10.0,1.0,0.058823529411764705,1.0,1.0,0.0,0.0,17.0,3.0,1.0,1.0,0.0,0.0,1.0,14.0,0.8235294117647058,Were Cinderella and The Emperor's New Groove released by the same picture company?
HotpotQA,526,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?
HotpotQA,527,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.85,0.8800000000000001,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,5.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.6666666666666666,Boggle is a word game originally distributed by a toy and game manufacturer that published more than how many games?
HotpotQA,528,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04000000000000001,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.9,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,Of these two publication--Báiki and Sick--what type of publication is the one that was published most frequently?
HotpotQA,529,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.8666666666666667,0.8933333333333333,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,In which county does the  8th Military Police Brigade  of the United States Army's Barracks located?
HotpotQA,530,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.84,0.8720000000000001,1.0,0.19999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,0.2,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.8,What magazine was started in 1925 and features the work of Barry Werth?
HotpotQA,531,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenneth Arnold reported the first unidentified object sighting in what city and state in 1947?
HotpotQA,532,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hina is derived from a dye prepared in what areas?
HotpotQA,533,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1,0.5,0.5,0.55,0.44000000000000006,0.0,0.75,0.0,1.0,3.0,3.0,3.0,1.5,3.0,0.5,1.0,0.0,0.0,0.785753,2.0,0.0,7.0,0.7,0.3333333333333333,10.0,0.5,0.75,3.0,2.0,0.5,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,"The title track of Carla Bruni discography was used in a  film directed by James Ivory, and was also used in what other film?"
HotpotQA,534,dev,ignore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444444444444,0.035555555555555556,0.0,0.2222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,0.5555555555555556,What country do both Adnan Akmal and Kamran Akmal represent in cricket?
HotpotQA,535,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woodland is a census-designated place in a town that had this population as of the 2010 census?
HotpotQA,536,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,When did the author of the book One More River is based on win the Nobel Prize?
HotpotQA,537,test,ignore,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009090909090909094,0.007272727272727275,0.0,0.04545454545454547,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,0.9090909090909091,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?"
HotpotQA,538,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,William Bromley-Davenport held political office under the Prime Minister who was of which party?
HotpotQA,539,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.9,0.9200000000000002,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,5.0,1.0,0.125,1.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.125,What is the nationality of the author of Fifty Shades Freed?
HotpotQA,540,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.9,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Are both Grapico and Izze artificially flavored soft drinks?
HotpotQA,541,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.5,0.5714285714285714,0.45714285714285713,0.0,0.35714285714285715,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.972546,1.0,0.0,3.0,0.6,1.0,5.0,0.5,0.2857142857142857,2.0,1.0,1.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.5714285714285714,Which Canadian Professional ice hockey player of Albanian origin bought in on the deal for the Ontario Raiders?
HotpotQA,542,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Zacarías Ferreira is the uncle of a professional basketball player who played college basketball for who?
HotpotQA,543,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333337,0.00666666666666667,0.0,0.041666666666666685,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.6,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,4.0,0.0,0.0,2.0,0.0,0.0,22.0,0.9166666666666666,Do both Changle District and Longkou face water?
HotpotQA,544,test,ignore,0.5,0.6667,0.0,0.0,-0.16669999999999996,0.0,0.0,1,1.0,0.25,0.48157894736842105,0.3890438578947369,0.018903500000000073,0.15789473684210525,0.0,1.0,6.0,6.0,3.0,2.5,5.0,1.0,2.0,0.018903500000000073,0.003814000000000095,0.7841640000000001,2.0,0.0,6.0,0.4,0.8,15.0,0.25,0.13157894736842105,5.0,2.0,1.0,2.0,38.0,4.0,0.0,0.0,2.0,0.0,1.0,31.0,0.8157894736842105,What job do both Alfred Santell and David Fincher have in common?
HotpotQA,545,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.5,0.625,0.5,0.0,0.625,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.8,0.5,10.0,0.5,0.5,2.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,Which reservation is located in Hill and Chouteau and named after the principal leader of the Montana Chippewa-Cree?
HotpotQA,546,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.5,1.0,0.675,0.74,1.0,0.375,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.6,0.0,10.0,1.0,0.25,1.0,2.0,0.0,0.0,4.0,3.0,0.5,1.0,0.0,0.0,1.0,2.0,0.5,"In which Florida city is Skyplex being constructed, featuring Skyscraper, the tallest rollercoaster in the world?"
HotpotQA,547,test,ignore,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What is the name of one the Italian Navy's new warship?
HotpotQA,548,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.6666666666666666,1.0,0.6882882882882883,0.7506306306306307,1.0,0.10810810810810811,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,1.0,0.9922435000000001,3.0,2.0,9.0,0.6,1.0,15.0,1.0,0.05405405405405406,2.0,3.0,0.0,0.0,37.0,4.0,0.6666666666666666,2.0,2.0,0.0,1.0,31.0,0.8378378378378378,"How many small-box format stores are there for one of Newell Brands' brand that sells scented candles, candleholders, accessories, and dinnerware?"
HotpotQA,549,test,ignore,0.6667,0.6667,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Jimmy D'Arcy played in Northern Ireland for the team based in what county?
HotpotQA,550,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.83,0.8640000000000001,1.0,0.14999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.736525,1.0,0.0,8.0,0.8,1.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,0.0,1.0,8.0,0.8,"Which was published more frequently, Popular Science or Girlfriends?"
HotpotQA,551,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.020000000000000004,0.0,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.75,"Who was born first, Martin Degville or Richie Furay?"
HotpotQA,552,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,0.5,0.5384615384615384,0.4307692307692308,0.0,0.1923076923076923,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.8,0.0,5.0,0.5,0.15384615384615385,2.0,1.0,1.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.7692307692307693,What is the 2010 census population of the county where Wildcat Brook flows through Jackson?
HotpotQA,553,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333334,0.026666666666666672,0.0,0.16666666666666669,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.6666666666666666,"Which came out first, Dinosaur or McFarland, USA"
HotpotQA,554,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,0.2,0.56,0.47155880000000006,0.11779399999999995,0.6,0.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.11779399999999995,0.11779399999999995,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.2,0.5,5.0,1.0,1.0,1.0,10.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.3,"In which city did he painter and printmaker associated with ""Les Nabis"" found Salon d'Automne?"
HotpotQA,555,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1,1.0,0.3333333333333333,0.5393939393939394,0.4315151515151516,0.0,0.36363636363636365,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.4,0.3333333333333333,5.0,0.3333333333333333,0.2727272727272727,3.0,1.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.5454545454545454,What is the call sign of the airline that operates the flight with United Express Flight 3411 incident?
HotpotQA,556,test,ignore,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,0.5,0.62,0.5513304,0.276652,0.6000000000000001,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.276652,0.276652,1.0,1.0,0.0,3.0,0.6,0.5,5.0,0.5,0.4,2.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,The man who currently serves as the wide receivers coach for the Dallas Cowboys used to coach at what college?
HotpotQA,557,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.2,1.2,1.0,0.2,0.5153846153846153,0.41230769230769226,0.0,0.5769230769230769,0.0,0.8,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.2,0.6,5.0,0.2,0.38461538461538464,5.0,1.0,1.0,1.0,13.0,2.0,0.0,0.0,3.0,0.2,0.8,3.0,0.23076923076923078,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?"
HotpotQA,558,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.815313,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,My Secret Hotel is a television series starring a South Korean DJ who rose to fame as the lead actress in what?
HotpotQA,559,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.8,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mía Maestro had a role in the 2002 biopic directed by whom?
HotpotQA,560,test,ignore,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Simpsons episode that aired on February 19, 2012 entitled ""At Long Last Leave"" represented what milestone for the show?"
HotpotQA,561,test,bind_helpful,1.0,0.6667,1.0,0.0,0.33330000000000004,1.0,0.5,1,0.5,1.0,0.5235294117647059,0.41882352941176476,0.0,0.11764705882352942,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.5,1.0,0.0,0.0,0.649685,2.0,0.0,5.0,0.5,0.5,10.0,1.0,0.11764705882352941,2.0,2.0,0.5,1.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,0.8823529411764706,What sibling of John D. Rockefeller III was the chairman of Chase Manhattan Corporation?
HotpotQA,562,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08000000000000002,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?
HotpotQA,563,test,ignore,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1,1.0,0.5,0.5666666666666667,0.45333333333333337,0.0,0.3333333333333333,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.718288,1.0,0.0,4.0,0.8,0.5,5.0,0.5,0.16666666666666666,2.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,4.0,0.0,1.0,6.0,0.5,In what city does a Christian minister who won the singles title with Jan Kodes in the 1970 French Open currently reside?
HotpotQA,564,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.95,0.96,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.858191,1.0,0.0,3.0,0.6,1.0,5.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?"
HotpotQA,565,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666663,0.01333333333333333,0.0,0.08333333333333331,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.8333333333333334,"What character did G.D. Spradlin's collaborator Marlon Brando portray in ""On the Waterfront""?"
HotpotQA,566,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.25,1.5,1.0,0.3333333333333333,0.5916666666666667,0.5767909333333334,0.517288,0.625,0.5,0.5,3.0,3.0,3.0,2.0,4.0,1.0,2.0,0.517288,0.03457600000000005,1.0,2.0,0.0,5.0,0.5,0.25,10.0,0.3333333333333333,0.5,4.0,2.0,0.5,1.0,8.0,3.0,0.5,1.0,2.0,0.5,0.5,2.0,0.25,If You Ever Get Lonely was covered by what Lyric Street Records-affiliated band?
HotpotQA,567,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.824,0.8592,1.0,0.11999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.7,1.0,10.0,1.0,0.04,1.0,1.0,0.0,0.0,25.0,3.0,1.0,1.0,3.0,0.0,1.0,20.0,0.8,"Which genus has more species, Azorina or Azadirachta?"
HotpotQA,568,dev,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Heath Ledger Australian actor was in the movie Brokeback Mountain directed by who?
HotpotQA,569,test,ignore,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.5,1.0,0.6230769230769231,0.6984615384615385,1.0,0.11538461538461539,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.5,1.0,10.0,1.0,0.07692307692307693,1.0,2.0,0.0,0.0,13.0,3.0,0.5,1.0,0.0,0.0,1.0,11.0,0.8461538461538461,Daddy was an American Pit Bull who was integral to the work of what Mexican-American dog behaviorist with over 25 years of canine experience?
