dataset,subset_dataset,subset_index,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,setr_em,setr_f1,setr_support_recall,setr_support_complete,setr_support_missing_count,setr_titles_json,dbec_selected_count,dbec_em,dbec_f1,dbec_support_recall,dbec_support_complete,dbec_support_missing_count,dbec_recovered_missing_count,dbec_titles_json,requirement_count,dependent_req_count,selective_binding_decision,rank_fill5_answer,rank_fill5_em,rank_fill5_f1,rank_fill5_empty_answer,rank_fill5_selected_count,rank_fill5_support_hit_count,rank_fill5_support_missing_count,rank_fill5_support_recall,rank_fill5_support_complete,rank_fill5_actual_added_count,rank_fill5_rank_fill_count,rank_fill5_titles_json,oracle_fill5_answer,oracle_fill5_em,oracle_fill5_f1,oracle_fill5_empty_answer,oracle_fill5_selected_count,oracle_fill5_support_hit_count,oracle_fill5_support_missing_count,oracle_fill5_support_recall,oracle_fill5_support_complete,oracle_fill5_actual_added_count,oracle_fill5_rank_fill_count,oracle_fill5_titles_json,dbec_repair_fill5_answer,dbec_repair_fill5_em,dbec_repair_fill5_f1,dbec_repair_fill5_empty_answer,dbec_repair_fill5_selected_count,dbec_repair_fill5_support_hit_count,dbec_repair_fill5_support_missing_count,dbec_repair_fill5_support_recall,dbec_repair_fill5_support_complete,dbec_repair_fill5_actual_added_count,dbec_repair_fill5_rank_fill_count,dbec_repair_fill5_titles_json
MuSiQue,musique_dbec_cf_underselect_20260507,12,90,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,3,"[""Serbian language"", ""Media in Pristina"", ""Olivera Marković""]",2,0.0,0.0,0.3333333333333333,0,2,"[""Serbian language"", ""Belgrade (film)""]",5,0.0,0.0,0.6666666666666666,0,1,1,"[""Serbian language"", ""Love Around"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]",2,1,abstain,Belgrade.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Serbian language"", ""Belgrade (film)"", ""Olivera Marković"", ""Olivera Katarina"", ""List of territorial entities where English is an official language""]",Belgrade.,0.0,0.0,0,5,3,0,1.0,1,3,1,"[""Serbian language"", ""Belgrade (film)"", ""Media in Pristina"", ""Olivera Marković"", ""Olivera Katarina""]",Belgrade.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,0,"[""Serbian language"", ""Belgrade (film)"", ""Love Around"", ""Olivera Marković"", ""Olivera Katarina""]"
MuSiQue,musique_dbec_cf_underselect_20260507,13,91,What county has a city that is adjacent to the capital city of Erskine College's state?,4,"[""WWNQ"", ""Charleston, South Carolina"", ""Erskine College"", ""Forest Acres, South Carolina""]",3,1.0,1.0,0.5,0,2,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina""]",5,0.0,0.5,0.25,0,3,0,"[""Saint Paul, Minnesota"", ""Erskine College"", ""List of capitals in the United States"", ""Apulia"", ""Erskine College–Due West Historic District""]",4,3,abstain,Richland.,0.0,0.6666666666666666,0,5,2,2,0.5,0,2,2,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Erskine College–Due West Historic District"", ""List of capitals in the United States""]",Richland County.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""WWNQ"", ""Charleston, South Carolina""]",Richland.,0.0,0.6666666666666666,0,5,2,2,0.5,0,2,0,"[""Erskine College"", ""Columbia, South Carolina"", ""Forest Acres, South Carolina"", ""Saint Paul, Minnesota"", ""List of capitals in the United States""]"
MuSiQue,musique_dbec_cf_underselect_20260507,14,93,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",3,"[""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend""]",2,0.0,0.0,0.3333333333333333,0,2,"[""1973 oil crisis"", ""Toyota""]",5,0.0,0.0,1.0,1,0,2,"[""Toyota"", ""Scion Fuse"", ""1973 oil crisis"", ""Acura Legend"", ""Acura RL""]",2,1,abstain,1983.,0.0,0.0,0,5,3,0,1.0,1,3,3,"[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Scion Fuse""]",1983.,0.0,0.0,0,5,3,0,1.0,1,3,1,"[""1973 oil crisis"", ""Toyota"", ""Scion Fuse"", ""Acura Legend"", ""Acura RL""]",1983.,0.0,0.0,0,5,3,0,1.0,1,3,0,"[""1973 oil crisis"", ""Toyota"", ""Toyota"", ""Scion Fuse"", ""Acura Legend""]"
MuSiQue,musique_dbec_cf_underselect_20260507,15,117,Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,4,"[""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)"", ""Manuel Balbi""]",2,0.0,0.0,0.25,0,3,"[""Sebastian Cabot (explorer)"", ""Exploration of North America""]",5,1.0,1.0,0.75,0,1,2,"[""Sebastian Cabot (explorer)"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva"", ""Francisco H. Vázquez""]",2,1,bind,Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,3,3,"[""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva""]",Sebastian Cabot.,1.0,1.0,0,5,4,0,1.0,1,3,0,"[""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""John Cabot"", ""Paula Santiago"", ""Manuel Balbi""]",Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,3,0,"[""Sebastian Cabot (explorer)"", ""Exploration of North America"", ""Manuel Balbi"", ""John Cabot"", ""Sergio Villanueva""]"
MuSiQue,musique_dbec_cf_underselect_20260507,16,118,What is the deepest part of the ocean by the state where Main Street Station is located?,4,"[""Richmond, Virginia"", ""Virginia"", ""Newport News, Virginia"", ""Puerto Rico Trench""]",3,0.0,0.0,0.5,0,2,"[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench""]",5,0.0,0.0,0.75,0,1,1,"[""Virginia"", ""Richmond, Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]",2,1,bind,Puerto Rico Trench.,0.0,0.0,0,5,3,1,0.75,0,2,2,"[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench"", ""Mariana Trench"", ""Puerto Rico Trench""]",Puerto Rico Trench.,0.0,0.0,0,5,4,0,1.0,1,2,0,"[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench"", ""Newport News, Virginia"", ""Puerto Rico Trench""]",The Mariana Trench.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Richmond, Virginia"", ""Virginia"", ""Mariana Trench"", ""Richmond, Virginia"", ""Mariana Trench""]"
MuSiQue,musique_dbec_cf_underselect_20260507,17,146,When was the most recent Bicycle Friendly Community Award given to the city where the company Study in Brown's record label is part of is headquartered?,4,"[""Santa Monica, California"", ""The Right Stuff Records"", ""EmArcy Records"", ""Study in Brown""]",3,1.0,1.0,0.5,0,2,"[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music""]",5,1.0,1.0,1.0,1,0,2,"[""Santa Monica, California"", ""Study in Brown"", ""EmArcy Records"", ""United States at the 2018 Winter Olympics"", ""The Right Stuff Records""]",2,1,abstain,2013.,1.0,1.0,0,5,4,0,1.0,1,2,2,"[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music"", ""Study in Brown"", ""EmArcy Records""]",2013.,1.0,1.0,0,5,4,0,1.0,1,2,0,"[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music"", ""EmArcy Records"", ""Study in Brown""]",The question contains incorrect information.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""Santa Monica, California"", ""The Right Stuff Records"", ""Sony Music"", ""Santa Monica, California"", ""Study in Brown""]"
MuSiQue,musique_dbec_cf_underselect_20260507,18,150,Normalization occurred in Country A that invaded Country B because the military branch was unprepared. Country B was the only communist country to have an embassy where?,4,"[""Josip Broz Tito"", ""Police"", ""Prague underground (culture)"", ""Josip Broz Tito""]",3,0.0,0.5,0.5,0,2,"[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe""]",5,0.0,0.5,0.25,0,3,0,"[""Josip Broz Tito"", ""Declarations of war during World War II"", ""John Kerry"", ""1937 South American Championship"", ""Guarani alphabet""]",3,2,abstain,Paraguay.,0.0,0.5,0,5,2,2,0.5,0,2,2,"[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""John Kerry"", ""1937 South American Championship""]",Paraguay.,0.0,0.5,0,5,3,1,0.75,0,2,1,"[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""Prague underground (culture)"", ""John Kerry""]",Paraguay.,0.0,0.5,0,5,2,2,0.5,0,2,0,"[""Josip Broz Tito"", ""Josip Broz Tito"", ""Southern Europe"", ""Josip Broz Tito"", ""Declarations of war during World War II""]"
MuSiQue,musique_dbec_cf_underselect_20260507,19,153,"What day is the feast held, in the city that holds the headquarters of the only music company that is larger than the record label of Vilaiyaadu Mankatha?",4,"[""Santa Monica, California"", ""The Right Stuff Records"", ""Vilaiyaadu Mankatha"", ""Sony Music""]",3,0.0,0.0,0.5,0,2,"[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami""]",5,0.0,0.0,0.5,0,2,0,"[""Sony Music"", ""Our Lady of the Rosary"", ""Vilaiyaadu Mankatha"", ""John Deere World Headquarters"", ""Richmond, Virginia""]",3,2,abstain,December 25.,0.0,0.0,0,5,2,2,0.5,0,2,2,"[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Richmond, Virginia"", ""Pure BS""]",Sunday.,0.0,0.0,0,5,3,1,0.75,0,2,1,"[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""The Right Stuff Records"", ""Richmond, Virginia""]",7 October.,0.0,0.0,0,5,2,2,0.5,0,2,0,"[""Vilaiyaadu Mankatha"", ""Sony Music"", ""Miami"", ""Sony Music"", ""Our Lady of the Rosary""]"
MuSiQue,musique_dbec_cf_underselect_20260507,20,210,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,3,"[""Daihatsu Boon"", ""1973 oil crisis"", ""Lexus RX""]",2,0.0,0.2857142857142857,0.6666666666666666,0,1,"[""Lexus RX"", ""Daihatsu Boon""]",5,0.0,0.2857,1.0,1,0,1,"[""Genesis Motor"", ""Daihatsu Boon"", ""Lexus RX"", ""1973 oil crisis"", ""Toyota Racing Development""]",3,2,abstain,2012.,0.0,0.2857142857142857,0,5,3,0,1.0,1,3,3,"[""Lexus RX"", ""Daihatsu Boon"", ""1973 oil crisis"", ""Toyota Racing Development"", ""Toyota Matrix""]",2012.,0.0,0.2857142857142857,0,5,3,0,1.0,1,3,2,"[""Lexus RX"", ""Daihatsu Boon"", ""1973 oil crisis"", ""Toyota Racing Development"", ""Toyota Matrix""]",2012.,0.0,0.2857142857142857,0,5,3,0,1.0,1,3,0,"[""Lexus RX"", ""Daihatsu Boon"", ""Genesis Motor"", ""1973 oil crisis"", ""Toyota Racing Development""]"
MuSiQue,musique_dbec_cf_underselect_20260507,21,213,When did the place where the author of Princeps Pastorum died become its own country?,3,"[""Princeps pastorum"", ""Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II""]",2,0.0,0.0,0.0,0,3,"[""Pope John XXIII"", ""Kingdom of Bohemia""]",5,0.0,0.0,0.3333333333333333,0,2,1,"[""Princeps pastorum"", ""Kingdom of Bohemia"", ""Queen Victoria"", ""Criticism of Christianity"", ""Paris""]",3,2,abstain,Not enough information.,0.0,0.0,0,5,1,2,0.3333333333333333,0,3,3,"[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]",1929.,0.0,0.5,0,5,3,0,1.0,1,3,0,"[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II""]",Not enough information.,0.0,0.0,0,5,1,2,0.3333333333333333,0,3,0,"[""Pope John XXIII"", ""Kingdom of Bohemia"", ""Princeps pastorum"", ""Queen Victoria"", ""Criticism of Christianity""]"
MuSiQue,musique_dbec_cf_underselect_20260507,22,215,How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,4,"[""Muang Kasi"", ""Ottoman Empire"", ""Myanmar"", ""Geography of Myanmar""]",2,0.0,0.0,0.25,0,3,"[""Ottoman Empire"", ""Rajendra Chola I""]",5,0.0,0.0,0.5,0,2,1,"[""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria"", ""Ottoman Empire"", ""Muang Kasi""]",3,2,abstain,Not mentioned.,0.0,0.0,0,5,2,2,0.5,0,3,3,"[""Ottoman Empire"", ""Rajendra Chola I"", ""Myanmar"", ""Somalis"", ""Somalis""]",Not mentioned.,0.0,0.0,0,5,4,0,1.0,1,3,0,"[""Ottoman Empire"", ""Rajendra Chola I"", ""Muang Kasi"", ""Myanmar"", ""Geography of Myanmar""]",Not mentioned.,0.0,0.0,0,5,1,3,0.25,0,3,0,"[""Ottoman Empire"", ""Rajendra Chola I"", ""Somalis"", ""Bueng Kan Province"", ""Athanasius of Alexandria""]"
MuSiQue,musique_dbec_cf_underselect_20260507,23,228,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,3,"[""Cleveland Indians"", ""Jim Wilson (first baseman)"", ""Home run""]",2,0.0,0.3333333333333333,0.6666666666666666,0,1,"[""Jim Wilson (first baseman)"", ""Home run""]",5,0.0,0.3333,0.6666666666666666,0,1,0,"[""Home run"", ""Jim Wilson (first baseman)"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]",2,1,abstain,575 feet.,0.0,0.3333333333333333,0,5,2,1,0.6666666666666666,0,3,3,"[""Jim Wilson (first baseman)"", ""Home run"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]",575 feet.,0.0,0.3333333333333333,0,5,3,0,1.0,1,3,2,"[""Jim Wilson (first baseman)"", ""Home run"", ""Cleveland Indians"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)""]",575 feet.,0.0,0.3333333333333333,0,5,2,1,0.6666666666666666,0,3,0,"[""Jim Wilson (first baseman)"", ""Home run"", ""Dan Johnson (baseball)"", ""Bill Massey (baseball)"", ""50 home run club""]"
MuSiQue,musique_dbec_cf_underselect_20260507,24,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,4,"[""Geography of Myanmar"", ""That Dam"", ""2020 AFC U-23 Championship qualification"", ""Myanmar""]",3,0.0,0.0,0.25,0,3,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries""]",5,0.0,0.0,0.25,0,3,0,"[""1998 FIFA World Cup"", ""That Dam"", ""Josip Broz Tito"", ""1986 FIFA World Cup"", ""Switzerland""]",4,2,abstain,Egypt.,0.0,0.0,0,5,1,3,0.25,0,2,2,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Switzerland"", ""1986 FIFA World Cup""]",The Mekong River.,0.0,0.0,0,5,3,1,0.75,0,2,0,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""Geography of Myanmar"", ""2020 AFC U-23 Championship qualification""]",Hosni Mubarak.,0.0,0.0,0,5,1,3,0.25,0,2,0,"[""That Dam"", ""Vajiralongkorn Dam"", ""List of transcontinental countries"", ""1998 FIFA World Cup"", ""Josip Broz Tito""]"
MuSiQue,musique_dbec_cf_underselect_20260507,25,258,Who's the son of the Italian navigator who explored the eastern coast of the continent where Christian Sánchez was born?,4,"[""Christian Sánchez (Mexican footballer)"", ""John Cabot"", ""Paula Santiago"", ""Sebastian Cabot (explorer)""]",2,1.0,1.0,0.5,0,2,"[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)""]",5,1.0,1.0,0.75,0,1,1,"[""Sebastian Cabot (explorer)"", ""John Cabot"", ""Christian Sánchez (Mexican footballer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]",4,2,bind,Sebastian Cabot.,1.0,1.0,0,5,2,2,0.5,0,3,3,"[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo"", ""Pedro Álvares Cabral""]",Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,3,2,"[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]",Sebastian Cabot.,1.0,1.0,0,5,3,1,0.75,0,3,0,"[""Christian Sánchez (Mexican footballer)"", ""Sebastian Cabot (explorer)"", ""John Cabot"", ""Pedro Álvares Cabral"", ""Eduardo Cuervo""]"
MuSiQue,musique_dbec_cf_underselect_20260507,26,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,3,"[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Chillicothe (1862)""]",2,1.0,1.0,0.3333333333333333,0,2,"[""United States Navy SEALs"", ""Rudy Boesch""]",5,1.0,1.0,0.6666666666666666,0,1,1,"[""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps"", ""United States Navy SEALs"", ""Rudy Boesch""]",3,2,abstain,"Sea, Air, and Land.",1.0,1.0,0,5,2,1,0.6666666666666666,0,3,3,"[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chillicothe (1862)"", ""United States Navy SEALs"", ""USS Chanticleer (ASR-7)""]","Sea, Air, and Land.",1.0,1.0,0,5,3,0,1.0,1,3,1,"[""United States Navy SEALs"", ""Rudy Boesch"", ""List of destroyer classes of the United States Navy"", ""USS Chillicothe (1862)"", ""United States Navy SEALs""]","Sea, Air, and Land.",1.0,1.0,0,5,2,1,0.6666666666666666,0,3,0,"[""United States Navy SEALs"", ""Rudy Boesch"", ""United States Navy SEALs"", ""USS Chillicothe (1862)"", ""United States Air Force Judge Advocate General's Corps""]"
MuSiQue,musique_dbec_cf_underselect_20260507,27,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,3,"[""Bang Bon District"", ""Ercole Manfredi"", ""The Beach (film)""]",2,0.0,0.0,0.6666666666666666,0,1,"[""Ercole Manfredi"", ""The Beach (film)""]",5,0.0,0.0,0.6666666666666666,0,1,0,"[""The Beach (film)"", ""Ercole Manfredi"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]",4,2,abstain,Thailand.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]",Thailand.,0.0,0.0,0,5,3,0,1.0,1,3,2,"[""Ercole Manfredi"", ""The Beach (film)"", ""Bang Bon District"", ""The Beach (film)"", ""Home (2012 film)""]",Thailand.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,0,"[""Ercole Manfredi"", ""The Beach (film)"", ""The Beach (film)"", ""Home (2012 film)"", ""Thailand""]"
MuSiQue,musique_dbec_cf_underselect_20260507,28,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",4,"[""The Book Thief (film)"", ""1952 Winter Olympics"", ""Military history of New Zealand during World War II"", ""The Messenger (Zusak novel)""]",3,0.0,0.0,0.25,0,3,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal""]",5,0.0,0.0,0.25,0,3,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Sarah's Key"", ""Art theft and looting during World War II"", ""Southern Europe""]",3,2,abstain,Japan.,0.0,0.0,0,5,1,3,0.25,0,2,2,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]",Michael Joseph Savage.,1.0,1.0,0,5,3,1,0.75,0,2,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Military history of New Zealand during World War II"", ""The Messenger (Zusak novel)""]",Japan.,0.0,0.0,0,5,1,3,0.25,0,2,0,"[""The Book Thief (film)"", ""The Book Thief (film)"", ""Kirsten Sødal"", ""Sarah's Key"", ""Art theft and looting during World War II""]"
MuSiQue,musique_dbec_cf_underselect_20260507,29,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",3,"[""Star Cola"", ""Ottoman Empire"", ""Myanmar""]",2,0.0,0.0,0.6666666666666666,0,1,"[""Ottoman Empire"", ""Star Cola""]",5,0.0,0.0,0.6666666666666666,0,1,0,"[""Star Cola"", ""Ottoman Empire"", ""Somalis"", ""East Timor"", ""Somalis""]",4,3,abstain,The question contains false premises and cannot be answered.,0.0,0.15384615384615385,0,5,2,1,0.6666666666666666,0,3,3,"[""Ottoman Empire"", ""Star Cola"", ""Somalis"", ""East Timor"", ""Somalis""]",Expelled.,0.0,0.0,0,5,3,0,1.0,1,3,2,"[""Ottoman Empire"", ""Star Cola"", ""Myanmar"", ""Somalis"", ""East Timor""]",The question contains false premises and cannot be answered.,0.0,0.15384615384615385,0,5,2,1,0.6666666666666666,0,3,0,"[""Ottoman Empire"", ""Star Cola"", ""Ottoman Empire"", ""Somalis"", ""East Timor""]"
MuSiQue,musique_dbec_cf_underselect_20260507,30,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,3,"[""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""USS Dour (AM-223)""]",2,1.0,1.0,0.6666666666666666,0,1,"[""United States Navy SEALs"", ""USS Dour (AM-223)""]",5,1.0,1.0,0.6666666666666666,0,1,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]",3,2,abstain,"Sea, Air, and Land.",1.0,1.0,0,5,2,1,0.6666666666666666,0,3,3,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]","Sea, Air, and Land.",1.0,1.0,0,5,3,0,1.0,1,3,2,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""List of destroyer classes of the United States Navy"", ""United States Navy SEALs"", ""Rudy Boesch""]","Sea, Air, and Land.",1.0,1.0,0,5,2,1,0.6666666666666666,0,3,0,"[""United States Navy SEALs"", ""USS Dour (AM-223)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""USS Chanticleer (ASR-7)""]"
MuSiQue,musique_dbec_cf_underselect_20260507,31,312,What other types of theater performance are seen in the city where the Yongle emperor greeted the person to whom the edict was addressed?,3,"[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",2,0.0,0.15384615384615383,0.3333333333333333,0,2,"[""Nanjing"", ""Nanjing""]",5,0.0,0.7368,1.0,1,0,2,"[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty""]",3,2,abstain,Opera and Suzhou pingtan.,0.0,0.5454545454545454,0,5,3,0,1.0,1,3,3,"[""Nanjing"", ""Nanjing"", ""Paris"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty""]",Opera and spoken theatre.,0.0,0.5454545454545454,0,5,3,0,1.0,1,3,1,"[""Nanjing"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Sino-Tibetan relations during the Ming dynasty"", ""Paris""]","Suzhou pingtan, spoken theatre, and puppet theatre.",1.0,1.0,0,5,3,0,1.0,1,3,0,"[""Nanjing"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty""]"
MuSiQue,musique_dbec_cf_underselect_20260507,32,314,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,3,"[""Alessandro Zezzos"", ""Pope John XXIII"", ""Al gran sole carico d'amore""]",2,0.0,0.6666666666666665,0.6666666666666666,0,1,"[""Pope John XXIII"", ""Al gran sole carico d'amore""]",5,0.0,0.6667,1.0,1,0,1,"[""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]",3,2,abstain,To attend the conclave in Rome.,0.0,0.6666666666666665,0,5,3,0,1.0,1,3,3,"[""Pope John XXIII"", ""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Alessandro Zezzos"", ""Umberto Mozzoni""]",To attend the conclave in Rome.,0.0,0.6666666666666665,0,5,3,0,1.0,1,3,2,"[""Pope John XXIII"", ""Al gran sole carico d'amore"", ""Alessandro Zezzos"", ""Pope John XXIII"", ""Umberto Mozzoni""]",To attend the conclave in Rome.,0.0,0.6666666666666665,0,5,3,0,1.0,1,3,0,"[""Pope John XXIII"", ""Al gran sole carico d'amore"", ""Pope John XXIII"", ""Pope John XXIII"", ""Alessandro Zezzos""]"
MuSiQue,musique_dbec_cf_underselect_20260507,33,330,In what region of the country containing Hạ Hòa is John Phan's birthplace found?,3,"[""Hạ Hòa District"", ""South Central Coast"", ""John Phan""]",2,0.0,0.0,0.6666666666666666,0,1,"[""John Phan"", ""Hạ Hòa District""]",5,1.0,1.0,1.0,1,0,1,"[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]",3,1,abstain,South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,3,"[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]",South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,2,"[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]",South Central Coast.,1.0,1.0,0,5,3,0,1.0,1,3,0,"[""John Phan"", ""Hạ Hòa District"", ""South Central Coast"", ""Museum of Cham Sculpture"", ""Khánh Hòa Province""]"
MuSiQue,musique_dbec_cf_underselect_20260507,34,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,3,"[""2014 United States Senate elections"", ""Oklahoma"", ""Standing Rules of the United States Senate""]",2,0.0,0.0,0.3333333333333333,0,2,"[""Oklahoma"", ""114th United States Congress""]",5,0.0,0.0,0.6666666666666666,0,1,1,"[""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]",2,1,abstain,2014.,0.0,0.0,0,5,2,1,0.6666666666666666,0,3,3,"[""Oklahoma"", ""114th United States Congress"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate"", ""United States House of Representatives""]",2015.,0.0,0.6666666666666666,0,5,3,0,1.0,1,3,1,"[""Oklahoma"", ""114th United States Congress"", ""2014 United States Senate elections"", ""Standing Rules of the United States Senate"", ""Party leaders of the United States Senate""]",2015.,0.0,0.6666666666666666,0,5,2,1,0.6666666666666666,0,3,0,"[""Oklahoma"", ""114th United States Congress"", ""Party leaders of the United States Senate"", ""Oklahoma"", ""Standing Rules of the United States Senate""]"
