policy,dataset,base_dataset,query_index,question,gold_title,source_best_gold_rank,best_probe_rank,rank_improvement,baseline_hit_at_3,baseline_hit_at_5,baseline_hit_at_10,baseline_hit_at_20,probe_hit_at_3,probe_hit_at_5,probe_hit_at_10,probe_hit_at_20,new_hit_at_3,new_hit_at_5,new_hit_at_10,new_hit_at_20,best_probe_score,best_probe_entity,best_probe_reason,best_requirement_id,best_requirement_subquery,best_upstream_position,best_upstream_title,best_support_span
title_only,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,19,4,15,0,0,0,1,0,1,1,1,0,1,1,0,26.25,United States Navy SEAL,title_token_overlap,s2,What is the full name of the military group that is part of the military branch that operates USS Dour?,2,United States Navy SEALs,United States Navy SEALs
title_only,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,20,4,16,0,0,0,0,0,1,1,1,0,1,1,1,85.0,United States Senate,title_substring,s2,When did the party take control of the body determining the rules of the US House and US Senate?,0,Standing Rules of the United States Senate,The Standing Rules of the United States Senate
title_only,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,73,76,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,14,1,13,0,0,0,1,1,1,1,1,1,1,1,0,100.0,Myanmar,title_exact,s2,What forced the departure from that country of the people once defied by new coinage?,1,Phoe Pyonn Cho,Phoe Pyonn Cho is a 1955 Myanmar drama film
title_only,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,30,8,22,0,0,0,0,0,0,1,1,0,0,1,1,17.5,Gupta Empire,title_token_overlap,s2,What forced the departure from that country of the people once defied by new coinage?,3,Coinage of India,"The Gupta Empire produced large numbers of gold coins depicting the Gupta kings performing various rituals, as well as silver coins clearly influenced by those of the earlier Western Satraps by Chandragupta II."
title_only,MuSiQue,musique,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",Scion xD,6,16,-10,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,400,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",United States Army,32,1,31,0,0,0,0,1,1,1,1,1,1,1,1,17.5,Yugoslav army,title_token_overlap,s2,Which country was invaded by Ivo Werner's country?,1,Josip Broz Tito,"In April 1969, Tito removed generals Ivan Gošnjak and Rade Hamović in the aftermath of the invasion of Czechoslovakia due to the unpreparedness of the Yugoslav army to respond to a similar invasion of Yugoslavia."
title_only,MuSiQue,musique,402,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,Liza and David,33,24,9,0,0,0,0,0,0,0,0,0,0,0,0,17.5,David Gest,title_token_overlap,s3,Who is the wife of that producer?,0,Michael Jackson: The Life of an Icon,"Michael Jackson: The Life of an Icon is a documentary film about pop singer Michael Jackson produced by his friend, David Gest."
title_only,MuSiQue,musique,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",List of best-selling automobiles,12,21,-9,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Back of My Mind,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Warner Records,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",Reformation,4,13,-9,0,1,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,New York Yankees,39,51,-12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,World Series,6,24,-18,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,Cleveland Indians,51,56,-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,2020 AFC U-23 Championship qualification,9,14,-5,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,Geography of Myanmar,11,4,7,0,0,0,1,0,1,1,1,0,1,1,0,85.0,Myanmar,title_substring,s2,In what year did the country host the ASEAN Conference?,4,Myanmar,"Myanmar has been a member of ASEAN since 1997. Though it gave up its turn to hold the ASEAN chair and host the ASEAN Summit in 2006, it chaired the forum and hosted the summit in 2014."
title_only,MuSiQue,musique,502,Who is the owner of the record label that the performer of Better Than Me is signed with?,Warner Records,31,2,29,0,0,0,0,1,1,1,1,1,1,1,1,11.666666666666666,Warner Bros. Record,title_token_overlap,s2,Which record label is the performer of Better Than Me signed with?,1,Terry Dexter (album),"released July 13, 1999 via Warner Bros. Records"
title_only,MuSiQue,musique,565,When did the headquarters city of Kentucky Tavern's manufacturer elect its first black mayor?,Sazerac,7,16,-9,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,568,What is the name of the castle in the city where the performer of We Sweat Blood formed?,Casa Loma,68,70,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,573,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,Vladimir Rapoport,23,30,-7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,2020 AFC U-23 Championship qualification,76,80,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,646,For what major conflict is the country on the natural boundary between the country that hosted the tournament and the country where A Don is from known?,Myanmar,79,83,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Anti-aircraft warfare,10,18,-8,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,647,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,Jews,79,80,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Randolph County, Illinois",27,8,19,0,0,0,0,0,0,1,1,0,0,1,1,14.0,"Jackson Township, Randolph County, Indiana",title_token_overlap,s2,When was the town WIZE is licensed in established as the capital of the state?,9,"Jackson Township, Randolph County, Indiana","Jackson Township, Randolph County, Indiana"
title_only,MuSiQue,musique,666,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,"Springfield, Illinois",24,5,19,0,0,0,0,0,0,1,1,0,0,1,1,17.5,"Springfield, Ohio",title_token_overlap,s2,When was the town WIZE is licensed in established as the capital of the state?,0,WIZE,"WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."
title_only,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,California Gold Rush,10,3,7,0,0,0,1,0,1,1,1,0,1,1,0,85.0,California,title_substring,s3,Who went to that state during the gold rush?,0,Atwell Mill Grove,Atwell Mill Grove is a giant sequoia grove in the east fork of the Kaweah watershed area in California.
title_only,MuSiQue,musique,668,What shares a border with the city where someone worked who went to the state where Atwell Mill Grove is located during the gold rush?,"History of Sacramento, California",73,8,65,0,0,0,0,0,0,1,1,0,0,1,1,85.0,California,title_substring,s3,Who went to that state during the gold rush?,0,Atwell Mill Grove,Atwell Mill Grove is a giant sequoia grove in the east fork of the Kaweah watershed area in California.
title_only,MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,Jerome Quinn,76,78,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,690,What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?,John C. Petersen,69,71,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,697,What country had the Border Troops of the republic known for the literature of the country of citizenship of Ilona Richter?,Heinz-Josef Große,21,24,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Geography of Saudi Arabia,72,75,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,704,When was the region that lies to the north of the region Israel is located and where the Battle of Qurah and Umm al Maradim is took place established?,Saudi Arabia,58,62,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Paula Santiago,23,26,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,759,Whose father was a navigator who explored the east coast of the continental region where Sergio Villanueva would later be born?,Sebastian Cabot (explorer),7,11,-4,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Randolph County, Illinois",31,35,-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,769,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,"Springfield, Illinois",28,6,22,0,0,0,0,0,0,1,1,0,0,1,1,17.5,"Springfield, Ohio",title_token_overlap,s2,When did the town WIZE is licensed in become the capital of that state?,0,WIZE,"WIZE (1340 AM) — branded WIZE AM 1340 — is a commercial radio station in Springfield, Ohio owned by iHeartMedia, Inc. as part of their Dayton cluster."
title_only,MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Geography of Myanmar,27,29,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,774,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,Myanmar,6,10,-4,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,803,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,South Central Coast,5,13,-8,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Jerome Quinn,5,26,-21,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,810,What is the capital of the county that shares a border with the county where the band Tenement was formed?,Pulaski High School,17,32,-15,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,815,"Who was a prominent figure at the radio division of the broadcasting company that created the version of The Biggest Loser: The Final Chance, set in the country containing Labu?",Adult contemporary music,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,Casa Loma,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,South Central Coast,5,22,-17,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",César Gabriel de Choiseul,33,34,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",Scion (automobile),5,14,-9,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,Minneapolis,22,31,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,New York Yankees,19,10,9,0,0,0,1,0,0,0,1,0,0,0,0,85.0,New York Yankee,title_substring,s3,Which league does that team belong to?,4,World Series,Most titles New York Yankees (27)
title_only,MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Reformation,8,18,-10,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,943,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,South Central Coast,5,19,-14,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Casa Loma,71,20,51,0,0,0,0,0,0,0,0,0,0,0,0,7.0,Casa Natal del General Santander,title_token_overlap,s2,What is the place of birth of that performer?,62,Casa Natal del General Santander,"Casa Natal del General Santander (lit., ""Birth house of General Santander"") is the birthplace of the Colombian General Francisco de Paula Santander"
title_only,MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Gavin Bradley,45,53,-8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,954,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,Adult contemporary music,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
title_only,MuSiQue,musique,979,When did the city where the manufacturer of Ten High is headquartered elect its first black mayor?,Sazerac,23,7,16,0,0,0,0,0,0,1,1,0,0,1,1,17.5,Sazerac Company,title_token_overlap,s2,Where is the headquarters of that manufacturer located?,0,Ten High,now produced by the Barton Brands division of the Sazerac Company
title_only,MuSiQue,musique,997,"When did the maker of Acura Legend, the manufacturer of Lexus RX and Nissan open US assembly plants?",Shigeyuki Hori,16,21,-5,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,Paula Santiago,18,21,-3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,Imperialism,7,7,0,0,0,1,1,0,0,1,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,New York Yankees,51,58,-7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,World Series,58,65,-7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Geography of Saudi Arabia,27,21,6,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333333333,Kingdom of Saudi Arabia,entity_title_tokens,s4,When was the region identified in s2 established?,78,History of Saudi Arabia,"the Al Saud leader, Abdulaziz, carried out a series of wars of conquest which resulted in his establishing the Kingdom of Saudi Arabia in 1930."
demand_entity_title,MuSiQue,musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,Saudi Arabia,75,22,53,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333333333,Kingdom of Saudi Arabia,entity_title_tokens,s4,When was the region identified in s2 established?,78,History of Saudi Arabia,"the Al Saud leader, Abdulaziz, carried out a series of wars of conquest which resulted in his establishing the Kingdom of Saudi Arabia in 1930."
demand_entity_title,MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Reformation,5,9,-4,0,0,1,1,0,0,1,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),27,28,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,69,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,"Tucson, Arizona",94,95,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,74,What is the direction of flow of the body of water by the city where Write This Down was formed?,Mississippi River,50,51,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,87,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1952 Winter Olympics,81,82,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,87,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,The Messenger (Zusak novel),15,23,-8,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,90,Where is the headquarters of Radio Television of this country that has a co-official language that is the same as the language of Olivera Markovic?,Media in Pristina,28,30,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,91,What county has a city that is adjacent to the capital city of Erskine College's state?,"Charleston, South Carolina",10,4,6,0,0,0,1,0,1,1,1,0,1,1,0,70.0,South Carolina,entity_title_phrase,s2,What is the capital city of that state?,0,Erskine College,"Erskine College is a private Christian college in Due West, South Carolina, United States."
demand_entity_title,MuSiQue,musique,91,What county has a city that is adjacent to the capital city of Erskine College's state?,WWNQ,26,38,-12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,117,Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,Paula Santiago,15,19,-4,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,118,What is the deepest part of the ocean by the state where Main Street Station is located?,"Newport News, Virginia",96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,Canonization of Pope John XXIII and Pope John Paul II,14,4,10,0,0,0,1,0,1,1,1,0,1,1,0,70.0,Pope John XXIII,entity_title_phrase,s2,Where did the author of Princeps Pastorum die?,0,Princeps pastorum,promulgated by Pope John XXIII on 28 November 1959
demand_entity_title,MuSiQue,musique,213,When did the place where the author of Princeps Pastorum died become its own country?,Vatican City,20,22,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,228,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,Cleveland Indians,23,36,-13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,2020 AFC U-23 Championship qualification,71,73,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Geography of Myanmar,29,35,-6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,237,Who was in charge in the country that is the natural boundary between the country that hosted the tournament and the country where That Dam is located?,Myanmar,77,79,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,259,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,List of destroyer classes of the United States Navy,16,14,2,0,0,0,1,0,0,0,1,0,0,0,0,25.0,Navy SEAL,entity_title_tokens,s3,What does SEAL stand for in that military group?,1,United States Navy SEALs,"The United States Navy's ``Sea, Air, and Land ''Teams, commonly abbreviated as the Navy SEALs"
demand_entity_title,MuSiQue,musique,261,Where was the film The Beach filmed in the country where Ercole Manfredi died?,Bang Bon District,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",Military history of New Zealand during World War II,9,11,-2,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,269,"During WW2, who was the leader of the country near the country of citizenship of the writer of The Book Thief?",The Messenger (Zusak novel),11,13,-2,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,281,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Star Cola is produced?",Myanmar,83,6,77,0,0,0,0,0,0,1,1,0,0,1,1,70.0,Myanmar,entity_title_phrase,s2,Which people were expelled from the country where Star Cola is produced?,1,Star Cola,Star Cola is a cola drink produced in Myanmar.
demand_entity_title,MuSiQue,musique,302,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,List of destroyer classes of the United States Navy,19,40,-21,0,0,0,1,0,0,0,0,0,0,0,0,37.5,United States Navy SEAL,entity_title_tokens,s2,What is the full name of the military group that is part of the military branch that operates USS Dour?,2,United States Navy SEALs,United States Navy SEALs
demand_entity_title,MuSiQue,musique,346,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,2014 United States Senate elections,20,4,16,0,0,0,0,0,1,1,1,0,1,1,1,86.25,United States Senate,demand_entity_title_phrase,s2,When did the party take control of the body determining the rules of the US House and US Senate?,0,Standing Rules of the United States Senate,The Standing Rules of the United States Senate
demand_entity_title,MuSiQue,musique,358,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",North Carolina,73,76,-3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,373,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Paula Santiago,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Myanmar,14,2,12,0,0,0,1,1,1,1,1,1,1,1,0,70.0,Myanmar,entity_title_phrase,s2,What forced the departure from that country of the people once defied by new coinage?,1,Phoe Pyonn Cho,Phoe Pyonn Cho is a 1955 Myanmar drama film
demand_entity_title,MuSiQue,musique,375,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Ottoman Empire,30,8,22,0,0,0,0,0,0,1,1,0,0,1,1,25.0,Gupta Empire,entity_title_tokens,s2,What forced the departure from that country of the people once defied by new coinage?,3,Coinage of India,"The Gupta Empire produced large numbers of gold coins depicting the Gupta kings performing various rituals, as well as silver coins clearly influenced by those of the earlier Western Satraps by Chandragupta II."
demand_entity_title,MuSiQue,musique,379,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",Scion xD,6,16,-10,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,400,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",United States Army,32,1,31,0,0,0,0,1,1,1,1,1,1,1,1,25.0,Yugoslav army,entity_title_tokens,s2,Which country was invaded by Ivo Werner's country?,1,Josip Broz Tito,"In April 1969, Tito removed generals Ivan Gošnjak and Rade Hamović in the aftermath of the invasion of Czechoslovakia due to the unpreparedness of the Yugoslav army to respond to a similar invasion of Yugoslavia."
demand_entity_title,MuSiQue,musique,402,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,Liza and David,33,24,9,0,0,0,0,0,0,0,0,0,0,0,0,25.0,David Gest,entity_title_tokens,s3,Who is the wife of that producer?,0,Michael Jackson: The Life of an Icon,"Michael Jackson: The Life of an Icon is a documentary film about pop singer Michael Jackson produced by his friend, David Gest."
demand_entity_title,MuSiQue,musique,413,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",List of best-selling automobiles,12,21,-9,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Back of My Mind,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,441,Who owns the record label of the Every Turn of the World performer?,Warner Records,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,453,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",Reformation,4,13,-9,0,1,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,New York Yankees,39,51,-12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,492,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,World Series,6,24,-18,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,493,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,Cleveland Indians,51,56,-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,2020 AFC U-23 Championship qualification,9,14,-5,0,0,1,1,0,0,0,1,0,0,0,0,0.0,,,,,-1,,
demand_entity_title,MuSiQue,musique,495,What year did the country that is the natural boundary between where the tournament was hosted and where A Don is located host the ASEAN Conference?,Geography of Myanmar,11,1,10,0,0,0,1,1,1,1,1,1,1,1,0,70.0,Myanmar,entity_title_phrase,s2,In what year did the country host the ASEAN Conference?,4,Myanmar,"Myanmar has been a member of ASEAN since 1997. Though it gave up its turn to hold the ASEAN chair and host the ASEAN Summit in 2006, it chaired the forum and hosted the summit in 2014."
