dataset,query_index,gold_doc_count,missing_doc_id,missing_title,candidate_rank,rank_bucket,query_f1,query_em,failure_bucket,question,selected_non_gold_titles
musique,318,4,2078,World Series,9,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,"What is the longest win streak, in the history of the league, that includes the team with the most titles, from the event preceding the awarding of the MLB MVP?",2016 NBA Summer League || List of Major League Baseball longest winning streaks || Winning streak
musique,319,2,4854,How I Met Your Mother,12,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,Who does the narrator on How I Met Your Mother end up with?,The Mother (How I Met Your Mother) || The Mother (How I Met Your Mother) || How I Met Your Mother || The Mother (How I Met Your Mother)
musique,323,3,1627,1973 oil crisis,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",List of Formula One World Drivers' Champions || Hunting || Scion Fuse || Toyota
musique,323,3,4906,1967 Italian Grand Prix,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",List of Formula One World Drivers' Champions || Hunting || Scion Fuse || Toyota
musique,325,2,4925,Brooklyn College,197,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,What company is the employer of Marie Rutkoski part of?,New York City || Marvel Comics || Princess Marie of Saxe-Weimar-Eisenach (1808–1877) || Nicholas J. Belkin
musique,326,2,4678,Five Days from Home,25,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the spouse of the actor who played Zeb in How the West was Won?,James Remar || List of show business families || Jerry O'Connell || List of How I Met Your Mother characters
musique,327,3,4956,Growing Up American,8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Wild Women || David Wallechinsky || Jack London
musique,331,2,4226,University of Miami,24,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What is the enrollment where the first debate between Kerry and Bush took place?,2004 United States presidential election || 2004 United States presidential election || List of United States public university campuses by enrollment || Yale University
musique,334,4,124,Minneapolis,136,rank101_200,0.4,0.0,candidate200_incomplete_top5_partial,What treaty ceded territory to the US extending west to the body of water by the city where the designer of Southeast Library died?,Adams–Onís Treaty || Mexican Cession || Mexican Cession
musique,334,4,5064,Military history of the United States,,missing_200,0.4,0.0,candidate200_incomplete_top5_partial,What treaty ceded territory to the US extending west to the body of water by the city where the designer of Southeast Library died?,Adams–Onís Treaty || Mexican Cession || Mexican Cession
musique,336,4,5086,Rio Linda High School,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What shares a border with the city where the person who went to the state where most billionaires in America live during the gold rush works?,Twenty-second Amendment to the United States Constitution || Klondike Gold Rush || The World's Billionaires
musique,336,4,5095,"History of Sacramento, California",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What shares a border with the city where the person who went to the state where most billionaires in America live during the gold rush works?,Twenty-second Amendment to the United States Constitution || Klondike Gold Rush || The World's Billionaires
musique,337,2,673,Jessie Woodrow Wilson Sayre,,missing_200,0.6667,0.0,candidate200_incomplete_top5_partial,Who is the child of the first person who gave in person state of the union?,Mexico City || State of the Union || Response to the State of the Union address || Martin Van Buren
musique,338,3,5120,Nanjing,6,rank6_10,0.5,0.0,candidate200_complete_top5_incomplete,What was the overwhelming ethnic majority in the city where the Yongle emperor greeted the person to whom the edict was addressed?,Sino-Tibetan relations during the Ming dynasty || Sino-Tibetan relations during the Ming dynasty || Sino-Tibetan relations during the Ming dynasty
musique,339,3,3144,Super Nintendo Entertainment System,10,rank6_10,0.1111,0.0,candidate200_complete_top5_incomplete,What were the Genesis's advantages over the console whose three letter abbreviation stood for the full console name and also featured the game Yoshi?,Super Nintendo Entertainment System || Sega Genesis || Super Mario Bros. 3
musique,341,3,3539,Cleveland Indians,87,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,Cleveland Bulldogs || List of Major League Baseball All-Star Games || Exhibition game
musique,343,3,2973,Nintendo Entertainment System,9,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What was Nintendo's limit on games per developer per year on the platform that plays Drac's Night Out?,Nintendo Entertainment System || Nintendo Entertainment System || Super Mario Bros. 2
musique,344,3,990,Aaron Spelling,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,What is the average yearly income for a person of the same nationality as the creator of MacGruder and Loud?,Super Bowl || Income in the United Kingdom || Construction
musique,345,2,5199,Malko Tarnovo Municipality,17,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Turhan Tezol || Suat Hayri Ürgüplü || Hayrat || Mehmet Çetingöz
musique,349,2,5252,Russian Soviet Federative Socialist Republic,22,rank21_50,0.6667,0.0,candidate200_complete_top5_incomplete,Who was the first president in the country where the Kamchatka Peninsula is located?,Crimean War || 1939 German ultimatum to Lithuania || Russian Soviet Federative Socialist Republic || Russian Far East
musique,353,3,273,The Martyrdom of Saint Lawrence (Titian),11,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Why did Roncalli leave the place where Violante's painter died?,Balbi Holy Conversation || Pope John XXIII || Rondanini Pietà
musique,354,2,5332,Murder in Texas,30,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,Grace and Frankie || An American Girl: Grace Stirs Up Success || Jerry O'Connell || Derek Kelly
musique,355,4,5346,Suga Mama,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,"Saint Paul, Minnesota || History of Georgia (U.S. state) || Tallahassee, Florida"
musique,355,4,5349,"History of Austin, Texas",112,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,"Saint Paul, Minnesota || History of Georgia (U.S. state) || Tallahassee, Florida"
musique,357,2,5393,Hey Jude,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,What song did Paul McCartney write for the person who performed Too Late for Goodbyes?,The Fox and the Hound || Freedom (Paul McCartney song) || Mama's Little Girl || The Girl Is Mine
musique,358,3,3777,North Carolina,16,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,"What is the average daytime temperature in the region where Richmond is found, in the state where WGCK-FM is located?",WKHK || WFFG-FM || KVCK (AM)
musique,362,4,217,Ottoman Empire,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?,Thailand || Thailand || Somalis || Djibouti
musique,362,4,235,Geography of Myanmar,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?,Thailand || Thailand || Somalis || Djibouti
musique,362,4,225,Myanmar,57,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?,Thailand || Thailand || Somalis || Djibouti
musique,363,4,1031,Saudi Arabia,13,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,When was the country established that lies immediately north of the Persian Gulf and the region where the country containing Urim is located?,Ur || Israel || Iran || Arabian Peninsula
musique,363,4,1743,Israel,16,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,When was the country established that lies immediately north of the Persian Gulf and the region where the country containing Urim is located?,Ur || Israel || Iran || Arabian Peninsula
musique,363,4,5438,Joe Flexer,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When was the country established that lies immediately north of the Persian Gulf and the region where the country containing Urim is located?,Ur || Israel || Iran || Arabian Peninsula
musique,364,2,5444,Sports in the New York metropolitan area,22,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Which professional sports team would you not see play a home game where Jim Foster came up with the idea for arena football?,"Carlos Huerta || Arena Football League || New Haven, Connecticut || Arena Football League"
musique,366,3,5462,Pure BS,44,rank21_50,0.4,0.0,candidate200_complete_top5_incomplete,What record label does the spouse of the performer of Somethin' Bad belong to?,2 Chainz discography || BNA Records || Sonny & Cher
musique,370,3,2659,Sazerac,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,When did the city that headquarters the manufacturer of McAfee's benchmark elect its first black Mayor?,Kentucky Tavern || Detroit || McAfee
musique,371,2,5538,Julian Lennon,17,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,What song did Paul McCartney write for Sean Lennon's siblings?,Into the Sun (Sean Lennon album) || Freedom (Paul McCartney song) || Imagine (John Lennon song) || Lennon–McCartney
musique,372,4,235,Geography of Myanmar,23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Ban Pakpo is found?,Powder keg of Europe || Somalis || Somalis
musique,372,4,225,Myanmar,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where Ban Pakpo is found?,Powder keg of Europe || Somalis || Somalis
musique,373,4,5544,Francisco H. Vázquez,11,rank11_20,1.0,1.0,candidate200_incomplete_top5_partial,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Exploration of North America || Pedro Álvares Cabral || Francisco de Eliza
musique,373,4,474,Paula Santiago,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Exploration of North America || Pedro Álvares Cabral || Francisco de Eliza
musique,374,3,4094,Bang Bon District,30,rank21_50,0.4,0.0,candidate200_complete_top5_incomplete,What does the U.S. believe caused the country Beatrice Heuser was born to help Japan?,Thailand || United States in the Korean War || Events leading to the attack on Pearl Harbor
musique,375,3,217,Ottoman Empire,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Steven Spielberg || Coinage of India || Hellenistic period || Roman Republic
musique,375,3,225,Myanmar,6,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,Steven Spielberg || Coinage of India || Hellenistic period || Roman Republic
musique,381,3,5627,The Jacksons: An American Dream,159,rank101_200,0.0,0.0,candidate200_complete_top5_incomplete,who played who sang is she really going out with him in the who sang she's out of my life movie?,"Streets of Fire || She's a Woman || You're a Mean One, Mr. Grinch"
musique,382,3,5655,Suez Canal,24,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Which city of the sea linked to another sea that Theodoric was trying to gain access to by attacking Narbo Martius was the main port of Axum?,Iran || Red Sea || Palermo
musique,383,3,2598,Warner Records,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the owner of the record label of the guitarist who performed on the Top Gun theme?,Guitar Moods || Ah Via Musicom || Smokey and the Bandit || Miami Vice Theme
musique,383,3,5668,Atomic Playboys,8,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,Who is the owner of the record label of the guitarist who performed on the Top Gun theme?,Guitar Moods || Ah Via Musicom || Smokey and the Bandit || Miami Vice Theme
musique,385,3,5680,Roman Republic,11,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Who sent naval ships to the body of water that joins the Atlantic and the sea where the Rhine ends?,Rhine || Rhine || Rhine
musique,388,4,1465,"Tucson, Arizona",8,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What was the population in 1900 of the second largest city in the US state having the Library District of the county containing Yuma?,"Central Library (Kansas City, Missouri) || United States"
musique,390,4,2291,Josip Broz Tito,54,rank51_100,0.5,0.0,candidate200_complete_top5_incomplete,"A country's military branch, the equivalent of which in the US helped the Old West's local police, was unprepared for the invasion of the country that developed the ZH-29. The unprepared country was the only communist country to have an embassy where?",Warsaw Pact || Embassy of Canada in Moscow
musique,391,3,1875,Sony Music,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"What UK label was bought by the company which, along with ABC and the network which broadcasted The Chisholms, is the other major broadcaster based in NY?",Scratchie Records || Sony Music || New York Giants Radio Network
musique,393,3,3517,Maine,69,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,What's the population of the largest state in the region of the U.S. where trading practices were once threatened by the Navigation Acts?,Mississippi || List of U.S. states by the number of billionaires || List of U.S. states by Hispanic and Latino population
musique,394,2,3199,Middle Ages,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,"The volcano, named after the legendary King featured in Historia Regum Britanniae, last erupted when?",Cherin || Great Britain || Eldol || King Arthur || Peredurus
musique,394,2,5789,Arthur's Seat,10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"The volcano, named after the legendary King featured in Historia Regum Britanniae, last erupted when?",Cherin || Great Britain || Eldol || King Arthur || Peredurus
musique,395,3,4094,Bang Bon District,78,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,What year did the country that includes the birth city of Bodindecha form an alliance with Japan?,Vat Yotkeo || Pacific War || Thailand
musique,396,4,2291,Josip Broz Tito,58,rank51_100,0.5,0.0,candidate200_incomplete_top5_partial,The military group of which the Air Defense Artillery is a branch was unprepared for the invasion of the territory the Nazis occupied. The country of this group was the only communist country to have an embassy where?,Anti-aircraft warfare || Anti-aircraft warfare || Warsaw Pact || Korean War
musique,396,4,2298,1939 German ultimatum to Lithuania,,missing_200,0.5,0.0,candidate200_incomplete_top5_partial,The military group of which the Air Defense Artillery is a branch was unprepared for the invasion of the territory the Nazis occupied. The country of this group was the only communist country to have an embassy where?,Anti-aircraft warfare || Anti-aircraft warfare || Warsaw Pact || Korean War
musique,396,4,2302,United States Army,21,rank21_50,0.5,0.0,candidate200_incomplete_top5_partial,The military group of which the Air Defense Artillery is a branch was unprepared for the invasion of the territory the Nazis occupied. The country of this group was the only communist country to have an embassy where?,Anti-aircraft warfare || Anti-aircraft warfare || Warsaw Pact || Korean War
musique,399,3,913,114th United States Congress,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,When did the party that holds the majority in the House of Representatives take control of the branch that gives regulators discretion to prohibit proprietary trades?,2010 United States House of Representatives elections || Party leaders of the United States Senate || Party leaders of the United States House of Representatives || Party leaders of the United States House of Representatives
musique,399,3,911,2014 United States Senate elections,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the party that holds the majority in the House of Representatives take control of the branch that gives regulators discretion to prohibit proprietary trades?,2010 United States House of Representatives elections || Party leaders of the United States Senate || Party leaders of the United States House of Representatives || Party leaders of the United States House of Representatives
musique,400,4,2291,Josip Broz Tito,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",Anti-aircraft warfare || Anti-aircraft warfare || Anti-aircraft warfare
musique,400,4,2302,United States Army,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?",Anti-aircraft warfare || Anti-aircraft warfare || Anti-aircraft warfare
musique,401,2,4289,"Ocala, Florida",23,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where is New Perry's place of death found in Florida?,Banana production in the United States || Robert Perew || Perdido River || Vestal Goodman
musique,402,3,5859,Liza and David,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the wife of the man who produced the documentary of the pop star who influenced Beyonce?,The Wiz (film) || Beyoncé || Beyoncé
musique,403,4,146,Sony Music,173,rank101_200,0.0,0.0,candidate200_incomplete_top5_partial,What day is the Feast held in the city where the headquarters of the only group larger than Långa nätter's record label is located?,Dedication of Saints Peter and Paul || Catholic Church in Lesotho || Burning Heart Records || Roxy Recordings
musique,403,4,148,The Right Stuff Records,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What day is the Feast held in the city where the headquarters of the only group larger than Långa nätter's record label is located?,Dedication of Saints Peter and Paul || Catholic Church in Lesotho || Burning Heart Records || Roxy Recordings
musique,403,4,158,"Santa Monica, California",,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What day is the Feast held in the city where the headquarters of the only group larger than Långa nätter's record label is located?,Dedication of Saints Peter and Paul || Catholic Church in Lesotho || Burning Heart Records || Roxy Recordings
musique,404,3,124,Minneapolis,154,rank101_200,0.5714,0.0,candidate200_complete_top5_incomplete,What treaty ceded territory to the US extending west to the body of water by the city where Write This Down was formed?,Mexican Cession || Mexican Cession || Treaty of Guadalupe Hidalgo || Adams–Onís Treaty
musique,404,3,5064,Military history of the United States,11,rank11_20,0.5714,0.0,candidate200_complete_top5_incomplete,What treaty ceded territory to the US extending west to the body of water by the city where Write This Down was formed?,Mexican Cession || Mexican Cession || Treaty of Guadalupe Hidalgo || Adams–Onís Treaty
musique,405,3,911,2014 United States Senate elections,11,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When did the party that hold the majority in the House of Reps take control of the branch that approves members of the American cabinet?,Party leaders of the United States House of Representatives || 1946 United States House of Representatives elections || 44th United States Congress
musique,410,3,5940,History of Israel,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,"When were the American colonies lost by the country that owned the region that secured southern Lebanon in 1978, before it achieved country status?",History of the United States || United Nations Security Council Resolution 1223 || Military history of the United States
musique,411,2,5972,Pulse (1988 film),,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the brother of the Melissa and Joey Theme Song singer?,Melissa & Joey || Jason Paige || Theme from The Greatest American Hero (Believe It or Not) || Ricky Wilde
musique,412,2,5982,Matthieu Chedid,8,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,Who is the father of the Labo M performer?,Louis Chedid || Lina Medina || Stig Olin || Josh LaBove
musique,413,3,6000,List of best-selling automobiles,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",Infiniti J30 || Acura RL || Acura RL
musique,414,3,286,St. Peter's Basilica,12,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,When did the Governor of the city where the Basilica named after the saint holding the knife in the Last Supper is located in end?,Ecce Ancilla Domini || Last Supper (del Castagno) || The Feast in the House of Levi
musique,417,2,6048,Criticism of Christianity,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,Who is the guy defending this stuff from the book from which by the skin of your teeth originated?,Bible || Second Skin (adventure book) || Indra's Net (book) || Book of Enoch
musique,418,3,4784,Alessandro Zezzos,13,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,How many times did plague occur in Al gran sole carico d'amore's composer's work location?,Modern history || Black Death || Black Death
musique,420,4,6074,Alma mater,8,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,When did the town WLUJ is licensed in become capitol of the state in which a statue of a Latin mother goddess is located?,WRBJ-FM || WKDM
musique,421,4,1099,Reformation,95,rank51_100,0.0,0.0,candidate200_incomplete_top5_partial,"In New Zealand, 12.6% of Christians belong to a church that is also active in Lesotho. What movement was led by a man who challenged this church?",Eswatini || Marshall Islands || Protestantism
musique,421,4,6079,Peter Agricola,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,"In New Zealand, 12.6% of Christians belong to a church that is also active in Lesotho. What movement was led by a man who challenged this church?",Eswatini || Marshall Islands || Protestantism
musique,423,3,6120,Ali,64,rank51_100,1.0,1.0,candidate200_complete_top5_incomplete,Who was the spouse of the first convert to the faith that is the most common religion in Lebanon?,God || Ali || Umayyad Caliphate
musique,426,4,146,Sony Music,,missing_200,1.0,1.0,candidate200_incomplete_top5_partial,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than Långa nätter's record label is located?,Burning Heart Records || Seattle
musique,429,3,537,Korean War,8,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where did the arguer that Kirill Eskov's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,Russian Far East || Korean War || Korean War || Korean War
musique,429,3,550,Imperialism,6,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Where did the arguer that Kirill Eskov's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,Russian Far East || Korean War || Korean War || Korean War
musique,433,2,6249,Jason Keng-Kwin Chan,21,rank21_50,0.2,0.0,candidate200_complete_top5_incomplete,What institute did the actor playing the voice of John Smith in Pocahontas attend?,Pocahontas (1995 film) || Pocahontas (1995 film) || Ryan Molloy || Will Smith
musique,434,3,5627,The Jacksons: An American Dream,64,rank51_100,0.0,0.0,candidate200_complete_top5_incomplete,Who played who sang is she really going out with him in the performer of Anthology movie?,Let It Bleed || Anna (Go to Him) || Remember When: The Anthology
musique,436,2,6301,President of the International Olympic Committee,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the president of the group Kim Un-yong is a member of?,Kim Jong-un || Kim Yong-ju || Kim Yong-sun || Ko Yong-hui
musique,438,3,6329,Dissolution of the Soviet Union,11,rank11_20,1.0,1.0,candidate200_complete_top5_incomplete,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,Steven Spielberg || Steven Spielberg || Josip Broz Tito
musique,439,2,6344,David Profumo,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Who was married to the star of No Escape?,Enoch Arden law || Escape from L.A. || List of show business families || Private Hell 36
musique,440,3,1061,"Orlando furioso (Vivaldi, 1714)",31,rank21_50,1.0,1.0,candidate200_complete_top5_incomplete,What is the name of the famous bridge in the city where the composer of La costanza trionfante degl'amori e de gl'odii was born?,Antonio Vivaldi || Bridge of Sighs || La fida ninfa
musique,441,3,2598,Warner Records,111,rank101_200,0.6667,0.0,candidate200_complete_top5_incomplete,Who owns the record label of the Every Turn of the World performer?,Turn Me On (Mark Dinning song) || Roxy Recordings || American Idol
musique,442,4,6374,Pulaski High School,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,WIRR || KQSC || KANU (FM) || KPBD
musique,442,4,6378,Jerome Quinn,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,WIRR || KQSC || KANU (FM) || KPBD
musique,442,4,6379,John C. Petersen,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,WIRR || KQSC || KANU (FM) || KPBD
musique,445,2,6416,Great Grape,21,rank21_50,0.5,0.0,candidate200_complete_top5_incomplete,What record label did the performer of The Place and the Time belong to?,"Roxy Recordings || Sony Music || The First Time Ever I Saw Your Face || Take Me Home, Country Roads"
musique,446,2,6426,Yeh Raaste Hain Pyaar Ke,10,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,What film features Anil Devgan's sibling?,Parched || Jab Pyaar Kisise Hota Hai || Anil B. Divan || Dil Kya Kare
musique,447,3,911,2014 United States Senate elections,7,rank6_10,0.6667,0.0,candidate200_complete_top5_incomplete,When did the party Harlan and Stewart were affiliated with gain control of the body which determines rules of the US House and US Senate?,Dwight D. Eisenhower || Party leaders of the United States House of Representatives || 114th United States Congress
musique,452,2,4792,The Hateful Eight,50,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,The actor who plays copper in Fox and the Hound is a character in which film?,The Fox and the Hound || The Fox and the Hound || Br'er Fox and Br'er Bear || Charlie Chan in Shanghai
musique,453,4,1100,Wittenberg (district),27,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,"The German priest, who wanted Joseph Strickland's religious denomination to reform, preached a sermon on Marian devotion soon before his death in what German state?",Johannes Tauler || Bernhard Lichtenberg
musique,459,2,6554,Marty McFly,8,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,Who play's Marty's girlfriend in back to the future?,Back to the Future || Back to the Future Part II || Claudia Wells || List of Back to the Future characters
musique,460,2,6301,President of the International Olympic Committee,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,Arthur Marryatt is a member of a sports association that has who as president?,Handball || David Will || Ali Umar || Erik von Frenckell
musique,461,4,1534,The Messenger (Zusak novel),107,rank101_200,0.0,0.0,candidate200_incomplete_top5_partial,Where was Popper's academic appointment in the country near the country of citizenship of the person who wrote The Book Thief?,Karl Popper || Karl Popper || Karl Popper || The Book Thief (film)
musique,461,4,1538,The Book Thief (film),6,rank6_10,0.0,0.0,candidate200_incomplete_top5_partial,Where was Popper's academic appointment in the country near the country of citizenship of the person who wrote The Book Thief?,Karl Popper || Karl Popper || Karl Popper || The Book Thief (film)
musique,461,4,1531,1952 Winter Olympics,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Where was Popper's academic appointment in the country near the country of citizenship of the person who wrote The Book Thief?,Karl Popper || Karl Popper || Karl Popper || The Book Thief (film)
musique,465,2,6632,Passion Pictures,21,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,What award did the author of The Red Tree receive?,Red Ochre Award || Nobel Prize in Literature || Penelope Tree || Varjak Paw
musique,466,2,5891,Plymouth Notch Cemetery,27,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,Where was the president born on the fourth of July born?,United States || Natural-born-citizen clause || Martin Van Buren || Mitt Romney
musique,468,2,6688,Myxophaga,7,rank6_10,1.0,1.0,candidate200_complete_top5_incomplete,What taxa is Ommatidae part of?,Australia || Glomeridae || Taxonomy (biology) || Hominidae
musique,470,4,6709,Sino-Tibetan relations during the Ming dynasty,7,rank6_10,0.0,0.0,candidate200_complete_top5_incomplete,How long was the place where the Yongle Emperor greeted who the Ming court thought representatives were sent by the capitol of the city in which Guangling District is located?,Nanjing || Sino-Tibetan relations during the Ming dynasty || Sino-Tibetan relations during the Ming dynasty
musique,470,4,1125,Nanjing,30,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,How long was the place where the Yongle Emperor greeted who the Ming court thought representatives were sent by the capitol of the city in which Guangling District is located?,Nanjing || Sino-Tibetan relations during the Ming dynasty || Sino-Tibetan relations during the Ming dynasty
musique,471,3,2598,Warner Records,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,Who is the owner of the record label of the performer of What Kind of Love?,"Days of Our Lives (James Otto album) || Love, Life and Feelings || Roxy Recordings || Love Sign"
musique,471,3,3043,Ain't Living Long Like This,24,rank21_50,0.0,0.0,candidate200_incomplete_top5_partial,Who is the owner of the record label of the performer of What Kind of Love?,"Days of Our Lives (James Otto album) || Love, Life and Feelings || Roxy Recordings || Love Sign"
musique,472,4,734,New York Yankees,36,rank21_50,0.0,0.0,candidate200_complete_top5_incomplete,When is the opening day of the league in which the team with the most games in the series after which the MLB MVP is awarded plays?,2016 NBA Summer League || Major League Baseball schedule || Opening Day
musique,472,4,737,World Series,12,rank11_20,0.0,0.0,candidate200_complete_top5_incomplete,When is the opening day of the league in which the team with the most games in the series after which the MLB MVP is awarded plays?,2016 NBA Summer League || Major League Baseball schedule || Opening Day
musique,474,4,6374,Pulaski High School,,missing_200,0.0,0.0,candidate200_incomplete_top5_partial,What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Baranya County || Gmina Ujsoły || Biłgoraj County
musique,474,4,6378,Jerome Quinn,13,rank11_20,0.0,0.0,candidate200_incomplete_top5_partial,What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Baranya County || Gmina Ujsoły || Biłgoraj County
