dataset,query_index,question,gold_doc_count,gold_doc_indices,selected_top5,candidate_count,ExactMatch,F1,answer_string_hit_at5,gold_count_at5,failure_bucket,missing_gold_count_top5,missing_gold_doc_indices_top5,missing_gold_titles_top5,missing_gold_ranks_candidate200,missing_gold_rank_buckets,max_missing_gold_rank_candidate200,max_missing_gold_rank_bucket,near_title_substitution_proxy,selected_non_gold_titles,all_gold_at5,any_gold_at5,recall_at5,all_gold_at10,any_gold_at10,recall_at10,all_gold_at20,any_gold_at20,recall_at20,all_gold_at50,any_gold_at50,recall_at50,all_gold_at100,any_gold_at100,recall_at100,all_gold_at200,any_gold_at200,recall_at200
musique,9,What is the Till dom ensamma performer's birth date?,2,"[184, 192]","[184, 192, 931, 5509, 5523]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Långa nätter', 'När hela världen ser på', 'Du får göra som du vill']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,10,How many episodes are in season 5 of the series with The Bag or the Bat?,2,"[200, 213]","[200, 213, 3656, 11064, 2868]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['List of Orange Is the New Black episodes', 'Cheatty Cheatty Bang Bang', 'List of How I Met Your Mother episodes']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,11,How were the people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and A Lim's country?,4,"[217, 220, 225, 235]","[220, 217, 4330, 223, 4331]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[225, 235]","['Myanmar', 'Geography of Myanmar']","[111, 132]","['rank101_200', 'rank101_200']",132,rank101_200,False,"['Somalis', 'Somalis', 'Somalis']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,True,True,1.0
musique,12,What is the birthplace of the person after whom São José dos Campos was named?,2,"[239, 254]","[239, 1272, 244, 5132, 246]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,1,[254],['Sisters of St Joseph of Nazareth'],[None],['missing_200'],,missing_200,False,"['Chico Xavier', 'São José dos Quatro Marcos', 'Casa Natal del General Santander', 'São José do Mantimento']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
musique,13,How many times did plague occur in the place where Crucifixion's creator died?,3,"[259, 267, 273]","[261, 265, 267, 9815, 262]",200,0.0,0.0,True,1.0,candidate200_incomplete_top5_partial,2,"[259, 273]","['Crucifixion (Titian)', 'The Martyrdom of Saint Lawrence (Titian)']","[11, None]","['rank11_20', 'missing_200']",11,rank11_20,True,"['Crucifixion of Jesus', 'Crucifixion of Jesus', 'Black Death', 'Black Death']",False,True,0.3333333333333333,False,True,0.3333333333333333,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666
musique,14,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,3,"[279, 286, 293]","[8378, 11160, 296, 279, 9782]",200,1.0,1.0,True,1.0,candidate200_complete_top5_incomplete,2,"[286, 293]","[""St. Peter's Basilica"", 'Đakovo Cathedral']","[16, 9]","['rank11_20', 'rank6_10']",16,rank11_20,False,"['Mantua Cathedral', 'Saint Peter', 'Foligno Cathedral', 'Pope John XXIII']",False,True,0.3333333333333333,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,15,What company succeeded the owner of Empire Sports Network?,2,"[299, 313]","[299, 8024, 315, 307, 305]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,1,[313],['Windjammer Communications'],[None],['missing_200'],,missing_200,False,"['The Path (TV series)', 'Fox Sports 1', 'WFAN-FM', 'Fox Sports 1']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
musique,16,When was the Palau de la Generalitat constructed in the city where Martin from the region where Perdiguera is located died?,3,"[318, 321, 330]","[318, 331, 321, 324, 330]",200,1.0,1.0,True,3.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Josep Domènech i Estapà', 'Palau Güell']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,17,Who married the actor from Terminator?,2,"[337, 354]","[337, 566, 338, 347, 354]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Arnold Schwarzenegger', 'John Connor', 'Edward Furlong']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,18,Who was in charge of the place where Castricum is located?,2,"[357, 363]","[357, 363, 10340, 2967, 8480]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Utrecht', 'Sleen', 'Kastrat (settlement)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,19,Who is the mascot of the university related to Randy Conrads?,2,"[368, 378]","[368, 1628, 6513, 6508, 378]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Seattle', 'The Oregon Duck', 'Smokey (mascot)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,20,"What does seal stand for in the U.S. military branch that operates destroyers, as well as the USS Edsall?",3,"[387, 396, 399]","[396, 399, 390, 394, 387]",200,1.0,1.0,True,3.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['United States Navy SEALs', 'USS Rhodes (DE-384)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,21,Who is the child of Chiang Hsiao-wen's father?,2,"[409, 411]","[409, 408, 411, 11561, 4840]",200,0.0,0.4444,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Chiang Ching-kuo', 'Chiang Hsiao-chang', 'Chai Ling']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,22,Where was the person who wrote about the rioting being a dividing factor in Birmingham educated?,2,"[433, 439]","[433, 427, 428, 432, 6156]",200,1.0,1.0,False,1.0,candidate200_incomplete_top5_partial,1,[439],['James Watt'],[None],['missing_200'],,missing_200,False,"['Richard Cory-Wright', 'Ernest Barnes', 'Out of the Ashes (book)', '1967 Detroit riot']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
musique,23,Whose sister played Susie in miracle on 34th street?,2,"[447, 456]","[451, 447, 463, 3117, 450]",200,0.0,0.0,False,1.0,candidate200_complete_top5_incomplete,1,[456],['Five Finger Exercise'],[7],['rank6_10'],7,rank6_10,False,"['Susie, Washington', 'Miracle on 34th Street', 'Miracle on 34th Street', 'Miracle on 34th Street']",False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,24,Who is the child of the Italian navigator who explored the eastern coast of the continent César Gaytan was born in for the English?,4,"[470, 474, 476, 482]","[470, 1290, 482, 4058, 476]",200,1.0,1.0,True,3.0,candidate200_complete_top5_incomplete,1,[474],['Paula Santiago'],[43],['rank21_50'],43,rank21_50,False,"['Mexico', 'Exploration of North America']",False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
musique,25,Who is the spouse of Young Man Luther's author?,2,"[496, 503]","[496, 491, 501, 488, 6046]",200,0.0,0.0,False,1.0,candidate200_complete_top5_incomplete,1,[503],"[""Erikson's stages of psychosocial development""]",[26],['rank21_50'],26,rank21_50,False,"['Elisabeth Luther', 'Young Man Lake', 'Margaret Blair Young', 'Young Adam']",False,True,0.5,False,True,0.5,False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0
musique,26,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,3,"[504, 267, 273]","[504, 2033, 267, 9815, 270]",200,1.0,1.0,True,2.0,candidate200_complete_top5_incomplete,1,[273],['The Martyrdom of Saint Lawrence (Titian)'],[26],['rank21_50'],26,rank21_50,False,"['Balbi Holy Conversation', 'Black Death', 'Black Death']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0
musique,27,In what year was the group who performed Attics To Eden formed?,2,"[516, 527]","[516, 527, 5541, 1709, 513]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['The Beatles', 'Wilson Phillips', 'Eagles (band)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,28,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,3,"[537, 550, 551]","[551, 548, 2683, 537, 550]",200,0.0,0.0,True,3.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Korean War', 'Korean War']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,29,When did military instruction start at the place where Larry Alcala was educated?,2,"[553, 570]","[570, 553, 4145, 559, 6074]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Perry Belmont', 'Alexander Military Law Academy', 'Alma mater']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,30,When did the city where Greenwood Laboratory School is located become capitol of the state where the screenwriter of The Poor Boob was born?,4,"[580, 582, 583, 584]","[580, 7577, 583, 7980, 3013]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[582, 584]","['Margaret Mayo (playwright)', 'Springfield, Illinois']","[11, 12]","['rank11_20', 'rank11_20']",12,rank11_20,False,"['Missouri', 'Jehan Gordon-Booth', 'Indiana']",False,True,0.5,False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,31,Who is played by the director of The Good Shepherd in The Godfather?,2,"[598, 599]","[598, 597, 599, 604, 8818]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Vito Corleone', 'Tom Hagen', 'John Cazale']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,32,How long are the council terms of the city that shares a county with Helvetia?,3,"[608, 609, 613]","[609, 381, 608, 1463, 1455]",200,0.0,0.0,True,2.0,candidate200_complete_top5_incomplete,1,[613],"['Pima County Natural Resources, Parks and Recreation']",[29],['rank21_50'],29,rank21_50,False,"['Biff, the Michigan Wolverine', 'San Diego', 'Richmond, Virginia']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0
musique,33,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,4,"[102, 619, 112, 629]","[629, 5254, 619, 9460, 9413]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[102, 112]","['History of Saudi Arabia', 'Geography of Saudi Arabia']","[17, 21]","['rank11_20', 'rank21_50']",21,rank21_50,False,"['Middle East', 'Near East', 'Nilo Syrtis']",False,True,0.5,False,True,0.5,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
musique,34,How did did the people fare during the reign of the abolisher of sati partha in India?,2,"[636, 638]","[636, 641, 637, 645, 11037]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,1,[638],['Modern history'],[None],['missing_200'],,missing_200,False,"['Nawabs of Bengal and Murshidabad', 'Bengal Sati Regulation, 1829', 'Narasingha Malla Deb', 'Queen Victoria']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
musique,35,What is the position of the 1st governor general of India?,2,"[633, 664]","[632, 664, 633, 640, 657]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Governor-General of India', 'Governor-General of India', 'Governor-General of India']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,36,Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?,3,"[673, 679, 680]","[1287, 679, 3936, 686, 673]",200,1.0,1.0,True,2.0,candidate200_complete_top5_incomplete,1,[680],['Cabinet of the United States'],[6],['rank6_10'],6,rank6_10,True,"['United States', 'William Howard Taft', 'Vance C. McCormick']",False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,37,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,2,"[690, 692]","[689, 694, 690, 692, 10924]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['USB', 'USB', 'IPod']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,38,Who wrote Turn Me On by the singer of Come Away with Me?,2,"[722, 724]","[724, 2958, 722, 6739, 2885]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Live from Austin, TX (Norah Jones DVD)', ""Feelin' the Same Way"", 'Come to My Window']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,39,Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?,4,"[734, 737, 745, 746]","[745, 5143, 746, 6935, 1660]",200,1.0,1.0,True,2.0,candidate200_complete_top5_incomplete,2,"[734, 737]","['New York Yankees', 'World Series']","[35, 62]","['rank21_50', 'rank51_100']",62,rank51_100,False,"['2016 NBA Summer League', 'Major League Baseball draft', 'Major League Baseball All-Star Game Most Valuable Player Award']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.75,True,True,1.0,True,True,1.0
musique,40,The Commission of Truth and Friendship established governments for Bustami's birth country and a second country that had who as president after declaring independence?,3,"[749, 761, 762]","[749, 6829, 761, 760, 2439]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,1,[762],['East Timor'],[26],['rank21_50'],26,rank21_50,False,"['Indonesian language', 'Independence Day (United States)', 'Central African Republic']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0
musique,41,Where is the country with ISO code ISO 3166-2:CV located?,2,"[778, 780]","[780, 7363, 778, 773, 776]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['ISO/TC 68', 'ISO 3166-2:DM', 'ISO 3166-2:KM']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,42,"What was the form of the language Auctor is in, used in the era of the Frankish king who created the Holy Roman Empire, later known as?",3,"[788, 794, 801]","[794, 3271, 803, 790, 788]",200,0.0,0.6667,False,2.0,candidate200_complete_top5_incomplete,1,[801],['Middle Ages'],[8],['rank6_10'],8,rank6_10,False,"['Greek alphabet', 'Charlemagne', 'Charlemagne']",False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,43,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",2,"[813, 817]","[817, 1612, 7469, 5902, 813]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['44th United States Congress', '1946 United States House of Representatives elections', 'Charleston, South Carolina']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,44,When did the person chosen to be president of the confederacy end his fight in the Mexican-American war?,2,"[827, 843]","[833, 2432, 3413, 827, 828]",200,1.0,1.0,True,1.0,candidate200_complete_top5_incomplete,1,[843],['Jefferson Davis'],[6],['rank6_10'],6,rank6_10,True,"['Confederate States Army', 'Jefferson Davis', 'Military leadership in the American Civil War', 'Confederate States Army']",False,True,0.5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,45,What city is the star of Sous les pieds des femmes from?,2,"[852, 858]","[858, 852, 5270, 850, 9810]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Maria Deraismes', ""Women's Games"", 'La femme enfant']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,46,what is meaning of the word that is a majority religion of the area that became India when the country origin of Mizraab was created in Arabic dictionary?,3,"[866, 869, 876]","[866, 871, 869, 639, 870]",200,0.0,0.0,True,2.0,candidate200_incomplete_top5_partial,1,[876],['Partition of India'],[None],['missing_200'],,missing_200,False,"['History of India', 'Culture of India', 'Islam in India']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666
musique,47,"Who stars in the video ""One Last Time"" by the performer of Baby I?",2,"[897, 901]","[901, 897, 7793, 890, 7802]",200,0.0,0.5714,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['One Last Time (Ariana Grande song)', '...Baby One More Time (song)', '...Baby One More Time (song)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,48,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,3,"[911, 913, 680]","[1863, 7469, 680, 913, 820]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,1,[911],['2014 United States Senate elections'],[16],['rank11_20'],16,rank11_20,False,"['Party leaders of the United States House of Representatives', '1946 United States House of Representatives elections', 'Majority leader']",False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,49,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Långa nätter's record label is located?,4,"[148, 929, 146, 931]","[931, 2628, 140, 923, 5120]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,3,"[148, 929, 146]","['The Right Stuff Records', 'Santa Monica, California', 'Sony Music']","[132, 9, None]","['rank101_200', 'rank6_10', 'missing_200']",132,rank101_200,False,"['American Idol', 'Jive Records', 'Miami', 'Nanjing']",False,True,0.25,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.75
musique,50,"When did the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country where A Generation is set, agree to a unified Germany inside NATO?",3,"[933, 936, 35]","[933, 9751, 35, 39, 4970]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,1,[936],['German reunification'],[9],['rank6_10'],9,rank6_10,False,"['Warsaw', 'Warsaw Pact', 'Warsaw Pact']",False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,51,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?,4,"[948, 951, 959, 962]","[948, 962, 3013, 1041, 953]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[951, 959]","['Tucson, Arizona', 'Desert Diamond West Valley Phoenix Grand Prix']","[88, 6]","['rank51_100', 'rank6_10']",88,rank51_100,False,"['Indiana', 'Saint Paul, Minnesota', 'Logan Gomez']",False,True,0.5,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
musique,52,Who did the person who married their half sister in the bible marry after the death of sarah?,2,"[968, 975]","[975, 968, 977, 982, 973]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Sarah', 'Rebecca', 'Hetepheres II']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,53,What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,3,"[990, 991, 998]","[991, 990, 994, 1002, 996]",200,0.0,0.0,False,2.0,candidate200_incomplete_top5_partial,1,[998],['Household income in the United States'],[None],['missing_200'],,missing_200,False,"['Wild Women', 'Construction', 'Economic inequality']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666
musique,54,Who was Beyonce's husband talking about in the the song Cry?,2,"[1003, 1018]","[1003, 6545, 1018, 7494, 1011]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Beyoncé', 'Cry Me a River (Justin Timberlake song)', 'Heaven (Beyoncé song)']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,55,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,4,"[112, 104, 1029, 1031]","[1029, 10035, 104, 1743, 5940]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[112, 1031]","['Geography of Saudi Arabia', 'Saudi Arabia']","[20, 126]","['rank11_20', 'rank101_200']",126,rank101_200,False,"['Montana', 'Israel', 'History of Israel']",False,True,0.5,False,True,0.5,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0
musique,56,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,4,"[1036, 1042, 962, 959]","[1042, 962, 3013, 953, 9547]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[1036, 959]","['Arizona', 'Desert Diamond West Valley Phoenix Grand Prix']","[75, 6]","['rank51_100', 'rank6_10']",75,rank51_100,False,"['Indiana', 'Logan Gomez', '2018 Indianapolis 500']",False,True,0.5,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
musique,57,What is the name of the famous bridge in the birth city of the composer of Scanderbeg?,3,"[1054, 1060, 1061]","[1054, 1733, 3036, 1060, 4531]",200,0.0,0.4,True,2.0,candidate200_complete_top5_incomplete,1,[1061],"['Orlando furioso (Vivaldi, 1714)']",[49],['rank21_50'],49,rank21_50,False,"['Antonio Vivaldi', 'Bridge of Sighs', 'Paris']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0
musique,58,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,2,"[1083, 1084]","[1084, 1073, 1083, 10577, 1068]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['William Cooper Nell', 'Susan Paul', 'José Ortega Spottorno']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,59,Where is the district that the person who wanted to reform and address John Kodwo Amissah's religion preached a sermon on Marian devotion before his death located?,4,"[1088, 1092, 1099, 1100]","[1092, 1094, 1088, 1868, 6983]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[1099, 1100]","['Reformation', 'Wittenberg (district)']","[6, 35]","['rank6_10', 'rank21_50']",35,rank21_50,False,"['Ambroise-Marie Carré', 'Henry Scott Holland', 'John Kerry']",False,True,0.5,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0,True,True,1.0
musique,60,What is the capital of the county where Fort Deposit is located?,2,"[1107, 1110]","[1107, 1285, 1110, 4228, 612]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Tennessee', 'Clay Hill, Alabama', 'Biłgoraj County']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,61,How long had Pfrang Association's headquarters location been the capitol city of the area where Guangling District is located?,3,"[1118, 1120, 1125]","[1118, 1125, 1120, 10286, 1300]",200,0.0,0.0,True,3.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Nanjing', 'Nanjing']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,62,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,3,"[1136, 794, 801]","[794, 3271, 1136, 788, 803]",200,0.0,0.6667,False,2.0,candidate200_complete_top5_incomplete,1,[801],['Middle Ages'],[7],['rank6_10'],7,rank6_10,False,"['Greek alphabet', 'Holy Roman Empire', 'Charlemagne']",False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,63,When did the 1979-80 European Cup winner win the FA Cup?,2,"[1149, 1154]","[1149, 4384, 1154, 1145, 1397]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Hamburg', '1982 European Cup Final', 'FA Cup']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,64,Who was a prominent figure at the radio division of the network that created the version of The Biggest Loser set in the country where Seria is?,3,"[1173, 1175, 1180]","[1173, 926, 1175, 1171, 7102]",200,0.0,0.0,False,2.0,candidate200_incomplete_top5_partial,1,[1180],['Adult contemporary music'],[None],['missing_200'],,missing_200,False,"['Costa Ricans', 'Ali Vincent', 'The Biggest Loser (season 16)']",False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666,False,True,0.6666666666666666
musique,65,What was the 2018 population of the Italian city that's underwater?,2,"[1187, 1198]","[1187, 1198, 5135, 7530, 10403]",200,1.0,1.0,True,2.0,top5_complete_answer_exact,0,[],[],[],[],,missing_200,False,"['Palermo', 'History of Rome', 'Nagasaki']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,66,What was the language from which the last name Sylvester originated during the era of the person crowned emperor of the west in 800 CE later known as?,3,"[801, 803, 1214]","[1214, 801, 788, 803, 1136]",200,0.0,0.6667,True,3.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Holy Roman Empire', 'Holy Roman Emperor']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,67,Who is the head of the agency that created MYSTIC?,2,"[1224, 1228]","[1228, 551, 2131, 1224, 674]",200,0.0,0.0,True,2.0,top5_complete_reader_not_exact,0,[],[],[],[],,missing_200,False,"['Central Intelligence Agency', 'United States Department of Homeland Security', 'United States Environmental Protection Agency']",True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,68,What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,3,"[1238, 1241, 613]","[1241, 609, 1238, 3770, 2185]",200,1.0,1.0,True,2.0,candidate200_complete_top5_incomplete,1,[613],"['Pima County Natural Resources, Parks and Recreation']",[15],['rank11_20'],15,rank11_20,False,"['Helvetia, Arizona', 'Phoenix, Arizona', 'Geography of the United States']",False,True,0.6666666666666666,False,True,0.6666666666666666,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0
musique,69,Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Plays Piano is from?,4,"[951, 962, 1042, 959]","[1042, 952, 3013, 962, 1041]",200,0.0,0.0,False,2.0,candidate200_complete_top5_incomplete,2,"[951, 959]","['Tucson, Arizona', 'Desert Diamond West Valley Phoenix Grand Prix']","[97, 9]","['rank51_100', 'rank6_10']",97,rank51_100,False,"['A Modern Jazz Symposium of Music and Poetry', 'Indiana', 'Saint Paul, Minnesota']",False,True,0.5,False,True,0.75,False,True,0.75,False,True,0.75,True,True,1.0,True,True,1.0
musique,70,What does the river that Darling Mills Creek turns into flow into?,2,"[1247, 1264]","[1264, 3093, 1251, 1259, 11392]",200,0.0,0.0,False,1.0,candidate200_incomplete_top5_partial,1,[1247],['Parramatta River'],[None],['missing_200'],,missing_200,False,"['Toongabbie Creek', 'Murrah River', 'Doubtful Creek', 'Pambula River']",False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5,False,True,0.5
