dataset,query_index,question,risk_group,risk_high,requirement_count,dependent_req_count,max_dependency_depth,binding_candidate_count_total,binding_candidate_count_mean,binding_candidate_count_max,gold_doc_count,setr_selected_count,setr_under_selected,dbec_em,dbec_f1,setr_em,setr_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,dbec_r5_title,setr_r5_title,delta_r5_title_dbec_minus_setr,setr_parse_success,setr_empty_fallback_used,selective_binding_decision
HotpotQA,607,"When was one of the fresco mural, one of the greatest treasures of the Hood Museum of Art, painted?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,608,"Love Child is a 1982 biopic starring Beau Bridges, Mackenzie Phillips, and an actress that was nominated for the Academy Award for Best Supporting Actress for what 1985 film?",high,1,4,3,3,4.0,1.3333333333333333,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,609,Ho Iat Seng  is a member of a legislative assembly that has how many members ?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,610,How many times has the team Jack McKeon managed won the World Series?,high,1,3,2,2,1.0,0.5,1.0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,611,are Tinto Brass and Baltasar Kormákur both from the same country ?,high,1,3,1,1,2.0,2.0,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,612,Who is younger Kirk Humphreys or Tom Coburn?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,613,The head writer for which show also wrote a Simpsons' episode narrated by James Earl Jones?,high,1,3,2,2,8.0,4.0,5.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,614,"Which singer has been in more music bands, Michael Crafter or Martin Degville?",high,1,3,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,615,Who is prime minister of this West African country that covers 36125km2?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,616,"Which football team does Lewis Young's older brother, Ashley Young, play for?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.3636,0.0,0.3636363636363636,0.0,-3.636363636361217e-05,1.0,1.0,0.0,1,0,abstain
HotpotQA,617,What album starring Ed Sheeran was released on 3 March 2017?,high,1,3,2,2,5.0,2.5,5.0,2,1,1,0.0,0.1538,0.0,0.15384615384615385,0.0,-4.615384615386242e-05,1.0,0.0,1.0,1,0,bind
HotpotQA,618,What nationality was the lover of Lord Alfred Douglas ?,low,0,2,1,1,1.0,1.0,1.0,2,8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
HotpotQA,619,"Which band included more previously-known figures when it was formed, !!! or Puddle of Mudd?",high,1,4,3,2,2.0,0.6666666666666666,1.0,2,5,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,620,Edward C. Hugger and Alexander Acosta served at appointees for what job?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,621,What man is linked to both Johnny Tremain and Magic Kingdom?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,622,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,low,0,2,1,1,2.0,2.0,2.0,2,1,1,0.0,0.3333,0.0,0.3333333333333333,0.0,-3.333333333332966e-05,0.5,0.5,0.0,1,0,bind
HotpotQA,623,"What characteristic meaning it's transferable between species, does monkeypox and cowpox virus both share?",low,0,1,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,624,Near what ocean does the highway carried by the Long-Allen bridge terminate near?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,625,"The song ""Medicine"" by The 1975 appears in a film directed by what Danish filmmaker?",high,1,3,2,2,0.0,0.0,0.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,626,Which member of Odd Future also had a guest appearance on the album too Cozy?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
HotpotQA,627,"What two shows is the director of the first ""Clone Wars"" series known for creating?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.8889,0.0,0.888888888888889,0.0,1.111111111107288e-05,1.0,0.5,0.5,1,0,bind
HotpotQA,628,Who is the son of John Button under contract with as a driver?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,629,"What person, known also as Jane Ryan, has a four lane highway in the Philippines name after her?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,630,"Which band was formed first, Wire or Young the Giant?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,631,Do Cathy Berberian and Dickran Tevrizian share the same profession ?,high,1,3,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,632,What occupation do Chris Menges and Aram Avakian share?,high,1,3,1,1,0.0,0.0,0.0,2,5,0,0.0,0.6667,1.0,1.0,-1.0,-0.33330000000000004,1.0,1.0,0.0,1,0,abstain
HotpotQA,633,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,634,"Who was the murderer sent to ""Old Smokey"" for allegedly commiting ""The Crime of the Century""?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,635,Nostie lies a short distance from one of Scotland's popular tourist attractions a small tidal island dominated by a picturesque castle that frequently apperas in what?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,636,Which producer from the 2015 British documentary film about the life and death of British singer-songwriter Amy Winehouse also worked on the film Oasis: Supersonic as a film producer?,high,1,3,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,637,What is the name of the conditions that the radiologist who served as chief of radiology at the U.S. Army's flagship medical center from 1909 to 2011?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,638,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,639,Who was the opponent of the Republican of Indenosia when Nugroho Notosusanto served as a member of the Student Army,high,1,4,2,2,2.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,640,What intrusment did Jem Finer play in the band The Pogues?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,0.5,0.5,1,0,abstain
HotpotQA,641,Who directed the movie for which Jason O'Bryan was nominated for a grammy for best soundtrack?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,642,"What single was released by a American country singer, songwriter and multi-instrumentalist on MCA Nashville in 2000?",low,0,2,1,1,4.0,4.0,4.0,2,3,0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,1.0,-1.0,1,0,bind
HotpotQA,643,Are Broughtonia and Laeliocattleya both orchids?,high,1,3,1,1,1.0,1.0,1.0,2,6,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,644,Christopher Oscar Pena was recognized by an entertainment-industry brand aimed at what?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.7273,0.0,0.7272727272727273,0.0,2.727272727265362e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,645,what are the low sea stacks in the Shetland Islands called?,low,0,1,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,646,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?",low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,647,What vocalist and pianist was recorded by Modular Recordings?,low,0,1,0,0,0.0,0.0,0.0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
HotpotQA,648,The design team for role playing game Black Crusade featured the work of this designer who was the lead developer for what game?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,649,"What ""God Gave Me You"" artist wrote the song ""Imagine That"" for Diamond Rio?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,650,"Which games, Strange Synergy or Qwirkle,  is a card game published by Steve Jackson Games?",low,0,1,0,0,0.0,0.0,0.0,2,14,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,651,"Which author lived longer, Nelson Algren or Nathanael West?",high,1,4,2,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,652,"Which space mission did the man, in which the Onizuka Prop Wash Award is named after, perish?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,653,"How long does the lower level degree program, offered at Helene Fuld College of Nursing, typically last?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,654,"What band formed in 1995 and came out with an album called ""Welcome Interstate Managers'?",high,1,3,2,2,6.0,3.0,5.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,655,"what air force based named in honor of Carl Benjamin ""Ben"" Eielson is located 26 miles southeast of Fairbanks, Alaska?",low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,656,where is the American professional basketball team which Jalen Jones played for based,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,657,Sebastian Gutierrez is known for writing the screenplay for the 2003 film directed by whom?,high,1,3,2,2,4.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,658,Roxie Hart starred the entertainer and comedic actor who had what nickname?,low,0,2,1,1,3.0,3.0,3.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,659,"What festival is held every June in Bartlesville, Oklahoma?",low,0,2,1,1,1.0,1.0,1.0,2,1,1,0.0,0.8,1.0,1.0,-1.0,-0.19999999999999996,1.0,0.5,0.5,1,0,bind
HotpotQA,660,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,low,0,2,1,1,5.0,5.0,5.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,0,bind
HotpotQA,661,"What is the scientific name of the true creature featured in ""Creature from the Black Lagoon?",low,0,1,0,0,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,662,Which KaBoom! Entertainment Inc. film is based on a story by Rudyard Kipling?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,663,Have tennis players Françoise Dürr and Mate Pavić both won a doubles title?,high,1,3,1,1,4.0,4.0,4.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,664,"What coastal town in Australia did army personnel Robin Reid and Paul Luckman kidnap and bring teenage boys to beat, torture, and sexually assault them?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,665,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,666,"Barnstable County Hospital was the location of the autopsy of the son of President John F. Kennedy and Jacqueline Kennedy, and the younger brother of who?",low,0,2,1,1,2.0,2.0,2.0,2,4,0,1.0,1.0,0.0,0.4,1.0,0.6,1.0,1.0,0.0,1,0,bind
HotpotQA,667,The 2014–15 UEFA Champions League knockout phase lead to the final of the 23rd season since it was renamed from what?,low,0,2,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,668,Are both American bands The Four Seasons and Local H popular around the Beatles were around?,high,1,4,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,669,The 2006 NCAA Wrestling Championships crowned Jake Rosholt and another athlete known for powerful punches from what hand?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,670,"Who is the creator of the animated television series that its fourteenth episode of season three's title is ""Time Keeps on Slippin""?",low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,671,What club does the footballer who surpassed David Beckham for the appearance record play for?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,672,when was american stunt performer which Stunt Cycle attempted to cash in with born,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,673,"In what year was the Moldavian, later Romanian writer, known for his work ""The Goat and Her Three Kids"" born?",low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,674,"In what capacity did the author of the book,  An Inconvenient Truth,  serve in the United States government ?",low,0,2,1,1,1.0,1.0,1.0,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,675,What were the nations after 1722 that composed a culture that was extensively studied by William N. Fenton?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,676,"When was the movie adaption of Jennifer Weiner's novel ""In Her Shoes"" released?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,677,Which auto club has sanctioned races run in California as well as Indianapolis?,high,1,3,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,678,The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666666,1.0,1.0,0.0,1,0,bind
HotpotQA,679,"The historical Nimavar school in the Nimavar Bazaar, or bazar, is located in which country?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,680,What is part of an alternate title to a Three 6 Mafia song and is slang for a concoction which includes prescription-strength cough syrup also known as purple drank?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.4,1.0,1.0,-1.0,-0.6,1.0,1.0,0.0,1,0,bind
HotpotQA,681,Dahlia and Aruncus are both examples of what type of plant catagorization?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,682,"How many miles west of Phoenix, Arizona is the base where the 63d Fighter Squadron is assigned?",low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,683,"Which  baseball team who represents Texas Tech University in NCAA Division I college baseball is  ""The Law"" its home stadium",high,1,4,3,3,8.0,2.6666666666666665,5.0,2,6,0,0.0,0.8889,0.0,0.888888888888889,0.0,1.111111111107288e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,684,"Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933, and is the oldest franchise in the AFC?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,685,"What film was the screen debut of the musician nicknamed ""Lady Day""?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,686,"Who wrote The Devils, and was an eninent English theater, opera and film director?",low,0,2,1,1,0.0,0.0,0.0,2,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,687,"Fantasy Records is know for recordings of comedian Lenny Bruce, Creedence Clearwater Revival, and what American jazz pianist who composed the music for the animated television adaptations of the ""Peanuts"" comic strip?",high,1,4,3,2,5.0,1.6666666666666667,3.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,688,What team did Robbie Keane play for after Inter Milan?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,689,"What is the current capital of the district that Michael ""Mike"" Campbell is from?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,690,"Horace Brindley played for what professional association football club that is based in the seaside town of Blackpool, Lancashire, England?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,691,"Who did Muhummad Ali fight next, in Houston, after the so-called Fight of the Century with Joe Frazier?",high,1,3,2,2,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,692,"Which has a higher population, Qinzhou or Jingjiang?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,693,Are Greater Swiss Mountain Dog and Harrier both dog breeds?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,694,What was the other name for the war between the Cherokee people and white settlers in 1793?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,695,"In which year was the American politician, that both represented New York in the United States Senate and served as an adviser to President Richard Nixon, re-elected for a fourth term as U.S. Senator?",low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,696,Bobby Bowden coached which former Toronto Blue Jays minor league baseball player?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,697,"Why are many of the band, Hirsute Pursuit's songs considered controversial?",high,1,3,2,2,2.0,1.0,2.0,2,1,1,0.0,0.0,0.0,0.11764705882352942,0.0,-0.11764705882352942,0.5,0.5,0.0,1,0,bind
HotpotQA,698,Whose former city palace did Erna Flegel work at?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,699,Dan Balan co-wrote the song from what T.I. album?,low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,700,"how many films has the director of ""Girl 6"" produced since 1983?",low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,701,"Which was formed first, the duo Big & Rich or Lonestar?",high,1,3,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,702,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,high,1,3,1,1,1.0,1.0,1.0,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,703,Are both Deerhunter and Nine Lashes American Christian rock bands?,high,1,4,2,1,6.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,704,"Which genus of plant grows originally in Mexico and Guatemala, Phylica or Weldenia?",high,1,4,3,2,11.0,3.6666666666666665,5.0,2,9,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,705,Edithvale railway station is located on a line that is situated in what city?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,706,"Nicholas Scibetta's hit man brother-in-law, who confessed to being involved in the murder of 19 people, helped prosecutors convict what Gambino family boss?",low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,707,Which market town in Lancashire is part of the BB postcode area?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,708,What conference does the team that drafted Derrick Hamilton in 2004 belong to?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.3333,0.0,0.5714285714285715,0.0,-0.23812857142857152,1.0,1.0,0.0,1,0,bind
HotpotQA,709,"Los Angeles Historic-Cultural Monument (No. 139) hosted an event by what organization on Oct 12, 1991?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.8571,0.0,0.5,0.0,0.3571,1.0,1.0,0.0,1,0,bind
HotpotQA,710,"Who has won more Grand Slam women's doubles titles, Lisa Raymond or Liezel Huber?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,711,"Which cast member of Pitch Perfect 2 was born March 9, 1986?",low,0,1,0,0,0.0,0.0,0.0,2,9,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,712,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",high,1,3,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,713,The Nun is based on what film series based on the real life cases of Ed and Lorraine Warren?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,714,"Which opera has more acts, Don Quichotte or Tosca?",high,1,3,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,715,Is Northeast Florida Regional Airport farther from St. Augustine than Glacier Park International Airport is to Kalispell?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,716,The Plymouth fury produced from 1955 to 1989  was replaced by what for police and fleet applications?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,717,Which show co-hosted by Hoda Kotb was produced by Brian Balthazar?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,718,Multiple award-winning actor Gary Sinise appeared in The Stand in 1994 - a miniseries based on a novel and screenplay by which noted author?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,719,"How many acts is the ballet Rita Sangalli premiered in, in the year 1876?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.8571,0.0,0.8571428571428571,0.0,-4.285714285712228e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,720,Who provided the source material for the 2015 Australian revenge comedy-drama film in which Rebecca Gibney featured?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,721,Thunderbirds was a film featuring the exploits of what part of the Oklahoma Army National Guard?,low,0,2,1,1,4.0,4.0,4.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,722,The community that contains Downtown Summerlin occupies how many acres?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,723,"On which station did the 2014 South Korean television series, starring the main rapper of boyband SS501, air?",high,1,3,2,2,4.0,2.0,2.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1,0,bind
HotpotQA,724,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
