dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,claim_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,earliest_unsupported_claim_id,earliest_unsupported_claim_text,gain_verifier_verdict,action_skip_reason,action_should_swap,preservation_unique_support_claim_ids
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,heuristic_tiers,70,9,2004 United States presidential election,1946 United States House of Representatives elections,-4.9511,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving house. Question: When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,,gain_verifier_reject,False,[]
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,negative,False,False,heuristic_tiers,70,3,2004 United States presidential election,44th United States Congress,-4.8979,0.0,0.0,t1_f1,Identify the bridge entity or relation involving house. Question: When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,,gain_verifier_reject,False,[]
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,heuristic_tiers,57,9,Cabinet of the United States,1946 United States House of Representatives elections,-4.6386,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving house. Question: When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,,gain_verifier_reject,False,[]
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,heuristic_tiers,34,9,African Americans in the United States Congress,1946 United States House of Representatives elections,-2.8027,0.0,0.6667,t1_f1,Identify the bridge entity or relation involving house. Question: When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,,gain_verifier_reject,False,[]
musique,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",standard,negative,False,False,heuristic_tiers,88,1,Events leading to the attack on Pearl Harbor,Toyota,-7.2402,0.0,0.0,t1_f1,"Identify the bridge entity or relation involving nissan. Question: When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",,gain_verifier_reject,False,[]
musique,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",standard,negative,False,False,heuristic_tiers,88,3,Events leading to the attack on Pearl Harbor,Nissan Rogue,-6.9746,0.0,0.0,t1_f1,"Identify the bridge entity or relation involving nissan. Question: When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",,gain_verifier_reject,False,[]
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,flat_fallback,32,1,1998 Milwaukee Brewers season,World Series Most Valuable Player Award,-2.9716,0.0,0.003,v1,Evidence about mlb mvp. Question: Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,,gain_verifier_reject,False,[]
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,flat_fallback,32,8,1998 Milwaukee Brewers season,2017 World Series,-2.8779,0.0,0.0029,v1,Evidence about mlb mvp. Question: Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,,gain_verifier_reject,False,[]
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,flat_fallback,76,1,Opening Day,World Series Most Valuable Player Award,-4.4521,0.0,0.8,v1,Evidence about mlb mvp. Question: Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,,gain_verifier_reject,False,[]
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,flat_fallback,12,1,Houston Astros,World Series Most Valuable Player Award,-3.8154,0.0,0.0015,v1,Evidence about mlb mvp. Question: Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,50,4,Gone Girl (novel),The Cosby Show,-7.8886,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,50,5,Gone Girl (novel),"Central Library (Kansas City, Missouri)",-6.7168,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,35,4,Yuma County Library District,The Cosby Show,-7.3105,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,35,5,Yuma County Library District,"Central Library (Kansas City, Missouri)",-6.1387,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,12,4,James Weldon Johnson Community Library,The Cosby Show,-5.0722,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,flat_fallback,12,5,James Weldon Johnson Community Library,"Central Library (Kansas City, Missouri)",-3.9004,1.0,1.0,v1,Evidence about new york. Question: What is the public library system called in the place where the Cosbys live in New York?,,gain_verifier_reject,False,[]
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,positive,False,False,flat_fallback,26,2,Allies of World War II,Pacific War,-3.1582,0.0,0.0571,v1,Evidence about manchuria. Question: What is an example of a railroad line in the country first to invade Manchuria?,,gain_verifier_reject,False,[]
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,positive,True,False,flat_fallback,26,7,Allies of World War II,Pacific War,0.2891,0.0,0.0435,v1,Evidence about manchuria. Question: What is an example of a railroad line in the country first to invade Manchuria?,,gain_verifier_reject,False,[]
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,negative,False,False,flat_fallback,32,7,United States in the Korean War,Pacific War,-2.3711,0.0,0.0,v1,Evidence about manchuria. Question: What is an example of a railroad line in the country first to invade Manchuria?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,18,6,Paris,Black Death,-2.6563,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,18,1,Paris,Black Death,-1.2578,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,22,6,Giuseppe Demachi,Black Death,-3.4727,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,22,1,Giuseppe Demachi,Black Death,-2.0742,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,75,6,Black Death in England,Black Death,-1.8242,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,heuristic_tiers,75,1,Black Death in England,Black Death,-0.4257,1.0,1.0,t1_f1,Identify the bridge entity or relation involving concerto. Question: How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,,gain_verifier_reject,False,[]
musique,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,standard,positive,False,False,flat_fallback,95,2,Abdul Rahman bin Faisal,Arabian Peninsula,-5.8281,1.0,1.0,v1,Evidence about persian gulf. Question: When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,,gain_verifier_reject,False,[]
musique,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,standard,positive,False,False,flat_fallback,95,7,Abdul Rahman bin Faisal,Saudi Arabia,-4.7539,1.0,1.0,v1,Evidence about persian gulf. Question: When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,,gain_verifier_reject,False,[]
