dataset,question,query_type,oracle_label,selected_by_dryrun,selected_by_judge,dep_triggered,query_dependency_mode,candidate_pool_position,replace_pool_position,candidate_title,replace_incumbent_title,score_delta,oracle_delta_em,oracle_delta_f1,candidate_top_psi_flat,candidate_top_psi_dep,incumbent_top_psi_flat,incumbent_top_psi_dep,G_flat_before_top2,G_flat_after_top2,delta_flat_top2,G_dep_before_top2,G_dep_after_top2,delta_dep_top2,delta_flat_max,delta_flat_full,delta_dep_max,delta_dep_full
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,True,dependency,57,9,Cabinet of the United States,1946 United States House of Representatives elections,-4.6386,0.0,0.6667,0.0187,0.0092,0.6103,0.3429,2.7371,2.7371,0.0,1.8367,1.8367,0.0,0.0,-0.0567,0.0,-0.1905
musique,When did the majority party in the House of Representatives gain control of the body which determines rules of the US House and US Senate?,standard,positive,False,False,True,dependency,34,9,African Americans in the United States Congress,1946 United States House of Representatives elections,-2.8027,0.0,0.6667,0.0029,0.0049,0.6103,0.3429,2.7371,2.7371,0.0,1.8367,1.8367,0.0,0.0,-0.0578,0.0,-0.194
musique,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",standard,negative,False,False,True,dependency,88,1,Events leading to the attack on Pearl Harbor,Toyota,-7.2402,0.0,0.0,0.0005,0.0004,0.0204,0.0209,3.8564,3.8564,0.0,3.047,3.047,0.0,0.0,-0.0011,0.0,-0.0069
musique,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",standard,negative,False,False,True,dependency,88,3,Events leading to the attack on Pearl Harbor,Nissan Rogue,-6.9746,0.0,0.0,0.0005,0.0004,0.0294,0.0163,3.8564,3.8564,0.0,3.047,3.047,0.0,0.0,-0.0012,0.0,-0.005
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,False,flat_fallback,32,1,1998 Milwaukee Brewers season,World Series Most Valuable Player Award,-2.9716,0.0,0.003,0.0057,0.0057,0.1112,0.1112,1.6593,1.654,-0.0053,1.6593,1.654,-0.0053,0.0,-0.028,0.0,-0.028
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,False,flat_fallback,32,8,1998 Milwaukee Brewers season,2017 World Series,-2.8779,0.0,0.0029,0.0057,0.0057,0.0223,0.0223,1.6593,1.6593,0.0,1.6593,1.6593,0.0,0.0,-0.0043,0.0,-0.0043
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,False,flat_fallback,76,1,Opening Day,World Series Most Valuable Player Award,-4.4521,0.0,0.8,0.001,0.001,0.1112,0.1112,1.6593,1.654,-0.0053,1.6593,1.654,-0.0053,0.0,-0.0293,0.0,-0.0293
musique,Who had the lowest batting average in the league where the team with the most games in the series after which the MLB MVP is awarded played?,standard,positive,False,False,False,flat_fallback,12,1,Houston Astros,World Series Most Valuable Player Award,-3.8154,0.0,0.0015,0.0083,0.0083,0.1112,0.1112,1.6593,1.654,-0.0053,1.6593,1.654,-0.0053,0.0,-0.0272,0.0,-0.0272
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,50,4,Gone Girl (novel),The Cosby Show,-7.8886,1.0,1.0,0.0002,0.0002,0.1609,0.1609,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0233,0.0,-0.0233
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,50,5,Gone Girl (novel),"Central Library (Kansas City, Missouri)",-6.7168,1.0,1.0,0.0002,0.0002,0.0626,0.0626,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0049,0.0,-0.0049
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,35,4,Yuma County Library District,The Cosby Show,-7.3105,1.0,1.0,0.0012,0.0012,0.1609,0.1609,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0231,0.0,-0.0231
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,35,5,Yuma County Library District,"Central Library (Kansas City, Missouri)",-6.1387,1.0,1.0,0.0012,0.0012,0.0626,0.0626,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0048,0.0,-0.0048
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,12,4,James Weldon Johnson Community Library,The Cosby Show,-5.0722,1.0,1.0,0.0004,0.0004,0.1609,0.1609,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0233,0.0,-0.0233
musique,What is the public library system called in the place where the Cosbys live in New York?,standard,positive,False,False,False,flat_fallback,12,5,James Weldon Johnson Community Library,"Central Library (Kansas City, Missouri)",-3.9004,1.0,1.0,0.0004,0.0004,0.0626,0.0626,1.7591,1.7591,0.0,1.7591,1.7591,0.0,0.0,-0.0049,0.0,-0.0049
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,positive,False,False,False,flat_fallback,26,2,Allies of World War II,Pacific War,-3.1582,0.0,0.0571,0.0009,0.0009,0.016,0.016,0.5447,0.5447,0.0,0.5447,0.5447,0.0,0.0,-0.0164,0.0,-0.0164
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,positive,True,False,False,flat_fallback,26,7,Allies of World War II,Pacific War,0.2891,0.0,0.0435,0.0009,0.0009,0.0013,0.0013,0.5447,0.5447,0.0,0.5447,0.5447,0.0,0.0,-0.0005,0.0,-0.0005
musique,What is an example of a railroad line in the country first to invade Manchuria?,standard,negative,False,False,False,flat_fallback,32,7,United States in the Korean War,Pacific War,-2.3711,0.0,0.0,0.0004,0.0004,0.0013,0.0013,0.5447,0.5447,0.0,0.5447,0.5447,0.0,0.0,-0.0007,0.0,-0.0007
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,18,6,Paris,Black Death,-2.6563,1.0,1.0,0.0013,0.0027,0.0304,0.0364,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0082,0.0,-0.0306
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,18,1,Paris,Black Death,-1.2578,1.0,1.0,0.0013,0.0027,0.0194,0.0249,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0034,0.0,-0.0204
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,22,6,Giuseppe Demachi,Black Death,-3.4727,1.0,1.0,0.0011,0.0027,0.0304,0.0364,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0081,0.0,-0.0297
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,22,1,Giuseppe Demachi,Black Death,-2.0742,1.0,1.0,0.0011,0.0027,0.0194,0.0249,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0033,0.0,-0.0195
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,75,6,Black Death in England,Black Death,-1.8242,1.0,1.0,0.0087,0.0114,0.0304,0.0364,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0062,0.0,-0.0218
musique,How many times did the plague occur in the birth place of Concerto in C Major Op 3 6's composer?,standard,positive,False,False,True,dependency,75,1,Black Death in England,Black Death,-0.4257,1.0,1.0,0.0087,0.0114,0.0194,0.0249,3.6412,3.6412,0.0,2.4984,2.4984,0.0,0.0,-0.0015,0.0,-0.0117
musique,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,standard,positive,False,False,False,flat_fallback,95,2,Abdul Rahman bin Faisal,Arabian Peninsula,-5.8281,1.0,1.0,0.0005,0.0005,0.0191,0.0191,0.4653,0.4653,0.0,0.4653,0.4653,0.0,0.0,-0.025,0.0,-0.025
musique,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,standard,positive,False,False,False,flat_fallback,95,7,Abdul Rahman bin Faisal,Saudi Arabia,-4.7539,1.0,1.0,0.0005,0.0005,0.0248,0.0248,0.4653,0.4653,0.0,0.4653,0.4653,0.0,0.0,-0.0186,0.0,-0.0186
